Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered 
D30          1077652978  1071096053  6556925     1147154228  309751542   1001841445  1007517708  445832069   35134228    -           -           30.48582860565486169     -           
D0           287376884   123358158   164018726   446161507   194680363   368446076   1007517708  218868326   128592261   -           -           0.959296905122463007     -           
D7           797853426   633006102   164847324   1037126761  1063964084  1102525770  1007517708  322487482   80033421    -           -           7.909272077723629982     -           
D41          445822309   626744540   1060708512  488901462   357660354   226818344   1007517708  710549406   15030779    -           -           41.69740902983138798     -           
D11          303349861   688316360   856664244   546445453   691453452   100727165   1007517708  1138744683  60254269    -           -           11.42352851380538696     -           
D7           610341143   1094859814  757112072   845938799   493914860   919660735   1007517708  224287480   139145831   -           -           7.868434189738677833     -           
D445         438079753   1220160794  459549702   873422700   567944140   149791294   1007517708  722498563   2736806     -           -           445.8338640005904693     -           
D2           703142718   224581246   478561472   1003360089  1240987994  425169011   1007517708  764026316   102707976   -           -           2.186599860560001688     -           
D7           618296735   1065609499  794317979   1092635015  678347992   528146763   1007517708  709085612   143958455   -           -           7.402201551829658077     -           
D3668        1079753454  977257881   102495573   1081077978  281954282   478233136   1007517708  283478334   266394      -           -           3668.468062343746480     -           
D7           255231013   917098633   579763123   387196426   1039351528  416550787   1007517708  591399834   123265600   -           -           7.440020841175477992     -           
D21          824264697   570428575   253836122   957285721   547766774   1211338174  67272717    1009958557  26138553    -           -           21.82326523583765329     -           
D1           482217392   219814612   262402780   847932042   345836396   417438404   67272717    161755914   116502742   -           -           1.886776295788814996     -           
D66          980364575   1238602812  983392506   1033801652  816983840   810543762   67272717    691073300   18497189    -           -           66.96167790684303436     -           
D1           775630121   253413981   522216140   1081838005  426316275   751885502   67272717    1036949360  163214353   -           -           1.552645195364650313     -           
D7           612908935   977882886   876656792   1087644117  822086366   391216663   67272717    72820298    138173753   -           -           7.077197114273938842     -           
D11          642627417   87591510    555035907   706126840   1000034472  1218311676  67272717    835691149   7633187     -           -           11.47509028666532078     -           
D7           460176034   971991685   729815092   789601721   653835753   739100405   67272717    731605665   130750347   -           -           7.433951093070521640     -           
D6           471877461   1065331302  648176902   776221887   900111048   1188651918  67272717    758594809   167533035   -           -           6.358932744219669869     -           
D31          608563464   1147975691  702218516   690313715   767788841   204823281   67272717    754619060   36311707    -           -           31.61447879605329487     -           
D2           553195186   629884038   1164941891  838959368   353036630   183425840   67272717    1217440604  267431004   -           -           2.355314187879278200     -           
D24          517922038   1025558346  733994435   993419661   379006908   112810632   67272717    392182079   42424415    -           -           24.17377696310013938     -           
D2           529528035   350785600   178742435   934435780   1190684472  464729105   67272717    986621961   124620290   -           -           2.814835369104019899     -           
D4           608832452   756691395   1093771800  1029718474  336063865   510525020   67272717    878420965   187946430   -           -           4.026101453483314367     -           
D22          907540311   389354647   518185664   952049992   1137799973  964154856   67272717    666523423   17346691    -           -           22.44547083936642440     -           
D4           677533514   366112786   311420728   979307253   338855434   853993736   67272717    10966717    73986036    -           -           4.948403858263199828     -           
D4           846290622   909005842   1178915523  1157895187  4030228     760327933   67272717    831275814   223081492   -           -           4.074770317566282011     -           
D10          756514994   617290248   139224746   819830546   492856447   720622034   67272717    43498404    60043922    -           -           10.28064502515342019     -           
D73          529714593   1206007007  565338329   572488417   630343991   1030485859  67272717    542716718   16428705    -           -           73.40852532198977338     -           
D0           702912810   67862741    635050069   908217388   600773458   976529774   67272717    1051807985  86999076    -           -           0.780039790307657980     -           
D0           875276938   35771386    839505552   993039749   393163711   735718320   67272717    709530603   50937261    -           -           0.702263633688509478     -           
D3           754287631   241117786   513169845   1095631959  578909758   705745667   67272717    75743694    71598975    -           -           3.367615053148456385     -           
D12          337013905   596256845   982387803   627257429   511757539   470236061   67272717    914430768   46770381    -           -           12.74859926841305825     -           
D118         871967463   938640316   1174957890  1044770403  584041680   1084108086  67272717    472525385   7952763     -           -           118.0269443462605386     -           
D31          243750686   610962723   874418706   264127706   991561674   781389272   67272717    756614452   19603466    -           -           31.16605619638894469     -           
D9           339793775   563655956   1017768562  481405824   170404202   257758812   521076752   407431580   56569677    -           -           9.963923888057554226     -           
D11          451898984   698005884   995523843   549225167   740755594   58970197    521076752   861403204   62594252    -           -           11.15127766044716054     -           
D6           235639368   476430998   1000839113  317433762   671792615   582421832   521076752   319597870   72050580    -           -           6.612451946951710867     -           
D21          181851834   1147574538  275908039   309300832   96478054    1061789775  521076752   1038660161  54402836    -           -           21.09402050290172372     -           
D3           726061394   970490424   997201713   1181186627  151647566   273926085   521076752   589542017   270936161   -           -           3.581989279016912031     -           
D10          863764183   1133754794  971640132   990026329   924285012   314000417   521076752   1057314266  106191307   -           -           10.67653112132803865     -           
D12          612427481   1160999765  693058459   873675602   183847440   319212525   521076752   1051304003  89931239    -           -           12.90986066588051789     -           
D5           644415159   664422241   1221623661  1177446605  390009238   914791869   521076752   990082789   111383713   -           -           5.965165131458672059     -           
D44          1059246821  890934841   168311980   1128519165  79041843    236622470   521076752   736116119   20161661    -           -           44.18955566210541879     -           
D12          134175125   518495977   857309891   181106949   715671425   742261916   521076752   629147310   40311477    -           -           12.86224211035482525     -           
D1           792626242   75641936    716984306   853789103   580895168   83438741    521076752   1227296293  58671910    -           -           1.289235956354582627     -           
D23          640517530   739013819   1143134454  742075165   309115709   164944437   521076752   725856176   31171720    -           -           23.70782937226434729     -           
D4           1069049317  244346119   824703198   1171057420  870613676   1078087121  521076752   808768446   48968287    -           -           4.989884963711309729     -           
D25          1059765380  434840227   624925153   1190077923  630930623   430060915   521076752   75854553    17265036    -           -           25.18617551680749463     -           
D26          490617678   407214934   83402744    649078092   355556000   256885090   521076752   912554604   15236436    -           -           26.72639021356437949     -           
D4           422300908   527591496   1136340155  714860964   822640051   92367785    521076752   346372958   129740852   -           -           4.066502476798903710     -           
D1           742226623   552189884   190036739   1140168279  275476764   1173767046  521076752   1206338198  344284967   -           -           1.603874513638000348     -           
D21          484276627   683000418   1042906952  540876487   897836198   661499634   521076752   702351999   31477747    -           -           21.69788130008161003     -           
D12          1052222473  406035606   646186867   1125017746  43740105    771068551   521076752   334474005   33088651    -           -           12.27114414546546488     -           
D9           946346157   843257222   103088935   1117733722  971940657   204022573   521076752   1132917907  89408332    -           -           9.431528394915140571     -           
D13          408578284   835410770   814798257   582160737   15430755    535878383   521076752   649990510   61413378    -           -           13.60307472420748456     -           
D41          204197113   985630157   460197699   264318352   381452892   1013141158  635928594   985058016   23833396    -           -           41.35500274488788756     -           
D58          281372186   486364593   1036638336  417935649   737471570   403806742   635928594   633442720   8245260     -           -           58.98717481316538229     -           
D32          726369169   873342905   1094657007  866282988   599353411   708712834   635928594   1016433171  26800074    -           -           32.58733184841206035     -           
D88          972054037   1228884588  984800192   1025287227  714911136   321043889   635928594   191712576   13856617    -           -           88.68575843584332308     -           
D6           1001112665  771157210   229955455   1221376018  1116105858  873459318   635928594   455536753   120059253   -           -           6.423138498121423427     -           
D75          111719031   183104896   1170244878  139042104   897765129   685921144   635928594   135151325   2426739     -           -           75.45306520396301374     -           
D8           555758464   1121333066  676056141   983508704   511345770   609824846   635928594   463889391   128008224   -           -           8.759851757649571015     -           
D9           339045055   732982348   847693450   469986694   771757895   26424596    635928594   873580388   77161777    -           -           9.499293257593069687     -           
D71          1079983871  639226308   440757563   1107446508  112658081   131015820   635928594   690646024   8941028     -           -           71.49360319641097198     -           
D17          789869384   873445976   1158054151  913261911   902877815   966859880   635928594   1120987309  49514222    -           -           17.64030496126951161     -           
D22          363553382   28036368    335517014   370389207   928350375   877840975   635928594   548482317   1254657     -           -           22.34584272833132880     -           
D0           795244509   4497921     790746588   1069478137  571278813   1012998400  635928594   731021321   246777253   -           -           0.018226643441889678     -           
D8           977139894   904236034   72903860    1150872804  1076714368  299575050   635928594   866487975   108475344   -           -           8.335866941339222671     -           
D8           282077601   999085093   524623251   440225051   1168213809  1006858983  635928594   942904001   123930151   -           -           8.061678977539533539     -           
D0           1019606624  60306370    959300254   1236144541  1078877174  586399789   635928594   753289496   153454956   -           -           0.392990696240530674     -           
D5           405875673   177865079   228010594   481049515   619846402   1221477138  635928594   1151442916  30006463    -           -           5.927558972878609518     -           
D6           868728308   982214486   1128144565  1230038644  837133376   75556611    635928594   43953748    146107636   -           -           6.722540401652929351     -           
D7           575238051   573344311   1893740     741485002   162394947   352194653   635928594   237712032   76497198    -           -           7.494971397514455366     -           
D10          1162579237  187150404   975428833   1180752067  890593899   792537001   635928594   472575417   17690947    -           -           10.57887992089965562     -           
D24          192366360   984309372   449687731   268743990   168082722   147319098   635928594   220982440   39611100    -           -           24.84933192968637578     -           
D1           565317860   193831400   371486460   1004451096  527515929   811127826   635928594   818806169   126184624   -           -           1.536093652741715979     -           
D4           353125254   405338501   1189417496  622946689   421547554   55791918    635928594   1034136637  83303819    -           -           4.865785336924349170     -           
D3           767486997   751388022   16098975    1030591115  1160045019  97809169    635928594   10882384    241278761   -           -           3.114190486082610478     -           
D56          846998713   960528415   1128101041  864659312   1036563115  654645065   635928594   1016198175  16950560    -           -           56.66647090125635967     -           
D13          874642000   612297818   262344182   1012691144  695351528   261801319   635928594   37425728    46347136    -           -           13.21112523544065376     -           
D5           840321392   543094416   297226976   945543585   383589380   41929004    635928594   703429212   103766041   -           -           5.233835759427306280     -           
D11          656259458   355486184   300773274   812355607   985554163   817006211   635928594   951789624   31874862    -           -           11.15255601734056134     -           
D1           610778004   255478022   355299982   974817914   665452185   361836604   635928594   298247329   246738094   -           -           1.035421883416186233     -           
D3           761875684   375879940   385995744   974474381   556757155   1038499361  635928594   1135381479  124079593   -           -           3.029345365438134536     -           
D21          482626379   714944906   1009312216  932039765   1139146727  236577921   354942997   1205029434  33212993    -           -           21.52606077988816003     -           
D5           683887452   685301195   1240217000  1231620730  533433641   783049812   354942997   539734251   136154174   -           -           5.033273493326763526     -           
D5           571833157   656850230   1156613670  793471988   510549550   839541167   354942997   357374597   128555495   -           -           5.109468327277647680     -           
D32          335364499   300226831   35137668    444039303   380217393   1024296654  354942997   1118823801  9340087     -           -           32.14390090798940095     -           
D4           963245931   441800847   521445084   1071007178  528332315   359556232   354942997   746814956   101155955   -           -           4.367521882424025357     -           
D6           786969140   1114754886  913844997   1087969077  405776301   41379161    354942997   326607099   184969266   -           -           6.026703301077055687     -           
D6           581965877   662227677   1161368943  740100820   1195696890  910243465   354942997   516628124   107561048   -           -           6.156761107422456501     -           
D13          906396014   844074684   62321330    1026608622  618949307   763181729   354942997   379670917   64907758    -           -           13.00421875610000271     -           
D47          670800536   1154440535  757990744   886379369   457697395   441291364   354942997   16967972    24064037    -           -           47.97368517177728741     -           
D8           672879873   681028392   1233482224  757185449   206548204   527008897   354942997   1184662922  82740841    -           -           8.230861371109341274     -           
D13          743863082   1125232871  860260954   908864586   1221850808  628168120   354942997   274789297   83857066    -           -           13.41846220806246667     -           
D21          323957776   1153740363  411848156   593862302   219348364   1018027757  354942997   1015075747  54053250    -           -           21.34451421514895034     -           
D7           753249668   1125410278  869470133   955537742   1039133836  893383583   354942997   1141396060  146385446   -           -           7.687992957988460136     -           
D2           734179106   504589146   229589960   1009688495  480372604   971665646   354942997   238126841   183160328   -           -           2.754904140595336780     -           
D11          594832648   1152120729  684342662   1089935360  222179948   625775608   354942997   286345722   99729936    -           -           11.55240618022656707     -           
D41          447351756   1216115883  472866616   507066303   895603503   640468841   354942997   6244624     29349927    -           -           41.43505648242327825     -           
D7           513984216   883401700   872213259   914081929   579631337   307192112   354942997   393685532   113886503   -           -           7.756860354207205747     -           
D1           721667460   503104412   218563048   1185375258  1092526454  234209007   354942997   1115763440  257959662   -           -           1.950322031356980146     -           
D15          440276258   1180380937  501526064   621856372   337984071   308161840   354942997   620774357   77116030    -           -           15.30655736556977842     -           
D5           495276969   922793641   814114071   836169962   849171693   299475990   354942997   797751380   154383976   -           -           5.977263087200189739     -           
D104         1105835165  939280006   166555159   1119376767  997927019   194416921   354942997   541840259   8965403     -           -           104.7671817987434586     -           
D9           653674790   491924378   161750412   773926664   969623790   1073106161  354942997   289701769   52415420    -           -           9.385108008292216298     -           
D39          724320957   891608944   1074342756  754832167   252572304   1054299852  354942997   1102204491  22563127    -           -           39.51619578261470584     -           
D4           807556029   759827861   47728168    1133230793  429212765   855888676   354942997   419961800   156206501   -           -           4.864252487161209763     -           
D49          784665872   1159796295  866500320   812861918   1197107462  114289665   354942997   550706486   23372630    -           -           49.62198498842449480     -           
D52          254648017   800293489   695985271   334427456   827917428   1094422544  354942997   777891746   15309700    -           -           52.27362319313899031     -           
D2           853807128   162973422   690833706   1115789849  921040718   959013730   354942997   391822032   67858965    -           -           2.401649096770043574     -           
D6           560160590   1082323562  719467771   959720633   130791323   1088546671  354942997   1057403102  160600547   -           -           6.739227121063292517     -           
D1           307436457   190696219   116740238   476506678   1089871501  744878323   354942997   192648635   138366236   -           -           1.378199078856203040     -           
D2           719141429   69435428    649706001   857199429   670316986   873879279   17465369    1222111817  28851429    -           -           2.406654727569993153     -           
D5           753997179   302233305   451763874   869739576   771998540   162326042   17465369    645681286   59542797    -           -           5.075900364573064983     -           
D3           667171413   642506024   24665389    1133613905  184066040   908558582   17465369    471221332   200728921   -           -           3.200864234207685498     -           
D79          538847686   812676667   967801762   671002913   506911997   890609179   17465369    959514672   10226778    -           -           79.46556256525760117     -           
D0           984660104   28157563    956502541   1063079668  1235197570  853615482   17465369    821216379   43625336    -           -           0.645440599013380664     -           
D4           504599684   393453940   111145744   915429651   413812964   851143878   17465369    907385938   93769717    -           -           4.195959554831545455     -           
D10          727278866   1123863282  845046327   883164084   515090945   259767440   17465369    943033613   103737994   -           -           10.83367085351582950     -           
D1           715273731   72493221    642780510   878399295   910241796   295471522   17465369    277245718   62771475    -           -           1.154875219994432184     -           
D2           1124650088  224461684   900188404   1218847521  758916888   549321096   17465369    311940000   88478325    -           -           2.536911543024802967     -           
D1           960233362   213038231   747195131   1225341681  716780476   1144339593  17465369    383855748   164908405   -           -           1.291857931680316718     -           
D4           935719579   144469209   791250370   1235604150  339399754   621439970   17465369    6415157     36065866    -           -           4.005704701503632271     -           
D5           667567153   1105261892  803936004   1137027337  426180346   37921769    17465369    506946638   198106969   -           -           5.579116663987726751     -           
D0           1073145654  6371918     1066773736  1137894588  785998612   274916180   17465369    440650774   37162710    -           -           0.171459993095229061     -           
D6           729139084   161463465   567675619   829459892   471082742   399568450   17465369    156594089   26893428    -           -           6.003826102049913458     -           
D7           594431996   625966870   1210095869  679369101   915214384   51438832    17465369    1064629542  84809366    -           -           7.380869584616397203     -           
D1           532040608   321071136   210969472   856894083   360839480   1079732857  17465369    312488973   207187133   -           -           1.549667353136258707     -           
D9           771401837   778630160   1234402420  1117873115  233102281   750275285   17465369    675108413   78459281    -           -           9.924003254630895738     -           
D6           697634167   1174012415  765252495   1210811016  1144905812  839157786   83001369    555131647   184457318   -           -           6.364683319314010626     -           
D25          863089097   782094585   80994512    1071297028  494667894   142086738   83001369    15570271    30257373    -           -           25.84806635394288856     -           
D9           609219065   714321801   1136528007  1141514702  1134053185  96975306    83001369    1220240374  76923428    -           -           9.286141031052334277     -           
D1           340382191   39132613    301249578   363241661   1126623702  963634264   83001369    615117083   20349611    -           -           1.923015285157047965     -           
D10          1008823422  363399838   645423584   1171343331  53726779    1186816287  83001369    849388424   33703968    -           -           10.78210844491663414     -           
D0           689704860   179925256   509779604   1039107665  213869728   375681179   83001369    1190141441  340302055   -           -           0.528722214151777602     -           
D39          737810334   923167850   1056273227  916369044   1169883806  55798313    83001369    659393694   23575494    -           -           39.15794298944488713     -           
D14          604434476   822198128   1023867091  714216533   662006266   899518444   83001369    804974569   55524191    -           -           14.80792629648579661     -           
D3           430634093   361772696   68861397    543344960   1074841824  986659265   83001369    633537946   92501492    -           -           3.910993089711461086     -           
D56          57991269    669013537   630608475   104136147   762958576   444370713   83001369    706285660   11846391    -           -           56.47403812688607019     -           
D56          613102879   1188873242  665860380   662430982   938209317   981981708   83001369    989197183   21165643    -           -           56.16995628245265215     -           
D11          842035726   643580573   198455153   1104666651  1160664512  549356397   83001369    123749414   54142951    -           -           11.88669182438910653     -           
D19          1119938226  301724992   818213234   1184888429  165002896   1063525972  83001369    253366246   15784775    -           -           19.11493778023443476     -           
D8           629057611   650456783   1220231571  1181675238  1035025946  926095159   83001369    985436858   76439984    -           -           8.509378848116975011     -           
D30          490350986   569401358   1162580371  961823123   13323645    1022495788  83001369    210035810   18878849    -           -           30.16080895609684679     -           
D3941        390781581   731169544   901242780   397081518   112536316   153592636   83001369    260615158   185487      -           -           3941.891043577177915     -           
D1           787203044   547339157   239863887   1186311369  65356655    723878286   83001369    1076951825  388094719   -           -           1.410323640605890336     -           
D20          558570970   972812208   827389505   660793625   1155774710  261558672   83001369    1229115496  47457695    -           -           20.49851363409031981     -           
D5           711888154   83683423    628204731   944034353   1179226943  552298445   83001369    73509633    15449557    -           -           5.416558092895479139     -           
D24          974725274   514063518   460661756   1133619795  1145756249  648313310   83001369    587500596   21358148    -           -           24.06873095925732886     -           
D3155        848108357   1056434777  1033304323  854836719   326808647   628847329   83001369    828259645   334745      -           -           3155.938929633004227     -           
D0           743373206   82669134    660704072   1030512536  29259199    43707525    83001369    1071850195  169094546   -           -           0.488892965240877727     -           
D2           577475045   595520827   1223584961  882292640   182013107   1213617919  83001369    991022511   272657450   -           -           2.184135540767362124     -           
D63          262258630   611149067   892740306   290326262   764531576   150475972   83001369    656041343   9649942     -           -           63.33189018130886175     -           
D3           685341729   127785801   557555928   1006997247  1122575260  136363627   83001369    697589310   42030693    -           -           3.040297265619674650     -           
D13          256023031   642269647   855384127   308232467   877580575   1067713887  83001369    334850643   47185287    -           -           13.61165074613194574     -           
D5           582911357   487050920   95860437    746743735   1049183452  592627511   83001369    769202051   91414223    -           -           5.327955585204722464     -           
D10          970887415   253282991   717604424   1076113633  967395110   729702542   83001369    274826206   23851453    -           -           10.61918496118454502     -           
D153         1127024611  960098106   166926505   1135451336  290415344   943375641   1228079132  549506859   6270186     -           -           153.1211523868669924     -           
D13          354386948   290225053   64161895    686867849   1217434891  569906991   1228079132  1164813724  21906047    -           -           13.24862733107438325     -           
D1           603623226   172139243   431483983   844288859   272463854   24336346    1228079132  1078093568  122291960   -           -           1.407608832175066946     -           
D0           576224580   129488891   446735689   769653076   479540269   1059156716  1228079132  455292233   189367588   -           -           0.683796484750072435     -           
D6           461573373   858345494   844858622   797000236   1024496822  637448948   1228079132  362758097   126146510   -           -           6.804353873920094975     -           
D2           679103960   609778470   69325490    1149346853  805741215   649716940   1228079132  329931807   208861067   -           -           2.919541103368968233     -           
D24          511786614   811893125   941524232   565036095   324286917   765574551   1228079132  1066268142  32541285    -           -           24.94963321208735303     -           
D3           787485666   199502280   587983386   932428533   216358130   1108202374  1228079132  305794615   62771331    -           -           3.178238804590586106     -           
D8           489906527   1197890915  533646355   843713833   1046224984  392905724   1228079132  687613909   136099221   -           -           8.801600084103346925     -           
D9           1009211972  812924566   196287406   1193947311  867497680   971447999   1228079132  545952178   85535277    -           -           9.503968356821946107     -           
D26          763355805   1098207972  906778576   843640149   1215471984  245547513   1228079132  889831972   40796709    -           -           26.91903339556139197     -           
D2           601841783   126965707   474876076   1149732861  984168331   1193398350  1228079132  1028049517  53950705    -           -           2.353365113579146000     -           
D12          406703784   572180604   1076153923  766584350   204824772   935297439   1228079132  821578387   46823218    -           -           12.22001879494912118     -           
D3           1042432207  458344381   584087826   1223707057  984274972   1015560951  1228079132  416530966   136057957   -           -           3.368743667082991698     -           
D19          1070089212  753751102   316338110   1108310086  1180705943  226023414   1228079132  399705805   38125614    -           -           19.77020231070901572     -           
D0           729726162   13474708    716251454   768758862   167741678   597438051   1228079132  241106734   27137562    -           -           0.496533476367552840     -           
D253         553631491   386857891   166773600   1105736960  457033169   102571922   1228079132  959616259   1526022     -           -           253.5074140477660217     -           
D15          122344280   208377264   1155597759  176866305   832544040   1144281461  1228079132  281687105   13300230    -           -           15.66719252223457789     -           
D23          610975058   390819266   220155792   1205518203  178995387   271473382   1228079132  893527585   16431913    -           -           23.78416110163192806     -           
D15          635390578   1110744542  766276779   775936502   21358813    653876739   1228079132  1166434249  73206882    -           -           15.17267928444213755     -           
D146         1200437340  293089031   907348309   1223049338  579828480   244591544   1228079132  1008779203  2001446     -           -           146.4386403630175383     -           
D1           1090236826  110337671   979899155   1159049322  118354806   797889756   1228079132  1197150203  58049386    -           -           1.900755177668890416     -           
D6           479553961   300250973   179302988   911436478   416728149   753009378   1228079132  1103573541  47671444    -           -           6.298340218097861688     -           
D9           590168115   595153413   1236645445  766749045   906463338   598042297   1228079132  228807310   60425325    -           -           9.849403590299266077     -           
D24          188702043   831360218   598972568   227372857   726902179   1073401933  1228079132  600680117   34018787    -           -           24.43826753728755819     -           
D1           902770442   164173627   738596815   1038873286  215829664   332817656   544210973   681858592   86153378    -           -           1.905597096842795879     -           
D46          795350619   378834923   416515696   807461511   1080117596  261899673   544210973   1102572406  8142639     -           -           46.52483341088804256     -           
D13          1098065090  214896724   883168366   1158159510  507892404   613930344   544210973   889696479   16365530    -           -           13.13105802256327781     -           
D13653       698269367   844389484   1095510626  748141333   947727469   527288072   544210973   127081199   61843       -           -           13653.76006985430849     -           
D39          303276210   163852993   139423217   452826291   866016210   480909344   544210973   469795302   4176048     -           -           39.23637683283333908     -           
D3           503527473   444239456   59288017    860850880   116915733   393186597   544210973   454723016   146204066   -           -           3.038489066371108995     -           
D0           549425270   9088370     540336900   660828940   348006014   1012423691  544210973   126487419   103810590   -           -           0.087547619178351649     -           
D17          243414377   1114929268  370115852   423818325   882912154   110424693   544210973   586696582   63010429    -           -           17.69436084937621992     -           
D0           696487852   159664701   536823151   1152026407  567039981   518496259   544210973   436614863   240949297   -           -           0.662648544685316097     -           
D23          192070412   652773866   780927289   225019672   987685851   304330769   544210973   982871537   27324112    -           -           23.89003038781278601     -           
D101         246713245   946779538   541564450   325847545   201930121   342586901   544210973   41047439    9310345     -           -           101.6911336797938207     -           
D14          465323760   861907876   845046627   668617481   786218996   744576680   544210973   601864973   58736318    -           -           14.67418975768961207     -           
D52          459105821   845711951   855024613   902049405   48841713    493760714   544210973   120718010   16162237    -           -           52.32641688152450678     -           
D0           540953984   104185154   436768830   751261855   211486410   348466983   544210973   151212996   120338242   -           -           0.865769287206306371     -           
D8           862171052   740859811   121311241   1121233693  1020921743  852013397   544210973   685520296   84983129    -           -           8.717728091654521216     -           
D0           869975421   35500290    834475131   1177908103  889328991   820470590   544210973   570848233   254110057   -           -           0.139704388008539150     -           
D5           479359384   579819107   1141171020  859468340   632020752   217085164   544210973   612426002   99250428    -           -           5.841980923245993458     -           
D4           453861364   857922373   837569734   732701657   855786649   2853083     544210973   398288623   175021071   -           -           4.901823352457944906     -           
D5           439134424   340524974   98609450    821280026   290831268   1070201091  544210973   772265520   56988822    -           -           5.975294137506474515     -           
D2           438816003   107022635   331793368   833371845   500898456   195686223   544210973   1013447398  44260161    -           -           2.418035374972992077     -           
D160         503546423   994442937   750734229   1000886047  747382304   13619905    544210973   1060892051  6206799     -           -           160.2183246146685272     -           
D15          1198745687  63844021    1134901666  1224162058  778245958   112612961   544210973   1100525941  4176250     -           -           15.28740401077521700     -           
D13          238741383   991823044   488549082   405482879   736387069   58055401    544210973   374757699   71999887    -           -           13.77534167518901800     -           
D1           702395200   466525160   235870040   1124931237  1071341582  595854647   544210973   410572814   279859163   -           -           1.666999768737248742     -           
D19          397806793   356869041   40937752    416776036   649504833   886094741   544210973   186347465   18421933    -           -           19.37196498326207135     -           
D3           543472988   631635067   1153468664  726382257   23999350    756202139   544210973   133273606   177654450   -           -           3.555413709028960434     -           
D734         967724278   552077054   415647224   1128886314  647735792   1147271551  544210973   992492614   752062      -           -           734.0844956931742329     -           
D17          430661905   1204363383  467929265   611401820   1211284610  531997838   544210973   572577927   69182075    -           -           17.40860451207917657     -           
D25          407418600   822246984   826802359   461007155   1005796557  960078517   544210973   1038992765  32298715    -           -           25.45757575804486339     -           
D21          293130818   767150214   767611347   357560258   914829481   485297449   544210973   312777238   35413058    -           -           21.66291919777162424     -           
D3047        625877206   412581351   213295855   730167510   170641557   579606261   211976223   1147451730  135382      -           -           3047.534760898790090     -           
D0           647368097   167281627   480086470   1106149759  1161660188  234669254   211976223   1163199162  188586435   -           -           0.887028947760744297     -           
D12          937269032   929922086   7346946     1044910483  1099973156  48711085    211976223   597008215   76137424    -           -           12.21373192242490368     -           
D11          723867161   825450395   1140047509  1050903543  21409654    823160659   211976223   224728918   69794397    -           -           11.82688626137138200     -           
D10          619981842   592513454   27468388    901142082   125222832   998864114   211976223   929564518   57661362    -           -           10.27574503009484930     -           
D49          811082907   990733306   1061980344  890207166   1134847269  265487263   211976223   613362390   19840317    -           -           49.93535667802081992     -           
D1           526104037   221710844   304393193   868176751   1062643411  1184661000  211976223   1022569573  184031323   -           -           1.204745150911076154     -           
D4           848278071   742570593   105707478   1186334687  1240864407  1068034267  211976223   639283258   172164839   -           -           4.313137324166405429     -           
