Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

Using legacy P2PKH preimage for signing.

------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered                 hypothesis  
D5           40320       85938       54049       65714       67387       44280       84187       77230       14926       -           -           5.757604180624413774     -                           -           
D0           42327       16887       25440       66934       20223       94254       84187       58358       17720       -           -           0.952990970654627539     -                           -           
D503         32520       95740       36447       33130       7304        22738       55516       39476       190         -           -           503.8947368421052631     -                           -           
D58          30482       69052       61097       36343       52578       54831       55516       68679       1177        -           -           58.66779949022939677     -                           -           
D0           54549       2075        52474       75587       65028       88662       30942       15828       12473       -           -           0.166359336166118816     -                           -           
D0           21389       1245        20144       36456       6187        97031       30942       30978       6322        -           -           0.196931350838342296     -                           -           
D6           81663       49442       32221       94074       18928       184         75998       68887       7197        -           -           6.869806863971099069     -                           -           
D3           37771       30536       7235        51890       4961        56765       224         53707       9533        -           -           3.203188922689604531     -                           -           
D177         6924        66084       40507       8016        34703       43534       18658       1705        372         -           -           177.6451612903225806     -                           -           
D94          17831       36286       81212       35279       47966       3290        84195       61115       383         -           -           94.74151436031331592     -                           -           
D2           69849       6221        63628       72763       92621       27106       84195       64289       2827        -           -           2.200565970993986558     -                           -           
D12          33895       11439       22456       36252       22797       35611       84195       93608       897         -           -           12.75250836120401337     -                           -           
D10          22821       69189       53299       39167       17541       81112       73956       77750       6475        -           -           10.68555984555984556     -                           -           
D4           48819       54533       93953       86673       98809       86672       18660       6790        10965       -           -           4.973369813041495668     -                           -           
D4           33118       5766        27352       38411       5736        41830       18660       43475       1360        -           -           4.239705882352941176     -                           -           
D16          27756       37723       89700       40495       81218       3747        18660       10916       2278        -           -           16.55970149253731343     -                           -           
D24          74211       64065       10146       80716       60024       62441       55524       95678       2656        -           -           24.12085843373493975     -                           -           
D4           64979       54238       10741       91139       41758       14330       55524       10632       12659       -           -           4.284540643020775732     -                           HYP-005     
D2072        45436       62161       82942       90842       52099       40558       55524       69383       30          -           -           2072.033333333333333     -                           -           
D5           52090       75381       76376       90646       16747       6415        55524       87626       13534       -           -           5.569750258607950347     -                           -           
D0           38329       5423        32906       66893       88565       55178       55524       86766       9765        -           -           0.555350742447516641     -                           -           
D183         20007       42053       77621       39785       78256       80794       14560       71619       229         -           -           183.6375545851528384     -                           -           
D4           11641       7064        4577        13310       6051        24676       14560       91482       1627        -           -           4.341733251382913337     -                           HYP-005     
D28          57240       54406       2834        60699       76438       18121       28900       62791       1896        -           -           28.69514767932489451     -                           -           
D3           47736       14174       33562       58514       90599       81877       28900       73133       4624        -           -           3.065311418685121107     -                           -           
D46          94153       20812       73341       95119       91228       55875       82150       10178       451         -           -           46.14634146341463414     -                           -           
D5           77299       93244       83722       97036       42570       95249       82150       62743       18088       -           -           5.155019902697921273     -                           -           
D3           63732       32181       31551       81936       44503       63285       82150       27713       9120        -           -           3.528618421052631578     -                           -           
D14          78308       79594       98381       84381       87878       50490       82150       29228       5432        -           -           14.65279823269513991     -                           -           
D44          50012       68965       80714       55397       59829       88440       82150       77837       1547        -           -           44.57983193277310924     -                           -           
D10          64744       61102       3642        94188       46052       26068       82150       70975       5856        -           -           10.43408469945355191     -                           -           
D24          60877       52278       8599        63137       58193       14881       82150       16066       2117        -           -           24.69437883797827113     -                           -           
D9           56753       17682       39071       60179       17578       81861       88305       2269        1937        -           -           9.128549303045947341     -                           -           
D0           59798       11091       48707       82208       2085        94018       53492       2013        14978       -           -           0.740486046201094939     -                           -           
D2           61482       54321       7161        97644       89255       71515       53492       31459       25320       -           -           2.145379146919431279     -                           -           
D11          13679       54309       59037       22651       58296       409         55539       53276       4707        -           -           11.53792224346717654     -                           -           
D7           78810       70907       7903        96154       18970       43392       55539       78282       9434        -           -           7.516111935552257791     -                           -           
D9           56997       84232       72432       81114       84793       68101       82165       71746       8763        -           -           9.612233253452014150     -                           -           
D0           48495       2386        46109       94081       45200       73114       2291        33609       2909        -           -           0.820213131660364386     -                           -           
D7           14801       15348       99120       21164       90336       21638       2291        80642       2075        -           -           7.396626506024096385     -                           HYP-005     
D16          26117       72334       53450       47935       15833       86029       55547       46165       4299        -           -           16.82577343568271691     -                           -           
D13          71931       71611       320         94093       71053       72206       55547       46522       5445        -           -           13.15169880624426079     -                           -           
D27          11799       13081       98385       17459       84694       6622        55547       46115       479         -           -           27.30897703549060542     -                           HYP-005     
D11          26370       78548       47489       45662       36954       78998       45309       90990       7078        -           -           11.09748516530093246     -                           -           
D6           38504       66567       71604       66491       89525       39135       45309       86836       10517       -           -           6.329466577921460492     -                           HYP-005     
D30          73245       61297       11948       79180       42548       40161       20735       36162       2025        -           -           30.27012345679012345     -                           HYP-005     
D34          7105        93524       13248       11520       22971       18588       20735       6803        2690        -           -           34.76728624535315985     -                           -           
D2           40533       26412       14121       54312       88434       73816       39168       14052       12975       -           -           2.035606936416184971     -                           -           
D0           52863       3700        49163       67825       15684       56237       39168       17285       7977        -           -           0.463833521373950106     -                           -           
D1           56211       32674       23537       85376       40877       26052       39168       8971        27046       -           -           1.208089920875545367     -                           -           
D12          62128       61262       866         70305       42920       64755       69889       41647       4889        -           -           12.53057885048067089     -                           -           
D3           48609       60479       87797       77295       29669       62200       69889       20655       19923       -           -           3.035637203232444912     -                           -           
D3           35719       37622       97764       47805       39384       87058       24834       58302       11547       -           -           3.258162293236338442     -                           -           
D21          62640       68430       93877       82476       90495       71101       24834       6708        3132        -           -           21.84865900383141762     -                           -           
D120         97400       87765       9635        99414       10036       64859       47364       74183       728         -           -           120.5563186813186813     -                           -           
D3           57461       57474       99654       99390       12272       41379       47364       87928       15532       -           -           3.700360545969611125     -                           -           
D25          50799       56912       93554       60520       7693        50094       47364       22563       2194        -           -           25.93983591613491340     -                           -           
D18          20359       54096       65930       37769       43528       79255       2313        55614       2949        -           -           18.34384537131230925     -                           HYP-005     
D7           22879       16606       6273        43462       96638       76850       2313        33853       2296        -           -           7.232578397212543554     -                           -           
D0           33830       1299        32531       47193       44217       83182       37133       95887       7104        -           -           0.182854729729729729     -                           -           
D33          48960       65729       82898       58356       23016       42665       37133       86943       1980        -           -           33.19646464646464646     -                           -           
D183         43492       94808       48351       44835       26619       66027       53521       49150       516         -           -           183.7364341085271317     -                           -           
D10          43068       14086       28982       44556       80184       13022       53521       20124       1404        -           -           10.03276353276353276     -                           -           
D13          24306       23554       752         46914       82523       70399       53521       48402       1698        -           -           13.87161366313309776     -                           -           
D1           12662       10372       2290        19629       70101       63391       6417        62707       5695        -           -           1.821246707638279192     -                           -           
D112         65836       72554       92949       68009       916         15416       6417        6390        646         -           -           112.3126934984520123     -                           HYP-005     
D34          74002       23300       50702       92332       14815       86548       6417        28425       682         -           -           34.16422287390029325     -                           -           
D16          53566       81522       71711       65699       37669       77634       6417        37838       5034        -           -           16.19427890345649582     -                           -           
D3           59421       81720       77368       96887       99185       9104        6417        88745       21955       -           -           3.722158961512184012     -                           -           
D36          68319       82289       85697       79334       86125       63068       6417        26482       2229        -           -           36.91745177209510991     -                           -           
D844         20276       97943       22000       20780       84024       48714       30993       72162       116         -           -           844.3362068965517241     -                           HYP-005     
D136         61622       48578       13044       82044       68167       95336       30993       16559       356         -           -           136.4550561797752809     -                           HYP-005     
D115         56172       57416       98423       58399       38187       96808       69909       72055       497         -           -           115.5251509054325955     -                           -           
D3           82864       16244       66620       88435       36622       61337       69909       83616       4870        -           -           3.335523613963039014     -                           HYP-005     
D15          83651       61519       22132       87850       38757       14218       69909       57690       3870        -           -           15.89638242894056847     -                           -           
D11          48493       17528       30965       50629       77137       50194       94487       90571       1501        -           -           11.67754830113257828     -                           -           
D1           41172       23310       17862       63468       88449       55434       94487       99505       18876       -           -           1.234901462174189446     -                           -           
D0           55252       18805       36447       89811       10509       42032       94487       30635       20693       -           -           0.908761416904267143     -                           -           
D207         27841       55692       71816       55414       60448       24          94487       56766       268         -           -           207.8059701492537313     -                           -           
D9           41325       62352       78640       76150       90013       59623       94487       57539       6500        -           -           9.592615384615384615     -                           -           
D575         52648       77076       75239       57422       52201       8507        94487       78840       134         -           -           575.1940298507462686     -                           -           
D11          64634       68116       96185       84128       92973       86969       94487       22502       6152        -           -           11.07217165149544863     -                           -           
D59          18073       26299       91441       19110       23804       56366       71960       62383       444         -           -           59.23198198198198198     -                           -           
D30          88207       22052       66155       91572       43582       8459        71960       43122       717         -           -           30.75592747559274755     -                           -           
D16          49439       95012       54094       93225       92983       18819       71960       16925       5653        -           -           16.80735892446488590     -                           -           
D2           45404       25545       19859       62532       23283       9326        53529       43908       11148       -           -           2.291442411194833153     -                           -           
D8           58332       95025       62974       74230       55156       7551        53529       57365       10638       -           -           8.932600112803158488     -                           -           
D33          31881       41538       90010       33584       70340       75761       53529       77827       1227        -           -           33.85330073349633251     -                           -           
D27          37447       84901       52213       41742       24317       39980       94490       13693       3087        -           -           27.50275348234531908     -                           -           
D39          46023       58799       86891       90558       85036       16731       94490       9962        1488        -           -           39.51545698924731182     -                           -           
D144         5487        80082       25072       10421       24238       56224       71965       92721       553         -           -           144.8137432188065099     -                           -           
D10          48994       73306       75355       90800       10205       94109       71965       48029       7188        -           -           10.19838619922092376     -                           -           
D11          37163       33325       3838        54330       16534       4247        71965       9255        2829        -           -           11.77978084128667373     -                           -           
D7           78743       72259       6484        90255       67093       19099       71965       19020       9671        -           -           7.471719573984076103     -                           -           
D17          17168       91667       25168       29169       88091       90805       49439       13983       5167        -           -           17.74085542868202051     -                           -           
D3           40070       53271       86466       63365       10914       10809       88352       66550       16775       -           -           3.175618479880774962     -                           -           
D14          51024       57663       93028       98178       82915       89416       88352       47242       3870        -           -           14.9                     -                           -           
D150         19099       59933       58833       28450       73758       22672       88352       50991       397         -           -           150.9647355163727959     -                           -           
D2           28097       10565       17532       52486       46026       56017       88352       11384       3708        -           -           2.849244875943905070     -                           -           
D2           36246       34700       1546        59341       95335       34382       88352       67541       13151       -           -           2.638582617291460725     -                           -           
D3           84163       46088       38075       98542       77266       93100       88352       97338       12268       -           -           3.756765568959895663     -                           -           
D597         9366        46567       62466       9538        2398        17959       61725       14691       78          -           -           597.0128205128205128     -                           -           
D9           66474       10162       56312       82833       17737       75189       61725       2355        1038        -           -           9.789980732177263969     -                           -           
D11          47836       89111       58392       67744       22613       8223        61725       84562       8020        -           -           11.11109725685785536     -                           -           
D54          33425       93671       39421       41352       27292       99055       61725       62330       1717        -           -           54.55503785672684915     -                           -           
D237         8414        56557       51524       8925        90071       91679       76072       48467       238         -           -           237.6344537815126050     -                           -           
D130         61522       97717       63472       76715       38352       65758       71977       67718       750         -           -           130.2893333333333333     -                           HYP-005     
D35          22125       79188       42604       28748       5427        98148       71977       40234       2256        -           -           35.10106382978723404     -                           -           
D23          38803       86182       52288       43832       56042       27691       71977       23235       3600        -           -           23.93944444444444444     -                           -           
D71          48882       85828       62721       50789       75532       19890       71977       25162       1207        -           -           71.10853355426677713     -                           -           
D6302        8292        75625       32334       8430        83570       501         96553       55392       12          -           -           6302.083333333333333     -                           -           
D14          40384       96835       43216       57153       98981       88106       96553       1457        6846        -           -           14.14475606193397604     -                           -           
D9           31521       76041       55147       55010       87570       99440       33070       20723       8032        -           -           9.467255976095617529     -                           -           
D2           63370       24617       38753       81323       94833       24869       22831       13912       9511        -           -           2.588266218063295132     -                           -           
D1           75178       11631       63547       82705       29499       39104       22831       791         7435        -           -           1.564357767316745124     -                           -           
D0           54464       18146       36318       83531       69261       27692       10545       1422        25397       -           -           0.714493837854864747     -                           -           
D0           69822       1172        68650       83994       10619       75685       10545       46619       13134       -           -           0.089234049033044007     -                           -           
D14          53955       33174       20781       57181       27396       55158       10545       32023       2339        -           -           14.18298418127404873     -                           -           
D0           32764       3358        29406       53058       28714       27416       71986       74405       12470       -           -           0.269286287089013632     -                           -           
D48          49456       89153       59970       51440       62856       48699       71986       83858       1840        -           -           48.45271739130434782     -                           -           
D43          59100       69065       89702       68684       90882       46927       4403        37034       1596        -           -           43.27380952380952381     -                           HYP-005     
D113         62636       92023       70280       71468       29591       43492       4403        79926       812         -           -           113.3288177339901477     -                           HYP-005     
D193         10224       78640       31251       20041       58276       28536       92468       72701       407         -           -           193.2186732186732186     -                           -           
D121         28180       79408       48439       32768       42246       42575       92468       33144       652         -           -           121.7914110429447852     -                           -           
D2           48934       53519       95082       76815       59019       19881       8500        73138       21053       -           -           2.542108013109770579     -                           -           
D63          75938       32782       43156       77614       93812       99092       51510       48015       518         -           -           63.28571428571428571     -                           -           
D4           37911       57596       79982       62983       70073       52465       51510       66546       12839       -           -           4.486019160370745385     -                           -           
D27          27090       90378       36379       35031       25077       95221       47410       12070       3267        -           -           27.66391184573002754     -                           -           
D464         69502       77052       92117       69718       45881       38664       47410       62731       166         -           -           464.1686746987951807     -                           -           
D53          93577       67772       25805       95944       12829       15856       47410       97396       1264        -           -           53.61708860759493670     -                           -           
D4           57204       38919       18285       66758       75046       30050       98618       45879       9434        -           -           4.125397498410006360     -                           -           
D85          23695       92371       30991       46308       61722       11724       12606       98543       1082        -           -           85.37060998151571164     -                           HYP-005     
D1           60409       37122       23287       95770       19990       52406       12606       90814       25048       -           -           1.482034493771957840     -                           -           
D17          57493       32869       24624       66756       26527       96134       12606       42852       1915        -           -           17.16396866840731070     -                           -           
D158         42997       80768       61896       85486       60885       94417       12606       54465       508         -           -           158.9921259842519685     -                           -           
D137         19103       43218       75552       25366       35011       54584       12606       23390       314         -           -           137.6369426751592356     -                           -           
D6           14418       36824       77261       22792       73646       52577       22847       66825       6044        -           -           6.092653871608206485     -                           -           
D0           49739       13030       36709       85953       75654       83468       22847       57223       13525       -           -           0.963401109057301293     -                           -           
D0           53227       1572        51655       68915       83135       96341       22847       74298       6163        -           -           0.255070582508518578     -                           -           
D1           55817       44465       11352       85171       80715       56755       12608       939         26463       -           -           1.680270566451271586     -                           -           
D4           16400       13226       3174        30129       19394       90742       33088       10988       2671        -           -           4.951703481842006739     -                           -           
D5           68209       7584        60625       69602       87804       93318       8517        41654       1345        -           -           5.638661710037174721     -                           -           
D2           37651       18510       19141       67900       68773       31349       8517        76845       7402        -           -           2.500675493109970278     -                           -           
D11          23218       43162       79723       42600       99393       4937        8517        94417       3836        -           -           11.25182481751824817     -                           -           
D0           58068       2436        55632       70866       69258       91733       31048       36325       6876        -           -           0.354275741710296684     -                           -           
D11          61860       32163       29697       91383       16402       65796       51528       70447       2814        -           -           11.42963752665245202     -                           -           
D1           71354       27376       43978       98441       32448       94992       51528       59516       17180       -           -           1.593480791618160651     -                           -           
D84          66847       82866       83648       68729       48100       95344       51528       55952       977         -           -           84.81678607983623336     -                           -           
D6           26395       22779       3616        33944       6151        19563       51528       82884       3748        -           -           6.077641408751334044     -                           -           
D17          20635       86245       34057       36419       43334       11664       51528       24108       4851        -           -           17.77880849309420738     -                           -           
D86          74604       82338       91933       76077       70603       69182       78156       26848       954         -           -           86.30817610062893081     -                           HYP-005     
D5           52108       71266       80509       90395       21800       20189       78156       69505       13821       -           -           5.156356269445047391     -                           -           
D14          61717       55291       6426        81002       34091       37956       78156       94950       3862        -           -           14.31667529777317452     -                           HYP-005     
D15          82614       63210       19404       95697       8979        42002       78156       60047       4116        -           -           15.35714285714285714     -                           -           
D0           60926       5012        55914       74167       30941       5778        16719       55569       7962        -           -           0.629490077869881939     -                           -           
D6           29186       87064       41789       45322       27068       3102        16719       63188       13050       -           -           6.671570881226053639     -                           -           
D0           76653       7485        69168       86310       18070       43909       16719       88388       9054        -           -           0.826706428098078197     -                           -           
D0           47319       7342        39977       79301       38904       59399       80208       59246       15337       -           -           0.478711612440503357     -                           -           
D9           79086       60446       18640       97210       2467        97646       80208       48949       6590        -           -           9.172382397572078907     -                           -           
D11          42902       2580        40322       45412       88958       56479       80208       44654       232         -           -           11.12068965517241379     -                           -           
D1           57142       52110       5032        86761       20840       38441       77815       58301       27523       -           -           1.893325582240308105     -                           -           
D6           28660       84950       43377       43807       18291       31007       77815       39684       13513       -           -           6.286538888477762155     -                           -           
D2           16054       13924       2130        25301       35848       64995       77815       71431       6807        -           -           2.045541354488027031     -                           -           
D5           33168       82721       50114       50231       74594       62987       77815       43643       16105       -           -           5.136355169202111145     -                           -           
D0           64434       1298        63136       86206       62377       29259       53588       43336       20890       -           -           0.062134992819530876     -                           -           
D12          20113       89516       30264       32865       26520       33994       53588       94905       7361        -           -           12.16084771090884390     -                           -           
D1           46430       18945       27485       58313       45219       44405       53588       30450       10781       -           -           1.757258139319172618     -                           -           
D1           46347       32035       14312       72061       17422       96519       53588       90590       20633       -           -           1.552609896767314496     -                           -           
D32          42414       52094       89987       83213       67331       63365       6484        75137       1615        -           -           32.25634674922600619     -                           -           
D203         7514        87168       20013       8931        76170       47023       18778       73140       429         -           -           203.1888111888111888     -                           -           
D8           52448       83384       68731       95424       55715       8379        18778       55927       9472        -           -           8.803209459459459459     -                           -           
D90          66494       73859       92302       70143       24790       79652       18778       26349       812         -           -           90.95935960591133004     -                           -           
D3           68469       37564       30905       80241       49344       89628       90459       31890       9609        -           -           3.909251743157456551     -                           -           
D22          69332       70484       98515       85883       91663       13201       90459       35953       3128        -           -           22.53324808184143222     -                           -           
D0           44478       7806        36672       80367       72844       55889       90459       61064       8589        -           -           0.908836884387006636     -                           -           
D5           81517       56202       25315       99383       34089       97980       90459       45375       10053       -           -           5.590569979110713219     -                           -           
D16          40771       71922       68516       77310       64387       93817       37210       8829        4232        -           -           16.99480151228733459     -                           -           
D2           59688       18953       40735       70040       90289       28900       37210       17013       7928        -           -           2.390640766902119071     -                           -           
D12          11984       66354       45297       18761       11311       23687       10587       90130       5207        -           -           12.74323026694833877     -                           -           
D10          27450       28996       98121       30204       36359       27802       353         50277       2664        -           -           10.88438438438438438     -                           -           
D69          59128       76393       82402       88139       93961       41364       353         77977       1106        -           -           69.07142857142857142     -                           -           
D4           80141       38594       41547       94364       21968       46299       98658       67992       9026        -           -           4.275869709727454021     -                           -           
D2           53985       57214       96438       86573       97024       44050       98658       30561       21397       -           -           2.673926251343646305     -                           -           
D5           32555       41362       90860       40778       47540       53390       35173       68795       7886        -           -           5.244991123510017753     -                           -           
D2           78447       12079       66368       93129       25597       40685       35173       45584       5037        -           -           2.398054397458804844     -                           -           
D682         55482       76490       78659       55595       6808        47309       35173       37401       112         -           -           682.9464285714285714     -                           -           
D3386        67258       57569       9689        67277       93058       50419       35173       27664       17          -           -           3386.411764705882352     -                           -           
D3           55501       59893       95275       91162       35127       73237       35173       46202       19840       -           -           3.018800403225806451     -                           -           
D2           58286       50421       7865        94438       61967       68506       80230       45901       22134       -           -           2.277988614800759013     -                           HYP-005     
D23          11101       86953       23815       18543       33789       47697       80230       48404       3659        -           -           23.76414320852691992     -                           -           
D12          55496       55087       409         62773       76991       44385       80230       85903       4557        -           -           12.08843537414965986     -                           -           
D1           57966       17019       40947       72578       61658       91337       57704       44215       14130       -           -           1.204458598726114649     -                           -           
D3           77618       51756       25862       98832       41637       94025       57704       47605       13976       -           -           3.703205495134516313     -                           -           
D12          37472       45115       92024       71209       97414       63980       57704       14888       3735        -           -           12.07898259705488621     -                           -           
D26          21004       57332       63339       30430       63966       76467       4460        15900       2152        -           -           26.64126394052044609     -                           -           
D3           58317       65996       91988       78188       16034       31408       4460        73017       18575       -           -           3.552947510094212651     -                           -           
D62          21804       63547       57924       32195       56581       97013       4460        39987       1022        -           -           62.17906066536203522     -                           -           
D13          72802       87662       84807       94961       5921        58914       4460        77816       6325        -           -           13.85960474308300395     -                           -           
D16          19601       81159       38109       34178       83808       26613       69997       7197        5024        -           -           16.15425955414012738     -                           -           
D2           41196       17555       23641       74157       50296       76446       69997       83004       8235        -           -           2.131754705525197328     -                           -           
D2           48077       65826       81918       72603       53166       80204       49518       7706        23551       -           -           2.795040550295104241     -                           -           
D6           55025       7684        47341       81930       80750       31734       49518       39741       1215        -           -           6.324279835390946502     -                           HYP-005     
D0           45582       10505       35077       77455       12558       16284       49518       53628       13709       -           -           0.766284922313808447     -                           -           
D9           42611       84336       57942       76693       67561       70779       49518       64685       8529        -           -           9.888146324305311290     -                           -           
D17          23115       28258       94524       26186       37062       48417       39276       47734       1618        -           -           17.46477132262051915     -                           -           
D95          19746       74302       45111       21101       57901       95741       39276       9386        776         -           -           95.75                    -                           -           
D363         84006       74150       9856        97973       79616       59340       39276       51915       204         -           -           363.4803921568627451     -                           -           
D9           71934       47805       24129       88694       62163       41460       39276       43324       4894        -           -           9.768083367388639150     -                           -           
D16          39188       57131       81724       57062       93360       89007       12656       63549       3440        -           -           16.60784883720930232     -                           -           
D5           53181       90064       62784       71403       42740       50677       98674       31362       16737       -           -           5.381131624544422536     -                           -           
D38          63581       69866       93382       79021       43007       75361       92534       34402       1821        -           -           38.36683141131246567     -                           HYP-005     
D12          74446       54505       19941       97758       71638       17790       92534       16611       4510        -           -           12.08536585365853658     -                           -           
D4           51378       23187       28191       74617       37632       95932       92534       53052       4900        -           -           4.732040816326530612     -                           -           
D20          28723       87230       41160       36863       37141       98871       67960       69389       4303        -           -           20.27190332326283987     -                           -           
