Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

Using legacy P2PKH preimage for signing.

------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered                 hypothesis  
D1           41322       17820       23502       56005       91492       47114       36921       43705       11956       -           -           1.490465038474406155     -                           -           
D3           92905       4466        88439       94405       11887       2037        36921       23955       1405        -           -           3.178647686832740213     -                           -           
D13          55885       20082       35803       57826       35625       29089       43066       29737       1537        -           -           13.06571242680546519     -                           -           
D4           45622       28026       17596       85596       56938       87930       73788       39116       5648        -           -           4.962110481586402266     -                           -           
D35          36909       6499        30410       46090       24965       87712       18494       72432       185         -           -           35.12972972972972973     -                           -           
D20          47517       32609       14908       55172       61378       8828        18494       52981       1587        -           -           20.54757403906742281     -                           -           
D17          83380       47828       35552       99496       22675       70824       24639       59521       2800        -           -           17.08142857142857142     -                           -           
D10          47172       34688       12484       50546       12534       17307       24639       43785       3310        -           -           10.47975830815709969     -                           -           
D5           64295       63631       664         90631       70134       20745       24639       97424       11623       -           -           5.474576271186440678     -                           -           
D4           51853       64153       87367       70446       43224       13131       24639       62547       14667       -           -           4.373968773436967341     -                           HYP-005     
D8           60183       1646        58537       68754       47601       67024       73790       85291       186         -           -           8.849462365591397849     -                           -           
D0           49862       14404       35458       66660       6773        42081       73790       42088       16266       -           -           0.885528095413746465     -                           -           
D26          63003       32836       30167       93884       77810       58997       32836       40915       1241        -           -           26.45930701047542304     -                           -           
D3           50313       63264       86716       67098       68483       50771       32836       29760       16743       -           -           3.778534312847160007     -                           -           
D9           22666       20497       2169        27791       28305       99006       32836       32216       2166        -           -           9.463065558633425669     -                           -           
D291         2063        77865       23865       3859        80480       19100       32836       14125       267         -           -           291.6292134831460674     -                           -           
D7           49949       64444       85172       60364       75294       90934       32836       22893       8289        -           -           7.774641090602002654     -                           -           
D9           49209       44144       5065        60344       9913        36553       32836       74717       4669        -           -           9.454701220818162347     -                           -           
D26          43301       14275       29026       48645       81037       60905       32836       13775       549         -           -           26.00182149362477231     -                           -           
D0           49990       3197        46793       55111       32727       45698       4164        28901       3901        -           -           0.819533452960779287     -                           -           
D1           72399       13331       59068       81556       64653       9300        4164        1921        8300        -           -           1.606144578313253012     -                           -           
D5           46395       19871       26524       57072       1962        95429       4164        58581       3687        -           -           5.389476539191754814     -                           HYP-005     
D165         39778       25548       14230       42826       64968       49782       10310       58523       154         -           -           165.8961038961038961     -                           -           
D0           48486       3476        45010       62183       51761       34599       10310       93438       7395        -           -           0.470047329276538201     -                           -           
D12          86508       32499       54009       98505       44794       7387        10310       71043       2529        -           -           12.85053380782918149     -                           -           
D36          77602       74649       2953        79761       89511       8108        73807       43516       2037        -           -           36.64653902798232695     -                           -           
D1082        47956       41120       6836        48203       18692       90877       28753       12074       38          -           -           1082.105263157894736     -                           -           
D21          35839       79165       56341       67914       15492       23049       28753       6831        3764        -           -           21.03214665249734325     -                           -           
D25          34714       69864       64517       66663       88313       29199       28753       68358       2765        -           -           25.26726943942133815     -                           -           
D6           65667       37363       28304       95730       65820       31119       28753       76153       5541        -           -           6.743006677495036996     -                           -           
D9           25435       35106       89996       47234       6419        26667       94290       32379       3636        -           -           9.655115511551155115     -                           -           
D9           32330       75435       56562       56929       57940       67007       94290       51770       7731        -           -           9.757469926270857586     -                           -           
D9           42527       5804        36723       43973       82390       57414       94290       68648       593         -           -           9.787521079258010118     -                           -           
D5           37200       30308       6892        69175       50165       359         94290       52255       5225        -           -           5.800574162679425837     -                           -           
D17          83862       20474       63388       97639       43322       4707        61522       65416       1200        -           -           17.06166666666666666     -                           -           
D16          40935       69648       70954       77523       89845       49095       61522       19354       4347        -           -           16.02208419599723947     -                           -           
D0           35906       14368       21538       55467       32109       92545       61522       44509       16345       -           -           0.879045579687977974     -                           -           
D16          40685       5371        35314       81035       24934       66809       61522       24867       335         -           -           16.03283582089552238     -                           -           
D19          92299       48302       43997       98713       62735       94070       88147       56676       2503        -           -           19.29764282860567319     -                           -           
D157         68302       82561       85408       72289       87197       47366       59476       27192       523         -           -           157.8604206500956022     -                           -           
D2           61574       79732       81509       93988       2642        13239       59476       23570       29160       -           -           2.734293552812071330     -                           -           
D568         59031       80193       78505       88476       33559       60063       59476       81452       141         -           -           568.7446808510638297     -                           -           
D2           13821       10532       3289        23947       23656       84193       71771       36554       3695        -           -           2.850338294993234100     -                           -           
D17          56534       39545       16989       61057       69878       61821       71771       29960       2258        -           -           17.51328609388839681     -                           -           
D7           47631       98270       49028       64956       62805       94355       26718       13181       12981       -           -           7.570295046606578846     -                           -           
D2           70931       20219       50712       91314       41840       87611       51295       98960       9782        -           -           2.066959721938253935     -                           -           
D324         47461       73657       73471       49947       86875       5489        51295       7061        227         -           -           324.4801762114537444     -                           -           
D9           24311       75873       48105       40268       99122       8887        49248       72828       8354        -           -           9.082236054584630117     -                           -           
D61          36703       63202       73168       54537       81947       47305       49248       2280        1035        -           -           61.06473429951690821     -                           -           
D3           45891       36211       9680        82162       74901       57899       49248       71974       9620        -           -           3.764137214137214137     -                           -           
D6           62127       85715       76079       86584       26809       63475       49248       12186       13213       -           -           6.487171724816468629     -                           -           
D226         58277       50087       8190        63115       88374       97102       63583       70044       221         -           -           226.6380090497737556     -                           -           
D5           15063       5958        9105        29089       81712       55158       63583       32023       1037        -           -           5.745419479267116682     -                           -           
D88          58379       96875       61171       77474       47020       9112        26724       81938       1094        -           -           88.55118829981718464     -                           -           
D5           54475       18447       36028       79996       54831       59537       26724       9756        3433        -           -           5.373434314011069035     -                           HYP-005     
D15          58239       93005       64901       71249       62398       74864       26724       35977       6199        -           -           15.00322632682690756     -                           -           
D3           53507       82354       70820       83148       4897        15831       43109       60220       23866       -           -           3.450682979971507584     -                           -           
D5           40473       98682       41458       62890       99017       25970       43109       45235       18056       -           -           5.465330084182543198     -                           -           
D5           35010       41847       92830       48999       11846       88540       34916       30082       7032        -           -           5.950938566552901023     -                           -           
D17          43571       21788       21783       85919       68100       69875       34916       26104       1223        -           -           17.81520850367947669     -                           -           
D3           50043       62651       87059       82739       59248       28476       34916       82804       17347       -           -           3.611633135412463250     -                           -           
D4           52944       31266       21678       64392       39848       70795       96359       57713       7152        -           -           4.371644295302013422     -                           HYP-005     
D0           51555       862         50693       55164       28670       23217       96359       54836       1029        -           -           0.837706511175898931     -                           -           
D3           52518       8905        43613       62437       60165       50715       96359       57781       2923        -           -           3.046527540198426274     -                           -           
D5           65692       62486       3206        92898       36494       37123       96359       13941       11280       -           -           5.539539007092198581     -                           -           
D10          66299       39385       26914       78842       80566       96026       55397       59268       3584        -           -           10.98911830357142857     -                           -           
D2           38886       32171       6715        64445       49166       8489        55397       11225       13327       -           -           2.413971636527350491     -                           HYP-005     
D59          75939       13276       62663       94868       62728       83659       55397       52592       223         -           -           59.53363228699551569     -                           -           
D15          50726       52263       98130       62583       45874       51586       67689       46806       3298        -           -           15.84687689508793208     -                           -           
D18          46186       32805       13381       60993       40243       96491       67689       39191       1765        -           -           18.58640226628895184     -                           -           
D4           79431       55657       23774       93050       90255       10050       67689       22560       11336       -           -           4.909756527875793930     -                           -           
D38          62990       94388       68269       73084       98843       92321       67689       60363       2426        -           -           38.90684253915910964     -                           -           
D0           31313       7005        24308       53620       68847       32272       84068       2506        9006        -           -           0.777814790139906728     -                           -           
D34          39116       81633       57150       75833       7801        41379       84068       11739       2399        -           -           34.02792830345977490     -                           -           
D4           31731       58827       72571       51043       18401       41319       84068       41444       12419       -           -           4.736854819228601336     -                           -           
D10          29792       51535       77924       38131       53895       9408        63595       33325       4775        -           -           10.79267015706806282     -                           -           
D12          44765       79848       64584       82897       3085        25194       63595       15404       6633        -           -           12.03799185888738127     -                           -           
D5           45988       52182       93473       64227       53780       2668        63595       35016       9510        -           -           5.487066246056782334     -                           -           
D11          48493       22687       25806       53142       69944       71941       63595       87189       2003        -           -           11.32651023464802795     -                           HYP-005     
D15          74588       90051       84204       83185       50896       71135       63595       3321        5812        -           -           15.49397797660013764     -                           -           
D0           50596       22977       27619       76321       79445       29090       73840       84254       24871       -           -           0.923847050782035302     -                           -           
D168         74959       87000       87626       76918       65701       91701       28784       84629       517         -           -           168.2785299806576402     -                           HYP-005     
D96          69242       22184       47058       69728       55283       49796       4210        90307       230         -           -           96.45217391304347826     -                           -           
D4           52108       97755       54020       80036       99355       90466       4210        94562       24180       -           -           4.042803970223325062     -                           -           
D115         48187       65431       82423       95806       85945       71798       4210        98580       568         -           -           115.1954225352112676     -                           -           
D0           67554       18058       49496       90704       31530       78137       116         15066       21254       -           -           0.849628305260186317     -                           -           
D6           38379       86072       51974       63730       70793       79244       116         91145       13028       -           -           6.606693276020878108     -                           -           
D35          42985       46149       96503       46775       30450       39361       24693       38798       1295        -           -           35.63629343629343629     -                           -           
D2           35096       30833       4263        58401       16261       64918       24693       14001       11791       -           -           2.614960563141379017     -                           -           
D11          33311       69318       63660       42444       75113       12687       24693       50265       5912        -           -           11.72496617050067659     -                           -           
D10          59900       31790       28110       69371       20659       70835       75895       58888       3074        -           -           10.34157449577098243     -                           HYP-005     
D56          36666       65648       70685       54421       80708       96552       75895       722         1156        -           -           56.78892733564013840     -                           -           
D3           16799       10820       5979        30197       7817        54625       75895       46182       3401        -           -           3.181417230226403998     -                           -           
D2           76808       20417       56391       86740       31059       22074       75895       23840       7284        -           -           2.802992861065348709     -                           -           
D13          11450       64822       46295       17916       9276        21792       14456       94667       4984        -           -           13.00601926163723916     -                           -           
D91          72019       77077       94609       79137       96192       82034       36985       27397       839         -           -           91.86769964243146603     -                           -           
D3           34631       10758       23873       42493       9314        43439       36985       91985       3183        -           -           3.379830348727615457     -                           HYP-005     
D8           81830       36818       45012       87375       90105       6422        96375       65058       4200        -           -           8.766190476190476190     -                           -           
D3           66544       83283       82928       88972       67917       19353       96375       82710       21688       -           -           3.840049797122832903     -                           -           
D0           59915       19422       40493       98818       79817       29388       96375       28197       21012       -           -           0.924328954882924043     -                           -           
D11          77860       96465       81062       91760       7490        23432       96375       80984       8360        -           -           11.53887559808612440     -                           -           
D2           57157       14706       42451       83169       64648       25305       63608       76434       5133        -           -           2.864991233196960841     -                           -           
D2           66894       18586       48308       86827       49200       70739       63608       90434       7095        -           -           2.619591261451726568     -                           -           
D26          32187       65276       66578       38131       51977       87363       63608       77216       2467        -           -           26.45966761248479935     -                           -           
D6           40024       28770       11254       75856       51123       12580       63608       23828       4192        -           -           6.863072519083969465     -                           -           
D14          84526       70434       14092       89514       61613       81881       63608       15807       4718        -           -           14.92878338278931750     -                           -           
D0           53895       18917       34978       84293       2468        13805       30847       9094        23497       -           -           0.805081499765927565     -                           -           
D1           62953       38411       24542       97885       70251       31002       30847       7944        28021       -           -           1.370793333571250133     -                           HYP-005     
D5           23841       38512       84996       40154       67892       78531       30847       92486       7528        -           -           5.115834218916046758     -                           -           
D49          66306       51999       14307       69413       65156       36941       10368       50515       1059        -           -           49.10198300283286119     -                           -           
D6           27817       67627       59857       44826       92572       95910       10368       26765       10808       -           -           6.257124352331606217     -                           -           
D7           90003       56345       33658       98296       12490       50775       10368       12812       7073        -           -           7.966209529195532306     -                           -           
D1           68266       21667       46599       82614       88897       67566       92289       64416       10874       -           -           1.992551039176016185     -                           -           
D25          13172       79764       33075       23164       27947       6520        92289       83618       3180        -           -           25.08301886792452830     -                           -           
D6           56865       24946       31919       62139       40994       45167       75906       45470       4125        -           -           6.047515151515151515     -                           -           
D42          78488       90915       87240       85430       16468       67511       75906       73158       2126        -           -           42.76340545625587958     -                           -           
D22          54540       49824       4716        67615       46573       26604       75906       47304       2240        -           -           22.24285714285714285     -                           -           
D26          36480       76948       59199       53263       44361       88484       75906       97085       2914        -           -           26.40631434454358270     -                           HYP-005     
D8           77144       10530       66614       87980       40034       43445       10367       67064       1292        -           -           8.150154798761609907     -                           -           
D20          60961       43049       17912       90416       92949       8710        22666       55257       2051        -           -           20.98927352510970258     -                           -           
D4           58220       27633       30587       83914       23191       94565       22666       63310       6832        -           -           4.044642857142857142     -                           -           
D86          49834       63238       86263       53611       77535       65426       98444       70798       733         -           -           86.27285129604365620     -                           HYP-005     
D789         29290       75773       53184       30617       33629       16986       69772       34743       96          -           -           789.3020833333333333     -                           -           
D1           47484       14930       32554       80797       72621       52528       69772       44110       14171       -           -           1.053560087502646249     -                           -           
D30          21284       32941       88010       22473       21173       24959       98446       77808       1071        -           -           30.75723622782446311     -                           -           
D1           48233       22121       26112       84164       42424       67070       98446       34143       12302       -           -           1.798162900341407901     -                           -           
D7           48161       64482       83346       87198       71430       35590       73871       45075       9124        -           -           7.067295046032441911     -                           -           
D7           93220       28010       65210       97923       27857       65091       73871       38695       3863        -           -           7.250841315040124255     -                           -           
D5           66797       72209       94255       80160       12874       7237        73871       91118       13345       -           -           5.410940427126264518     -                           -           
D3           37635       25038       12597       47962       97821       82          14487       8409        6654        -           -           3.762849413886384129     -                           -           
D13          51362       46953       4409        75291       53644       71203       14487       43248       3504        -           -           13.39982876712328767     -                           HYP-005     
D46          55660       44560       11100       83008       81955       53025       14487       82198       964         -           -           46.22406639004149377     -                           -           
D5           82278       79001       3277        99205       13654       90893       14487       31649       14570       -           -           5.422168840082361015     -                           HYP-005     
D14          46451       65617       80501       67482       42181       75251       30883       84303       4389        -           -           14.95033037138300296     -                           -           
D207         38271       32334       5937        41736       81650       87207       30883       73909       156         -           -           207.2692307692307692     -                           -           
D0           33059       5362        27697       56796       17096       46199       30883       9433        9322        -           -           0.575198455267110062     -                           -           
D2           61620       63774       97513       94257       60561       95625       63651       44258       28983       -           -           2.200393334023393023     -                           -           
D23          21412       84662       36417       39291       37952       56996       63651       11636       3533        -           -           23.96320407585621285     -                           -           
D42          21872       41370       80169       32317       68413       84611       63651       12933       982         -           -           42.12830957230142566     -                           -           
D15          61248       61055       193         80355       5397        37854       169         9171        3927        -           -           15.54749172396231219     -                           -           
D5           55047       96402       58312       92313       11862       76157       169         37566       17781       -           -           5.421629829593386198     -                           HYP-005     
D112         25238       50768       74137       26156       11268       73700       169         77311       452         -           -           112.3185840707964601     -                           HYP-005     
D7           64505       29329       35176       94895       87773       62529       30893       54775       3725        -           -           7.873557046979865771     -                           -           
D3           47625       86528       60764       73073       91467       75580       30893       24104       22177       -           -           3.901699959417414438     -                           -           
D32          84261       29079       55182       86345       38223       44124       69805       74487       901         -           -           32.27413984461709212     -                           -           
D2           63422       83445       79644       97791       34657       47146       26799       4759        29053       -           -           2.872164664578528895     -                           -           
D21          25855       33583       91939       50148       51471       99302       26799       55621       1562        -           -           21.5                     -                           -           
D10          61388       59408       1980        89298       92163       26844       14509       64595       5568        -           -           10.66954022988505747     -                           -           
D5           40927       65229       75365       55484       82255       31708       14509       65817       11813       -           -           5.521798019131465334     -                           -           
D5           62956       12779       50177       73069       2115        23031       4275        43737       2278        -           -           5.609745390693590869     -                           -           
D21          50645       35776       14869       99595       29244       94882       4275        52050       1695        -           -           21.10678466076696165     -                           -           
