Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

Using legacy P2PKH preimage for signing.

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k^{-1}                                                                          a                                                                               m1                                                                              m2                                                                              f                                                                                    x_recovered                                                                     
D41                                                                              63369712493871219702469827527810806973389518963587363587633436748947224572396   35448869867567040801734223712268651167852895064610923824008003882293365307765   27920842626304178900735603815542155805536623898976439763625432866653859264631   84209394089900013344701517090033037016121039475657191648312528400270802955022   115351273938558668613242201473614702418182076331240810915478748835256525485788  58828904454054743230489935175122105274326244529517100560995746363214971976269   43804072536976537843056334609180441156546037608672024354813309897677018436358   64589259366055653642203352661793569057295288034916651823664394193541451970276   850667705784838775774758841144116845194957427377879405596161794976489424518     -                                                                               -                                                                               41.67181806303717869344956752079642145733180695341136402965778057687686537305937     -                                                                               
D1                                                                               59085048790830451391160617085093740504376668504795421899381063974050004161386   4423030896427681941796545169812005574734066019753657199713990740563261537772    54662017894402769449364071915281734929642602485041764699667073233486742623614   73009266835745152886589519864631817639785142775591280904792922325315387734974   9863869046044242325092648837815449536569358306995038330998397089844641969105    3680123186058425046714307840072200747609518802729546710094687706745115601461    43804072536976537843056334609180441156546037608672024354813309897677018436358   54724962492767810515600976395679144041416819416966627658356430276411107431164   3388176611171645409445005966941431962742771421611985877733630568988469867034    -                                                                               -                                                                               1.305431033861655654256313451695998020768495332917031672967396834034912380797720     -                                                                               
D1                                                                               55154723921502657822476588250863365092830794176095185895609038470180676240698   16013303784521579668217901114484573338881347282345167235189626619344785268748   39141420136981078154258687136378791753949446893750018660419411850835890971950   101817618965372930400771404616336682557386848215349303188569673729264313670903  14533124816229491399964322473039802048864202393724611937500226412738191201117   58950158137740580186177613165320916560488492686419909905180404860931331387513   40299341136765269121950954157779389620994331394001049372170369837866775142854   46168863687481775085594353304080641407512311868621658842497928352459254105746   8491828877632385244181771885390047628274740136841068602648403211097038810493    -                                                                               -                                                                               1.885730861428552936318467292550911377515495986033524088413725437377251390853362     -                                                                               
D45                                                                              87373518147983323415582253053336304996959089026907315326441041210252028828715   65468409637602681389741799918730410931806475079983687545883562701202567315616   21905108510380642025840453134605894065152613946923627780557478509049461513099   91465045242291072977243362116159060754673370362524125921629819287859950706191   99096747156887847084656141655006825627604954348033907020396243392757725703926   18177071709029325154720877521793075081639529120318968867653957892724299366849   40299341136765269121950954157779389620994331394001049372170369837866775142854   65494902093753946380077401851316353715839274905156483265886145278449643298731   1451449167520582620698962734058434084959180978954292827476701580485669401719    -                                                                               -                                                                               45.10554768475850947107139306384222245957246203275490255629120023800267694518342     -                                                                               
D44                                                                              104410414134355464438585683449416723923891552783210193488706431896827552388482  67001880848283147118590002717806511731678393832046139003810454376615988435799   37408533286072317319995680731610212192213158951164054484895977520211563952683   108884812303254568541136806653373062375439254121382231334364274809760782776060  7251567900267054045602048344637711248133150918690340124393936176844612513615    42162653495450927206183791300821053518205719582537686134572500275701273309830   40299341136765269121950954157779389620994331394001049372170369837866775142854   71968848943547730490951089652725306071483266812052112335032391244941496549335   1499256249676070079909849758420939538294422005253323038576044899363253474188    -                                                                               -                                                                               44.69007940621198075343472378452020227299347564565798124115350504027358075865029     -                                                                               
D67                                                                              48931613086451914426522072020088691727232908436445770767016581530006014120870   53922171158440671220431842957664218532493392595117974203736289330125333411493   110801531165327438629661214071112381047577080120402700945885455341398842203714  72999117010851533318983462781849696588201154680757186884097757386577232607123   102149900016637231799497786511377336750361758958704487111949185043670886009114  60417356896069546574110269488266416341165957354558427111075292731637062712655   40299341136765269121950954157779389620994331394001049372170369837866775142854   101132677783404798468663613615901991646087150010756823476481807456413212626144  796605237652676641599290496566682005296415947822938532854229816863577148364     -                                                                               -                                                                               67.68995307805266157876749608238253102158855354878432632027065040463723091464194     -                                                                               
D8                                                                               68850428737579116216124618948858195435852231359373640017515668919492408679318   108281847232392779735676435437029061444546221547163023591135173101001218743480  76360670742502531904019168520517041844143574091285520808985658960009351430175   87293025998360230041366660298756240300899054966169934626215449953855386450808   94244519949791700186631891189946970696527365267199942205508210051056905725730   100077350760054856167456439245083362127243969714979538409125813041272041868175  40299341136765269121950954157779389620994331394001049372170369837866775142854   106031312072737585242706794368049143634106165781554823843191093103749652332585  13522636955235774740398494899164060840711760538984756191416325816403475364848   -                                                                               -                                                                               8.007450587547391946687344432125580292406206396867986873250047818717657591244702     -                                                                               
D52                                                                              93546861258874939552709989894740361909382423722955561901917817071893601617725   95071176564565794963803369088219584099628093905490901514499225988429353560412   114267773931625340012477605815208685662591894096539564770023754224982409551650  96326859004547903446387611581830026571249664024709795525793414621837731674639   61078874883414940467672330577714027485453346326722930576585627660632871484484   35929186430544540350504143260033644115140773501936254633223247424190987867109   62158889571048902967321742117742507845102833252141060379332004549377911590808   18752516256634213187621096291865038600683671847203768646705132615134571369879   1806935651667131061348474220781428067763493765065852314023097923737309739563    -                                                                               -                                                                               52.61458894612565724276633891474105672972274733394511789852053589775835836068972     -                                                                               
D3                                                                               74358882651067171234176570367362962343411656069544318264785514734214616667303   27372131115528542144146567965534326376335147978924984091648325125625998771155   46986751535538629090030002401828635967076508090619334173137189608588617896148   87769223410857621612377903824835780983076658751997043411648776648673347433933   106571101602078839229534196365041107682837944103372023624111342261827305844628  22580314838676883502530892020174198408217273596228107101966952073799703891647   62158889571048902967321742117742507845102833252141060379332004549377911590808   62492688072772254585849802284957200790971190729376062667117575889657744229154   7307178852114919343169903079998869145086642657280692530469205161920962834153    -                                                                               -                                                                               3.745923244728875989649507682114215815195430650993473310564649354908878457724785     -                                                                               
D1                                                                               64656616059733478966812312210291594963071881395970203926667860379479820760679   27857537989150236933850169020833976318870090445284308482108652338229651230340   36799078070583242032962143189457618644201790950685895444559208041250169530339   105966154732927845817407558396852253532060198211273035008377032362323397367585  106758069374671969180915319727587419724012588786725330151361730353536215209280  47367586261032628832346196541120119590382289471536732203720142066282233954889   38630563624251788611996931315998826241742308230884741751836591621761849284822   97891574736251826640262754032032548580824121422865561930475115432598532830724   23347077386539112116217066023730936394083564580667372844958688396636244153773   -                                                                               -                                                                               1.193191658550446921183494411000989464758003447496062569858688865113006761092243     -                                                                               
D29                                                                              57035124954829243005155371191703429028468305175286596839056773854696977185043   74914735954507368014448917998278641505120895540602938405972818199795618094147   97912478237638070414277438202112695376184973913758562815689118796419520585233   67938512756645432852164726300731902960422899988037593854682006904964765533669   19509722678570038804719979303918010534861604514513333607468205033099792398337   109693450633906614777853000931728761556056015070917115992841824477054657883378  38630563624251788611996931315998826241742308230884741751836591621761849284822   20297800549639715836703901275346689159170336367978488691562610064392608866118   2518185945748293770108595646561059368695331111531611760930608603358035441913    -                                                                               -                                                                               29.74948537100425022322552686394049695359693973670074435891249836941396361615443     -                                                                               
D1609                                                                            30259196726821292363993601484132551255723722264960116749655638938007142913804   101166342510002740889832247355021527047990090880263543846426235300194574200447  44884943454134746897732339137798932060571195663771477285834566779330730207694   31697117994385018977699869496351789756421840559019512132489917889904855641498   11648719251971911994095853931166015199826331837632936822927301140914974357169   81864119683570708377189345392580553668475676683719227204643416070868322596474   38630563624251788611996931315998826241742308230884741751836591621761849284822   48984695259779220706686373525516860425738281576113350180048216585932156291221   62850107983033476161973227528542741063238089712813710135780948155175632230      -                                                                               -                                                                               1609.644688873292244372183859209786791419314840684128309132649005994082257409376     -                                                                               
D240                                                                             18812194922462885851240537319766844287190940228966974399788354791917228486118   45044533156438022769312337236270630807281727081758812510556942505672941413464   89559751003341058505499185092184121332746777426283066271836575427762448566991   37436935463903249317069367987921838041790507516296904690229636567133696712698   37311661355319610099111539309962860179031303241389326742145952481673164066504   114123719674090730649426876686261423463178510208621129353147599805315321196101  21009367808194223316982633626815005435245334908285264973026808023181547323563   73839917814738610139110773860150240673911399919821818387360313594895659633550   187454381022522385411706651611850532591372941637044109347073016700760259538     -                                                                               -                                                                               240.2959744697883813098086056421429916221640058757666846648454109562154690694675     -                                                                               
D2                                                                               90083405708525285348843510096874912902608906962848338539357054802595538289657   35476233844344641171371735431997310968290353064364624893218687568536724692122   54607171864180644177471774664877601934318553898483713646138367234058813597535   105239965114824498182266204041509310010612096706090142087334250443557173223361  56380264765316552106299868837771098927707862425054477224756788540532809598415   95839622289681470708533096038485142894165924769655181056480774033441175464371   21009367808194223316982633626815005435245334908285264973026808023181547323563   36711277243376574957527674864700375370661761361596341733888584607257219434710   14300608677029221181730040373702927362592958246639320799471076597787363621137   -                                                                               -                                                                               2.480749920898779567877995219423260200153084148325243237194010616509942320255155     -                                                                               
D1                                                                               80714545054870605973275538581475521020971800885315046906273821180340431029230   13931464988139824896414136837075787463081563097723280077041822430765151450529   66783080066730781076861401744399733557890237787591766829231998749575279578701   104924793979461336598530265346548266556559321147021509019902563312551173843019  41137555643810217649840618021971138081752942702504017232470787756466207979665   10721149186673006385212668756293881306977535855649091835465726452210346792090   21009367808194223316982633626815005435245334908285264973026808023181547323563   110644865422701301228204223340987382324700901734635934119232877162761451820390  8083798281098414097511358286257284414209240100195660565387594783708202587863    -                                                                               -                                                                               1.723381077025939695519534493719334303477986973285519886049422521231856808180639     -                                                                               
D187                                                                             3248273337894335949075239088303114158781779810255978349811565649397716535460    19042663085246306484102935517231259951002180517673162677367891151847486577136   99997699489964224888543288579759762060617163571657720055048837639068391452661   6394718531364267697716927310400792434811653206678734140622931397264045702904    39141259456541601044501018386763579898480346561326601268139706744450578784279   94254713340719231425378203325734758613415397121803419744708136041470404492951   101235987485173333065493541417389368302268697333815524370663218242255844939957  48562517585432412704216059534212312280105926069360499042038308335390726762538   101828144424404200433550866205435882751906413833222559000199901531387368016     -                                                                               -                                                                               187.0078571389790468953536642386355584808821657756601176269827161610291036587293     -                                                                               
D3                                                                               70747400283549059769620481639989608359121544051586749280132593695386644431688   100256821802209624868315762749550239066830718750561067620103497429707400777814  86282667718655630324875703899127277145128389580100586042634259407197405148211   108320086290606926270173089290719325940225390291248127721528390152223280388650  105260018894249471263679918855265421669875377918838841080217357467150907304510  26628812829890648975163515762180269517666011757474587996480221245447167112742   101235987485173333065493541417389368302268697333815524370663218242255844939957  27417538084379562107959080838315238835170264425302160267548116567906165766047   33174714276491193269067873989259890778017697811925370838736797238550008474726   -                                                                               -                                                                               3.022085464448302663344719764678045107245149851465134961254765545593449908426628     -                                                                               
D288                                                                             50915655974726209784471945926564823568427523944033776354559957549366734952504   89747800594622543112148213290474240568969845520878199709176953558405633282650   76959944617419862095894717644778490852295242702230481027988167132479263164191   52015764665127002228425228108896903021494958291783521946965801970922567255314   18472268607445607783447649444983136072414634604263187399267173402002288892498   88037297748099284778572879869640712290365768599518110638328173516304329887409   101235987485173333065493541417389368302268697333815524370663218242255844939957  60066414515445329569558851155101578084569093418020079526279095406342828254246   310656216289757362620965539289168727325543947545479103891114157798449023244     -                                                                               -                                                                               288.8974882476273027470801958726322646153107116892910386822930789334838057302999     -                                                                               
D5834                                                                            87346312996693790612376054349037017446629869417248264857949769127940906293426   76453495067169496398515338351855090053415662861645872586249523292570627368978   10892817929524294213860715997181927393214206555602392271700245835370278924448   87363130483608891857853172783303104784399430250750601236399873367815002156677   94269803705069361050570318129811165005515225904736766376143793790777714501189   39623828665185584242602509183982729107729349934172905452232749978037477415080   3619781657522821676097294392187915516805358846465838435845793951390296115820    11353526754272411891786678770751851802849210918552394118077224556790335925875   13103446573022849700025205245472409300461039615451566558451461761088430983      -                                                                               -                                                                               5834.609592301512207613216306533580032001436359964906651944276794462445602164446     -                                                                               
D13                                                                              61239325640573352954836165516983571372462894308503029430686678957292424885698   80919671894072730678930027382771522789592531339801230811968278054332375550721   96111742983816817699477123142899956435707927247776703001323564044478210829314   72329070156103121364177624870830779040455920670647880498277084459914423027077   87775409781617209979968016208673927670485139436556206193442197725896059262551   5425763393032541895958280098384378617281761133197686138584284931274534258582    3619781657522821676097294392187915516805358846465838435845793951390296115820    112456167120762975803595355318010633143924668860211934502428325006928416891954  5790603062924510908128868747747533032497762497778774092734651444182434178803    -                                                                               -                                                                               13.97430820499112468950319167380746751864828994116426859300126571238218010797695     -                                                                               
D13                                                                              85319732912671525424674683970742250785654805261670684363443673447660068244096   108091851884554428804065315071959088159258043865640031115212839853883207682284  93019970265433292044180353907471070479234325675105557630835996735295022056149   93887414637825229280198747488290580773876855312608411020061194678934237337160   1181344206719299331863250666328552189766611259500977310265846186577081956182    24905764867343235511430276612501991416703620309850039719358999200308128370391   3619781657522821676097294392187915516805358846465838435845793951390296115820    66227941104770951900573846302333933481018984455114540440382346557307652833579   8210597386288190724958112312807280891656354803231144453885982366192546406520    -                                                                               -                                                                               13.16491928651492413719840681791418822335119877019415110458235708687345348079542     -                                                                               
D20                                                                              47448275906352146144737360858789037379595903974537233024934901034472509500695   65424424560119298116181588585562915882563092800798203232322586309140236021297   97815940583549043452126757281914029349870375452813934175217477866850434973735   91662302029369605221946375617035931473331394933940382898330621969945224480647   42707613750358518880197704680985863685506897060223377983757455106611639367081   83585743094039506665860398999523786998829943223255561368797681304253319305079   47188051058100513758067217400942388076764195965879370088227046479800235104456   86121033280762187985851537245153075411275223279524385103770037603838386337244   3234249783334687067528346100542143285860413015134083151539180098999794520743    -                                                                               -                                                                               20.22862454756452528645815502406237828453571535426841132792821954927337294043652     -                                                                               
D18                                                                              52955283578364892448954742107353930292930230486984100355644833122595614226516   59601977076262251623081075464653938463772289111896263034637186267793051443868   109145395739418836249444651651387899681995505654162741703612809996320724276985  102664567828664302604044438440178268246664657392063407769961780828385483448795  53961508754370994320320843369956612493556001679134373074747445258654368456912   98585672362050456751063107557400498453888663022621911335908456944909945795469   47188051058100513758067217400942388076764195965879370088227046479800235104456   44091484251998612478684167332290221389279664558490010344273970492298739017790   3245999328065482293865045774529592339195803581904792941327885416805745004237    -                                                                               -                                                                               18.36167264759824595346227811657230328386904396748820441444653618376819420032689     -                                                                               
D393                                                                             47312256423479479342480494794588334469874529016589803910982916827012454826487   87943817140976173350090787367089478230660455540381595374366633423364354527115   75160528519819501415960692436186764092051637755283112919221446545166261793709   47984951660990923255253798357694362401971223153006285848522745251304320249848   84902466334791492812824622523595496761966766068728019464342302201802448094629   74024311808020633186467999936421834969598218222309083354731869259737648144536   47188051058100513758067217400942388076764195965879370088227046479800235104456   66695973840341865685471669584876084522177898174601498885480080492493192053636   223589797678405448349245377166379223105939467436068283194927126581875191217     -                                                                               -                                                                               393.3266099532317128812450592250920792454477402881999205625202042076377921534765     -                                                                               
D3                                                                               79824644326677686688017966348517162049918963355339369526641536893953338501055   97205659821653763092610011592467479434597535918940093520996096467043615193294   98411073742340119018978939764737590468158991715474180388250603568427884802098   106843372857134287172745740555311417116171560064634496960918831116291783964526  3306584896818668518611951863477823525799220098965769807783571001230812529445    111471178432307904127370395516352187562037172625416886053942608725738663837669  31212180667412431848884315200537704041033441142633949821339085112199580963321   47693092156188719218770026044004589206774713154643498857843191335489654609702   25787187265764485718562417934928651917413769936749114658086948449276447574113   -                                                                               -                                                                               3.769533249975877458590180844400085327940242574744473484466625969964945907534791     -                                                                               
D12                                                                              81603078362406870440441309482295848880464935498429944858067873604437959141200   37881920394152455176787351828972198300236604473280329818846610983411440156084   43721157968254415263653957653323650580228331025149615039221262621026518985116   89459436206890618285727744194747137856361408713368044188378731500778429857917   2203561305293831005362405723066834594999061863541454624029501313298047114565    103686414221948272937394482628650651261688879036112525604888736487231020667193  31212180667412431848884315200537704041033441142633949821339085112199580963321   44004882444717650153090033594702395025698443153605116770764821346068585754979   3039499917569391987576962357782959121500203349048951554959294641033251974030    -                                                                               -                                                                               12.46320823211129709990380011613328707114582781994890885816184271320167645505745     -                                                                               
D1                                                                               62237693312615004752849006820242072942476296120294312256677353411200461052852   4621256265343580472411081430541042288589809334046118201714041164229367032219    57616437047271424280437925389701030653886486786248194054963312246971094020633   74073503568195733338729994605098433085543928986477727552098398564724670327037   5125127018534571490634948936967650815787267408290598268499913900863486164056    68684967172462446240513371315141135810962548494938238851864558901228844480745   31212180667412431848884315200537704041033441142633949821339085112199580963321   77571266814521952738974945950311073999937568490961163954029548932607963359323   3058642034711361823444067895960272227138131789377235779572127643579414681927    -                                                                               -                                                                               1.510884965582342019262329554255034304918279763451987258664849336342574780068677     -                                                                               
D13                                                                              81892580816043737823944432850563233868355903139147965640127757589364795188554   25797909840217061659016609869345157351501999826449012137145018110436105987617   56094670975826676164927822981218076516853903312698953502982739478928689200937   101887009979258378086513292759090592119088433657357699961922818368000720772548  52806902226169832770285874248147052167653700014602786970865932852296853638925   56126571223423877683704708458204405484839923369530586236712153214541775434694   58944738865080543874305785237566598680233906011487307727309867500383925888913   19299727620571316402465636267591158775145495086574827053788489378572127622308   1914864163185176773668993216453800865425781066309028352947514474821092852578    -                                                                               -                                                                               13.47244903121740495698849085780911324580032370933529626296196857822417355457010     -                                                                               
D77                                                                              45654179415592550142806515463147330952463265272203961805872635739404064690670   76081700888863759147035734399860055991255113246258575718800823850147310683280   85364567764044986419341766071975182814045716305020290469676975030774915501727   90321119103605327408419947639543165662624174980525502482155382072331747206826   106516954131928802892343815452830402717574748430797197615992427609303377932236  63022864681120953088182591955428404168764292989594896849929131597295124529580   58944738865080543874305785237566598680233906011487307727309867500383925888913   78290856364008810770759856851174953116928597295292448026763111859813385871972   987239727579772877193083286751496242302355563882421129589889406476382174514     -                                                                               -                                                                               77.06507220427477844403098758999178443300894850581051952594077355729941020474208     -                                                                               
D7                                                                               79365238400222329097941914396431848406130347888630862120344949927894551014304   57765456499723547119846389822374145257023525629137254102059994895136142355067   21599781900498781978095524574057703149106822259493608018284955032758408659237   93774422966004950011170276460238107910247167873644913923227622951435110486358   12891563782476923522106835203823714448565473808175678417223901435206108716565   52054694028218367465791706005317979467741878442219491272234648854099481789218   54020629239946114454115704950433024238927502547607791921389994027334664691537   35089214239112899471321622226538816408903201058201593894308903119929470393726   7319315571309224531800104077400550885546247963560603105931584810191753654034    -                                                                               -                                                                               7.892193735457548180514679851131933260942371367048672668021281829485867163813403     -                                                                               
D7                                                                               42841168889667738094394580744678927132044889024245566767405830536510918800996   59455057161874533162728913248758776726170598662827326895886024913316370911118   99178200965109400355236652504608058258711854640493144254124968764712709384215   77646489596912960956092025642975402065765220587261731095846195122530605791308   85258984813157451881694229467630023842086783684974564220113854584508703330829   15627839263621962604528598462761741486492315481559451272585363755801798050665   54020629239946114454115704950433024238927502547607791921389994027334664691537   101278528149197179482166455832796647797430373364246143914902862418764679805811  8035848182422515232697135846382452198324557461229402438965465950491231810684    -                                                                               -                                                                               7.398728275121668763739593860409428008589798701823949246963056603849015146802930     -                                                                               
D0                                                                               83390139279270135648333269762069731783874442233100249132245985373985874804572   10230835018860398801773030993891948995233024497226702608598481546404842845677   73159304260409736846560238768177782788641417735873546523647503827581031958895   114086029481793106455862381894568787011701150891334312393730447218269548505200  97227000238734386252199673021556325526643062050632307835921523349290130356502   18500206326355951292550732222409799465657023000766284490985043424778851173551   54020629239946114454115704950433024238927502547607791921389994027334664691537   4165528218290239799484830005229862006812098006477297298448295838156395018148    21998358874224194033275045497071621328221024916632122609277061685418527403316   -                                                                               -                                                                               0.465072648253230432729198902702964860694279568113861230841322704768045141292698     -                                                                               
D6                                                                               86603547646157743851440347296605328152558936350108412916668471928394946008867   61548883886296699334032470274645984763639395541740270214530375879635229532482   25054663759861044517407877021959343388919540808368142702138096048759716476385   112120402643625579134232773202065064187129911235985275759181072484970194702776  111535826016330474174485570278415364389062796257109390843813606686988372105992  6157696784872113476813258236504054728045440227858160258462618437152233341419    54020629239946114454115704950433024238927502547607791921389994027334664691537   37772636425350378143489796695614233134123289030094684663867160446136432447105   10052982653754238003063069580226120048846011692477824389130670258669199927140   -                                                                               -                                                                               6.122450023656567713599564840665497420927665874065009647442117334166624466878954     -                                                                               
D12                                                                              58198965466446490149033858907548342323594594578855759241586554001169397120758   26964833340552786179615966466321277882814837399294931099445774286515797929446   31234132125893703969417892441227064440779757179560828142140779714653599191312   63796882433079958219769489425771568019216820744282972369488452113032936990166   68538229729757069503300364232083246027183462619915180513692831241441756594775   97013807076227251532358798576192387459033984273786097428903973328198021011511   81129805609359205878512329883616090016152694498645324798258790115360125831158   34436617558973916933451351811501560328139076612614701935399217411958862783085   2219795800111809441677553725316085367372332924583627962567572882533998426678    -                                                                               -                                                                               12.14743866944634630094031369164167280444481588033805325152321607087141079930294     -                                                                               
D11                                                                              22916426371012798009039731325940083039517189594170176662250686305726437897290   70581142180102090802100354367651183718849252178329653151710166337119716778729   68127373428226902630510361966976807173505501694915427893145683110124882612898   39905350057203854832062621200200741254003389201223687931514557027444222054276   87155285538167654509386415402088123665342925671524306930492436516779356098228   79459017361495012152454766411190099775944342965051000908111574847823844849750   81129805609359205878512329883616090016152694498645324798258790115360125831158   45537872237631957069346575158052590610669600108963489676529358548285815644283   5927502684821741186016841451679424825030989987116665392986815584008653740304    -                                                                               -                                                                               11.90739944510454316307212443641936386220688159725519363579464487076983946073407     -                                                                               
D1                                                                               58480035512344675372895849195129679446911721706151268287444083571381833684614   37690511173695467589584423657953709307904391252548366612573589538371870879497   20789524338649207783311425537175970139007330453602901674870494033009962805117   78046717456680734494361469205368539937480982092658574701104228597808447431894   87492632452854961157723405643699199851934634863254274282337803722908179993716   52445497508670515213561114932975067371143967714960060507010647305944127390047   81129805609359205878512329883616090016152694498645324798258790115360125831158   39526730554626634396744440204053060049676717951637998849822391370822412488213   19346671623672557129964609174651958465773200933136655460123793518528606190054   -                                                                               -                                                                               1.948165136972574501445293861369955884409854775018308910346619500936975099401775     -                                                                               
D11                                                                              22498072755174458239368415440924036829671510145723199282669166283350098964877   97443197234700597725369773694205590521949106350825332912867545808705983272358   40846964757790055937569626755406354160559968073972770752406783616162277186856   36822460885222480309225453066344733824625746756819308941395092234657221225456   100844091471907243873674127644957819532877934263923658048929512162277868433314  44687851222326968424619303579345455410525667227051638455447842788715310182731   39022736201077066433354361087273236954394625718221233303283213670386952204928   77782084317904626642127768023308207350968403484454654873410004857014322608692   8173684625126436169511377815503339834717273534627089623943240332042976704298    -                                                                               -                                                                               11.92157536090319601757279105253837874432536785746493978594605867827809250310085     -                                                                               
D4                                                                               94121036427171212324125298328479263098065623373763249464885400459808839616771   46562935852224347536663817337025907015113048956900890274650617510027325817259   47558100574946864787461480991453356082952574416862359190234782949781513799512   115244405563769562886971409935652871774716164663472129107248188126553056524638  48249377108205498553249620744854360335008431189763908464536653622796089560254   31375435619291825166218814925215520067102856717226563008905102438690794259546   39022736201077066433354361087273236954394625718221233303283213670386952204928   5551268684991062780617198848771367950220199670241957688551655498073895164533    9627559880777810072740851899784828391463458214927730895434249792831971985303    -                                                                               -                                                                               4.836421318468343851956446928260267399246625603288151350037764533363299199587540     -                                                                               
D54357                                                                           79293836519376597133921934165458972562149466078525169940153241505085230245712   111544733900239458241717909199821516841191976886424639234524446992165324430458  83541191856453334315775009974325363573795053471175435088233957654438067309591   79297469590828950515458357601109695609752653156632189301652326828307737683708   6875496458315194319229420317724759235998142489506689238439869831799704061688    33125371848071943829178586626898847815283052873030005759403616649977319545305   39022736201077066433354361087273236954394625718221233303283213670386952204928   3884747664105830436039261537023279921391572219254057062162981983546698707000    2052071764045101480451088428458622591486392827605222616062173860395983012       -                                                                               -                                                                               54357.13109777376730969649205044297630797349933840969410978184171291159570798365     -                                                                               
D20                                                                              90240743450639582625102096383973535325579758571799157037813006534759571289179   25495082776622365847870710638486799044701466697633110871906167295892196880330   64745660674017216777231385745486736280878291874166046165906839238867374408849   96599427330600758523337332994834985910111610862207597374768098936902189557830   19949272726594155685978157203140279176364864420623153691122257223371480220540   101505364276811000655249246604631393389125287031185985675327474697871237241917  77740398447229331583428335077075053070316363861765573606239376251692740863967   104697095625114577932090752643569330935589586396055969576071163564927432171171  1219169131183120049808783831913227142133826506080992320441712904762915528065    -                                                                               -                                                                               20.91185064034645962260392802065012574543121075891956602324319390090695408001022     -                                                                               
