Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

Using legacy P2PKH preimage for signing.

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k^{-1}                                                                          a                                                                               m1                                                                              m2                                                                              f                                                                                    x_recovered                                                                     
D25                                                                              48346243765496530940829782109062057466856955941002573177098287115591142751752   80325072716440523030665758220421061735714834008732209515461558182321463926925   83813260286372203333735008897328903583979686211345268044241892074787840319164   93529936441508543480969853322937246304857317585933279782930511030538754877126   61712384404666937066221821539408402654357279926074286005226192179081840071119   59525576748310157294733697311279747022670331124085349402825846684415963208612   110816943690818713255879560321263266415172962104991120658871782919483162122691  18935662026895633285141409098794939056458769001290951753855808257368619209701   3162551089484518400689710895186868628856594296071866571266063200643530626378    -                                                                               -                                                                               25.39882216718059359540706541512758251090782508751373708767689199776824638642729     -                                                                               
D8                                                                               52412943564771717457148393503744998864166779361796758195864911121444648755760   94520692460398708472010954532075738176338189132515379716270536165118686130357   73684340341689204408708423980357168540666154508356282862199538097844124119740   93912367067499526380141307681052061095750317025162013328268428514397012780350   11741008844294658426511121797663728764067227158184558786585404306267842258344   42564180667986578105830835770309409549889509492120078295568854384855132973581   110816943690818713255879560321263266415172962104991120658871782919483162122691  30980215217537036026459556909578705361478929526349245887053972696073700984821   10913520062043908534155479326437936632583241698431503063461393728492284731170   -                                                                               -                                                                               8.660880442152837443265256516325651724344946395736869359937199053289853152499070     -                                                                               
D24                                                                              75138965781159877529659783126962554140888568733487622051338333715092741354478   81390887193598054208825434783567210677548552440404327172485127520811315371785   109540167824878018744405333352083251316177580572158199261458369335799587477030  93106843504796053347614988246332912947197562103038800186007061479510899430089   31282152274182775264356140684889507217368653084529725100479003261809203847383   49155903411050417344730313828482481329235051314376338196510455716185316416581   110816943690818713255879560321263266415172962104991120658871782919483162122691  36499160199658521457225413542804525820808479087508729587869818077039059329236   3267454886615174257838962649481118915652595255282909512663422657420109052034    -                                                                               -                                                                               24.90956723748758429542224168934257929376629950849438482470701555480454981087305     -                                                                               
D2                                                                               86477542908270657081354852036176522191573235840222235712234785955084200065342   19331505019823350666647214375557930492457783151356949958621733697797123317531   67146037888447306414707637660618591699115452688865285753613052257287076747811   97878832383550723272274270619632407638880826048173703500007006585705804068219   28498708083060974844153742544384465035549414236321350740736236739269742433448   28712260833145501686951898671497408163460358976145924078143569682741640279699   58557912059061273511628382855430730751763758126531381729141852203468718758623   48968815629946696591013246654489494147363415892388787812027068586923040331002   6668516581310193744918921951985324060420104384561961197829241540732972045203    -                                                                               -                                                                               2.898921339418069207339314592162708444957202922440482189746563567066009831039367     -                                                                               
D1                                                                               29846303963513244932970683986236771059277315407141332579434875804586823923459   5936609487204326158322073672509579614569379698760724852956418247644932919885    23909694476308918774648610313727191444707935708380607726478457556941891003574   42566913548739228241686912780503267393793435716253969483471185041818822355961   110235523114960153390504707681146400644088905456827901034633427847218611732853  22933497237648128005469817822571028648738979125640252667644394467445821894168   58557912059061273511628382855430730751763758126531381729141852203468718758623   6556476586292033602760241154851420414892437286906153029776765443482935588929    4405084793061278315538226397703778390245074788916058771362257330122827058455    -                                                                               -                                                                               1.347672012251715829233363980377502808462547390614137698886621607376799488746220     -                                                                               
D3                                                                               74373688137814095379563535005449476943070029963690397831517042234994223531481   18272254242698801925783079247930603821587334858711781912499067592749934170903   56101433895115293453780455757518873121482695104978615919017974642244289360578   85946623306053857890343123560409951033053892121398445947806640155631232926918   71270984983279459883937951720873433322944932159952578355299786127313077761565   81577842877047534841775775406847780044683273305837075871394442177224946646459   76407536940491882205540513715290455951760803844331016702800722539940667158212   99982395193185419921697598320146527353862531702500269486270225218956128063361   4936077128375520314886003675686632403166857017442109133779454711172167158859    -                                                                               -                                                                               3.701776485148290749001965189084128601889467417188257777853885756641396554507947     -                                                                               
D18                                                                              56128213535260734721525544207333282827237670914119530837591547964168842420838   53598978367837063400143916837004455076620260238178898557328340479649532393704   2529235167423671321381627370328827750617410675940632280263207484519310027134    65006245126572708852743093089276250295470668798998142104309730054410028139997   42955741365388234552832017649146715205127178655661408575146025683376463376406   21884033004062528088310916826831231768232869531217803663401567343403079110146   76407536940491882205540513715290455951760803844331016702800722539940667158212   110201114548322958545427206235285850293857079824796466570045690307785791795372  2860023987388889934220250915675478017839683604847863237282455422721728105884    -                                                                               -                                                                               18.74074434486516653282557342507992037705828632434806786171230508415516503914896     -                                                                               
D688                                                                             47631660343692464450695936797101453846777440869677076899758401788499846871855   76920053674064410665974151105435006808002341033316284972366218702411469481294   86503695906944249208292770700354354891612664115435696309997346227606538884898   48989371104903258575728871624936288748359520828914989413708721327911520607218   4622031383360581034617924483725031821976936171088063935525700291347784869655    111969448140515938924820223477656198403991657623565610364685118772282554103246  59868386065719677392400227826302448187368360487670282661049192820128728689769   53296668667078369289825554775975337846728219620169596643818606487809286098480   111783701314670074543217822882232291404642296350138911497217909091266134150     -                                                                               -                                                                               688.1151077430794532214045753576164586827467230528459214421295984203766925671171     -                                                                               
D10                                                                              66767081610931708949972484745591276179258228310943255176073490725697630602256   56075718696050722259596195115252236123382584946618274382549627826355211458445   10691362914880986690376289630339040055875643364324980793523862899342419143811   79030598330021702158751368597865539549056661565431133815772381765653064747482   71664254632874119731626824166916720802299075159816161250921734540407656366706   66752300622592178419913592535207682191034004869798687537588533624629259416402   21501620797792351422084644908240020314823137565650892697288081504843533024673   52668684016012351196430295039682178576187038198724405183710344907466111326052   5449498015481742906078065484219959330266062038503861977579035525920459876126    -                                                                               -                                                                               10.29007048662876773240177408697519964528048253704093110081690840146134955216305     -                                                                               
D212                                                                             35019467779433821362396481231733780312834129468082523613604710969230749700817   39228521068766354611823004017540644924423289162549163001393784767680917521625   111583035947983662174144462222881043241248404584608264994816089343067993673529  35620063053469172269683786759089964123171161788263788749707280251261319197517   71069972397961821720911064545169107412342750728983733051183141821819406398522   57346338354124204150830712061584286809061800025114356032248794579062527451131   21501620797792351422084644908240020314823137565650892697288081504843533024673   47088858777259121385774807573270113170816046822495004095262578973147834948037   184941885383468739732760645075119313286254897569145719655692611457718892217     -                                                                               -                                                                               212.1126914404909852833715831408589409355626645070315017306906456581281232677726     -                                                                               
D3                                                                               55282438160103120061341545145110585042643241235706334453011238314601821339715   13908940603584902508049829451796064265865674401932597184836977009267490072359   41373497556518217553291715693314520776777566833773737268174261305334331267356   106356109924169862775815453703155153600662318335890205970701106886690163556205  6617568625731391874264361870817576826042053606559960743284191830113229717773    18146919313299263123493939994088444459267486537006796261304204417687168406991   21501620797792351422084644908240020314823137565650892697288081504843533024673   64343697122070099451123342169228991716410760540238982316223294430868729103450   4208766396036377346867636587066016484624164135522462935321369742513479123225    -                                                                               -                                                                               3.304754717839341991212412548280799946423048188344041874559268567709766536102004     -                                                                               
D14                                                                              59306961796140867306205999501321840239494069390192571311669841125240681138279   84604117091456949155987424296039207581150516351623930581084515841911323421946   90494933942000113573789560213970540511181117317643545113190488424847519210670   72673165177056753340370915736921111667814692499351743548783373841828438141620   85421099490429990285155904805848180492898728715535462866168140308139686915708   23487935001812903804645991140613428046828414185861981770752337331899847070763   21501620797792351422084644908240020314823137565650892697288081504843533024673   1966980520970126558963779416347071578085911323820378526058909927873013637188    5842148272477323169546334558924754526211576953555882363215710258889653124915    -                                                                               -                                                                               14.48167919496866000498724980516929622856792054423728856479135788846556622977487     -                                                                               
D4                                                                               73074639893353860471587406170188288199145033740119410157775382750061019706925   69961006272344891135815137033971996854840041695353832892670891534954838571223   3113633621008969335772269136216291344304992044765577265104491215106181135702    87751735236323721264007540816519723867917749626716966554049617240386773150187   100815041440939645666367534249073363917965667120284349326451777657387669345595  10032990817648326149731203385655934970440032519758285035833080948126231614731   21501620797792351422084644908240020314823137565650892697288081504843533024673   2499688765342036944898543547050113424187691458046636354121206826594964842425    14366258521474417301906867584862545524054170193729184572678444788758005933877   -                                                                               -                                                                               4.869813958016171992083052741015067665978473330677913129782625249347705745093999     -                                                                               
D9                                                                               51112143618404760487242140041123294786965632066753480113017402140742951058785   69189373705879019434685709494695994976412192805020645193147749752135211540002   97714859149841936476127415555115207663391003540807739302474815530125901013120   94697787285858365153545510991550838758748627491306528917733267517764679463265   111530977131758674014787782456934455575312804998613175019840385523836743434572  111926770003972094045580098552571144238217630678515140511199821386567895477513  21501620797792351422084644908240020314823137565650892697288081504843533024673   21239325867806090229016874938389613245835607954462575029196081570756544975570   7526499950951155820938769090695750815182636642200431308301536763721222654305    -                                                                               -                                                                               9.192768771244762169615389173315911665824495476989931700755627494037181648376274     -                                                                               
D757                                                                             86758944621115244556601513418301210826254722158880431430878783580971044771333   84853766808743078559776280403306264469304050565421454077980383377618386806229   1905177812372165996825233014994946356950671593458977352898400203352657965104    99137077920159588171070085532727103913243164375340268419451860353469952086591   40249147004389495878631180603570329305336388738112282415808706290748317798999   114128481773710100755010979767176117803823261738343938613597679472697008822741  74155431775206610816295572239141946257930368777603440980395549046163133220351   41328320705854286278204488123760226884421421237885340298142335030550918909575   112011527804839255321508617319959217335626643661572510867246173478693564527     -                                                                               -                                                                               757.5449462361241460311655281868684484289517209820852944937847170961800569390726     -                                                                               
D188                                                                             84244077212164725203086778590165613487707122508074795638044492193696409977638   71691881426510098406610427759470250986235993354544957953158370120746128862732   12552195785654626796476350830695362501471129153529837684886122072950281114906   87738434207253090519465832365157120594395111830909250761097272380510663404453   43567249988155522379856960927534856763385707346149714261342398802470279485324   85155627266697709175939070315471830653087403380792911963978977200662839556648   74155431775206610816295572239141946257930368777603440980395549046163133220351   112911159637404706369491712341187961315538520377561984766174341125236321086766  379509330043957609989487990369442927195378760047872684777767710154327734078     -                                                                               -                                                                               188.9067692175214989338270084691031862793697975955082381221775150078592277062151     -                                                                               
D3                                                                               83204045088719569322445206932288276109955055555598462077283379556676359107923   65712526529836949177228119513101318213888369677471827279015162645693674213594   17491518558882620145217087419186957896066685878126634798268216910982684894329   104639556481926319558549393413123264711973474843830089903360356871954366206094  48027830560835414194917021374226062790771347015438697975686207662218174361384   69836881559577450950902763582637840508670221912447600521929482144007759901408   74155431775206610816295572239141946257930368777603440980395549046163133220351   32660590117571431140635537220907331149759448961881201465989655812373826692376   18897510909099318614132647489783310303899797690903578599052447610842337813410   -                                                                               -                                                                               3.477311210239639896424795299346671802900324936507297937462616579749120775998798     -                                                                               
D222                                                                             64799014669318757259968744772031747342999371707980784016329986303101310934358   97932561896426024959962723526596521971789172685591206239984996485343645707099   82658542010208927723577006254123133224047763301464482158950152959275826721596   96978646980209392662387485496606908627108401176169865301971641658267449091082   20513860235784954073644595361385192273656020411770447219456046305755435346717   77861449437221184970526407024351570853196179461976914834608754181438405186777   74155431775206610816295572239141946257930368777603440980395549046163133220351   102031284822811356048940513234308155209135037785539299152654217433895115134987  439750047537486455131263322881424774781312771602621445046675592769034620910     -                                                                               -                                                                               222.7005146328671450807938757833411449058297825990663286415139580184171749174191     -                                                                               
D99                                                                              101772810306791067216390746825816668120073992264922939739670852282424869126248  28034219606837095944459330852640887881454546515064708508792979446967627795850   73738590699953971271931415973175780238619445749858231230877872835457241330398   102060318594814370994885808274330528423481920012053371829412333446762608627037  55010007582570499774578854433709015038179260661203029819123308598943655968810   25177327108026997686468771098940922444615142933092638676160164008158274377249   107171478598662578448409980178636194162383535325798360275567012179679067189336  3498855335879176635098572913846513562334185390141435247945010876939063332028    282384634564833407634055500423981017075497527880412060928001271202825347731     -                                                                               -                                                                               99.27671755242280382225297937802612289006373021063583611002176439084713861625830     -                                                                               
D5                                                                               100152984727829717544538590121979999299298371325641601032251305079418300650360  23825389216902312320178325631982612062891630621547089404139302135537388840030   76327595510927405224360264489997387236406740704094511628112002943880911810330   112100796114008461078738230713396725932978348575418073555355558459814234881690  33536514656005361875587710893049986967427483361423259792585844588650579272898   39368546285687258840084357115108115492132884582851831806303226771647288712476   107171478598662578448409980178636194162383535325798360275567012179679067189336  23600682507328907982936285185045871566393725279551483833045738421459766007343   4570493638399769270941465390646186229858553327429820847417278036250826799720    -                                                                               -                                                                               5.212870009648259153075887382641043165298903544440149125415094658836145649517309     -                                                                               
D4                                                                               76107668135507413758748684750814908372652196717772094836720470497928649245207   57440260068811990199528467367848815317584027902296774550919409550476198997043   18667408066695423559220217382966093055068168815475320285801060947452450248164   92118039113171260573571715656596419488795804825905236811934325779217855926954   18191844747063308957048836850238196165584703165334869311150792927569004886624   46799014636209280332403218645996889032725371198495563966954163274440001701229   107171478598662578448409980178636194162383535325798360275567012179679067189336  59169074147993467011234273195268836060707098317995227219218723363038914371568   12066184224852026499456561127688863908077764285239526935865049372771822518219   -                                                                               -                                                                               4.760432875747544631596647194163114651380377213957056402239344213655708900014218     -                                                                               
D14                                                                              84256914080712894589209411241010672894463423596872668228691724950058654314070   34573665720528778527652972156776367462910678274494200949734282931977011561365   49683248360184116061556439084234305431552745322378467278957442018081642752705   97905588891958590993670382463686966061769265561924105006796801427796736847134   95231392447467711488026721623632764501053001886128599211190525213885293076669   6903765984730734480335484015668299489490758439775583782605852032809742240141    21442475736840008898727660562195692846889875679047190492437349440419513439846   10586294942661993778264218725155401837589449573442081626167535695187739480236   2364865213238716162443583904952913890628371806564047560061266083630159115686    -                                                                               -                                                                               14.61971935101521374874924735426192186513301696703577347770975004584894112060547     -                                                                               
D28                                                                              11457387989797772080960590798139895777341607649120963355601689879355930343538   47379338571841234087928281855994826870529908401792068991065902607205305214768   79870138655272733416603293950832976759649263526403798747140950413668786623107   16349095503321805502107847199097912693403888250137688600982768076556970504373   9640640230781212464700908547024816669527793014592998427985879356729015647324    34476709961415595447462172194371712325204996036288787425392645037621666771196   5080789663257722804618587574074774660749849774573464296220350462872830003702    55882998307819249307943646561154911923503694992643571612821471607160093853808   1673972962749705238666077996223861945217046447087512864839533484953850021868    -                                                                               -                                                                               28.30352677501724892971852337042887162307451383337777825670404168454602053238429     -                                                                               
D126                                                                             23188762303196524466199904525540822935515793351508058316124009253532633226833   66796901686203658568360851474121019750528052215915440640609678105772529878417   72183949854309061321410038060107711037825305414667522058119494289278264842753   45850464172729730301196343985826916877251524402336396605239200137110459649130   88545105137845961962814051801998683424811961662576741197037090331357213778853   71460901069740612562986639212520691819025952477737870701249883270875120495126   5080789663257722804618587574074774660749849774573464296220350462872830003702    72276308580052559383710800483725666200512582427174045893059170465878680997682   527060433663318631203465065254728993780062300679720027008818369954806804536     -                                                                               -                                                                               126.7348057639874110663050044198066964161077615636508697419060760914234039070395     -                                                                               
D0                                                                               63230136793396317346689481957076254138766178964568257799964816095771782857916   2018943828273690259535925111414141686878207499132064254260168303865674075296    61211192965122627087153556845662112451887971465436193545704647791906108782620   93342440758038980340856903195659168354586180424974769076243439570608186170200   59843066359345910219850111242215615271051823930523604753416549803046588856419   87695754963172835782612940753180426891955710954445365028917514588219603169842   5080789663257722804618587574074774660749849774573464296220350462872830003702    56537813603311853469314876080083408221820061472608838161723811640866539143992   3005528864110991358354639479910425707126176043755235247407569146098976233348    -                                                                               -                                                                               0.671743283646978330938544965882188645432681111771431322260991090408866953420966     -                                                                               
D19                                                                              99975446493740923085477262083927515542890472348265687144849990195399268279467   13178230083132613538484846377338949511316527766208127647590521981647812336030   86797216410608309546992415706588566031573944582057559497259468213751455943437   102733729683995016180527167593688594081141957488668223104203967285544400684355  88530946565397734899632990726526224875687983831755092355468630987151423486174   25986499914428305929027306898216046244571792342541597278577416153670424948850   5080789663257722804618587574074774660749849774573464296220350462872830003702    96089618506686615239079212934406756576159923684555465545946032245128236040065   677251644593571663680663732528688165837007293774392608106814950174501703499     -                                                                               -                                                                               19.45839510074731038375831387687521872243183001596408289695428260796824986660624     -                                                                               
D0                                                                               67585434446477481937414508266538875562219701436345071382775707142322771787915   3859087980527303058673731869610109762141366892440117835883823548980352000546    63726346465950178878740776396928765800078334543904953546891883593342419787369   82594231548451951585292133784353325216985209488654009546759062512217354180267   86045614415603422543124031110980282509987826163556866168785962256193665025644   41320072182357045921705220352570055501174417853863837078294066215568406776142   67628737447809281150220508749640931777616963415893219258147776558065915777421   57533725622128712018762857994230924689533227188160082514996951359889863038232   7550246038579603345904006195281076943157669227109318726842285662744442218507    -                                                                               -                                                                               0.511120824514653481100747185816384056372211294278153276900148214255657263613447     -                                                                               
D39                                                                              99156097230679354588611779234490469189217884097639956000790118946197211259986   44541229322043207789559000433188786299022801437603333419426377461208126293234   54614867908636146799052778801301682890195082660036622581363741484989084966752   111410995505103320651031020886075708479104742247936252977418179763476984965128  72335494169716875647942999686813624497523913827518257557550713135185460020983   37395653559965447977302830433966732469451365992509164428765044061911954884608   67628737447809281150220508749640931777616963415893219258147776558065915777421   102114523435853101546648705635579987625516787868407791507686931714686721647966  1116911035287626089257846021808554870123018895269580187765632407959021618850    -                                                                               -                                                                               39.87894103899956896277538491585944361271889555319135334887377105768956901094623     -                                                                               
D0                                                                               85074375737120657148418107117198723578431571312855294908671376729386264511210   8168152559250721801412246273831143928616556944439183715241460908634326800059    76906223177869935347005860843367579649815014368416111193429915820751937711151   102855981149427555785588061963414224107095061436061850144716311342274728578576  90196869466179285787341368341570303711107922812501376939322051610802378947614   21451922848531541577870958998340383446473818109963479648752012688747325436519   67628737447809281150220508749640931777616963415893219258147776558065915777421   90697245558477825940567269121228461834140949567762119826579708011938639631534   13947954087893062599738287732336721463777610820029073964491638277832408241746   -                                                                               -                                                                               0.585616536144232403594486189688317413701446411241521165352022131295283036675922     -                                                                               
D3                                                                               35531047935766101169776652055711982538139390419482476763074094338885334081311   13526623946301668284730965207190061192283003975195146297847808548141515861157   22004423989464432885045686848521921345856386444287330465226285790743818220154   43293972735572811382257443623370322931071758856596121426692971918270666467712   25654121885234319369750360003983995214513489003211066598468415853190988305028   73163204005498712456784446047897889744401017906156059124646368524535382989769   66606646871176768607125174164374982558274912349969069934714746550788272354766   106312614538775055235833307763899747135393321795614619142687253670968982489291  4479348736539260319853485785078620966409916671027898108598584021344004535707    -                                                                               -                                                                               3.019774690896766922108319968924318050299408883216940991706249356754201760944331     -                                                                               
D7                                                                               56681366640475901549522173531314388411280789730787346317432153535594938895121   85002014002565774945767966475589917043211252211637536369430351694231453340918   87471441875226322027325192064412379220907101798224714330606964982881647048540   102326256615487129127995718613011925004984899621565690752133566621453530058015  112820939072823827394688125840532827039080805269084967824890077351115854636081  95838585957626459482713487850752850135559463672183659291060029642428410324933   66606646871176768607125174164374982558274912349969069934714746550788272354766   96322530078573935402699574317583914027351409453585164154915152004884277513446   11036476665464673971048628449616851817576679840009001882730740449736347732227   -                                                                               -                                                                               7.701915799682152922528513108112593372395732670141731638135643576498287631890591     -                                                                               
D9                                                                               40725118109712792266102927362708296559837167879153002990843201269533539277565   49019512674869789066749624928875751602949999705116539133700007387559913546094   107497694672159198622924287442520452809724732453111368239748357023491787225808  76197108703278979954162070957290147958895250882414140208858748265716595274499   95229799101453486311659597799565825358461668982541765435893718891524973225146   96297730457903082984968741061594399451844397124459835494994223264079177632447   66606646871176768607125174164374982558274912349969069934714746550788272354766   39322368079994732702130034401668872086333776819228653747608880772265518538638   5253127516146604578043783768126445160779084875891865772827654273350483280631    -                                                                               -                                                                               9.331491102052613822598453500577555864519645491840703355634651202703169371678571     -                                                                               
D0                                                                               70946081447350525048885450761185595182613469180836457069661832185994596432826   33475435854825830457521294359042085534000612469494381264686451182491241401119   37470645592524694591364156402143509648612856711342075804975381003503355031707   107736515293704007193862581615161984023331988090863792798543872272463988846906  102780610503369949034212479114561224958227240143768948235929666734657458470356  16444322533473877622589931623154927892240262022043947610248983316554099844206   66606646871176768607125174164374982558274912349969069934714746550788272354766   78009731627976452924462696108018060394302777954514822721044120528369071434202   34155647600997042903908319907209206341894950270809121340779792099525204018746   -                                                                               -                                                                               0.980084940736086166966220057494837266707795164804276489775559689646379267680200     -                                                                               
D12                                                                              83239672654822083706396238145248998402003201334035256736126696886322902732094   104237669711563550622690545039999529002331700297906974466783630248947430342433  94794092180574728507276678113937377252509065315203186651948229778893633883998   98212103745336768672275252647438922785399464619984515044266585406230760440062   85902045221540609574695560442130505933611199272709959632795539388178770425779   34455366771677102952376221912461271907062462573637533702879354343961662258057   66606646871176768607125174164374982558274912349969069934714746550788272354766   60742300356067897247470545352489663327089570172393399077628487801023315146588   8377517202248658877001165634299376485021884904288965195427254286783614192254    -                                                                               -                                                                               12.44254917000761299290790360464224343569242631659156364125479100098650901742488     -                                                                               
D2                                                                               58521973445226215166142347385825822670183643033519122619175529866724620465284   36697735951349915335967675611287568397591423134099247654234403643294022618599   21824237493876299830174671774538254272592219899419874964941126223430597846685   99288502244568022493496201171031420235617549961602011548063385390367217808803   109916114673436143668541487226805419376288119497149504041602744048653127977380  35940488951925581429470843979781130046422338035661463717722643234136767879088   66606646871176768607125174164374982558274912349969069934714746550788272354766   1396552023436477950922147249996902047439116223035115993687300652622086972798    17755444645884407838788493600620225104749736105436233690287674343082023121765   -                                                                               -                                                                               2.066844096740556857806396181637236693871568222802319287821981713619175355822973     -                                                                               
D20                                                                              34341723666751801001599878597157906248925520498089574484268436066436368319435   15938263993520023855768351269924190587201542645547939393191073065679531828945   18403459673231777145831527327233715661723977852541635091077363000756836490490   42735050175966335433966606185214606130176978500836953479830585189252492098548   53398338634557559877885074926547392745117105876663503503962249864480802257537   27855152525722544457304361473402335920717465060918704551121686428787228707561   3043861304989081848987788991638874752705001849981588944027965857315143308214    99355092144572686816923359299584926775812851651950995886154996340837911732781   768417629893663272132968244931106723919688487100058502019839575171873202983     -                                                                               -                                                                               20.74166881845959865395720773773289062863356477491057542164294102007964393967043     -                                                                               
D5                                                                               40771233944573913804132127551430307385918798444162026286663137438405732797501   63801108730697816959529258696164082925061482331474860877158521434343407317558   92762214451192292268173853863954132313694880391762069792109779145580486974280   55135365227383703293592738662577621394329321430994210166018382115054752640726   4649974322552116425730455585086474651864723509947223207689816697345860990676    8908966714260332145346730509086963968214665311388093977407041860239239678770    3043861304989081848987788991638874752705001849981588944027965857315143308214    65564802897976882512576241415055207556078435725052503068762735559190643540327   12042971378954334825210905329135679369097752470497658527952648085107693111051   -                                                                               -                                                                               5.297787956400302375289223807558210842290325660366906909882597357938981096768714     -                                                                               
D1079                                                                            84260035137407148391814544017025632490124523838416977798118118723493685528214   54293085135211049126336281540000436056268998083885114435748823992058825700932   29966950002196099265478262477025196433855525754531863362369294731434859827282   105312471344467266040573613246231189654579947127027869024278535807910753405764  39157610114110700908545165007030753810299872770860684065670304917936583510331   30909331957548495734584159513129105025422510178587611798702664564073998716853   3043861304989081848987788991638874752705001849981588944027965857315143308214    3804270680484056291638074677542560370143856644116052654708880950492364001973    50290309166677796778267100203403832302830683973412893476450385825414018014      -                                                                               -                                                                               1079.593385581838485048187944692024725046973271377799299947383430324410561941873     -                                                                               
D0                                                                               62704694582722262877324762064184522211600397049972494959376461619943161214641   19019334864404046257351300738418393442806975337554236321656336412966680407619   43685359718318216619973461325766128768793421712418258637720125206976480807022   99688985856929488132518229328754114728808429607947595080940758467072448313363   27540049175518388779559890386276195390916465073522693458000113361831656736427   93154925442158714657588731407752862212157352381715368803571502232242208011490   12280708811538909306089136386170227612032110652394462618741505565452578921434   80771625439566255531406414357270184871047503323018643928474858620261405967211   25720403308515037622131294799614929694392364491997394837812164772813874115919   -                                                                               -                                                                               0.739464876824364375769611446943317299306261118742327431897260088248610296310011     -                                                                               
D3                                                                               47595329808505886920829257566173310749233910376193587286035176527512803062959   63223455038794064321625514131090978962402948352289092232605869890663353144266   100163964007028018022774728443770239639668526302979399436034469778367611413030  76005846397175025562661196323930826374208653008978760299738572968143457120372   8399469885941362565584670247651580507035360055750676644538917875556496425573    59500523099463225847710969686523721800932319128625513052368536640369984501444   12280708811538909306089136386170227612032110652394462618741505565452578921434   57535156240762942022897639187875089078978436332894847005912269328370034843022   19184813219836748278997318808415795124259167743408414272331780086882149005546   -                                                                               -                                                                               3.295494947713233954716361864167977524541193795907287182372603768330891680448743     -                                                                               
