Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

Using legacy P2PKH preimage for signing.

------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered                 hypothesis  
D21          6487        42857       63297       8711        26879       43254       69651       98000       2039        -           -           21.01863658656204021     -                           -           
D15          60048       33040       27008       67282       65688       76220       69651       11811       2176        -           -           15.18382352941176470     -                           -           
D19          45449       82137       62979       50041       25449       30804       30744       5772        4121        -           -           19.93132734773113322     -                           -           
D3           45165       19360       25805       58228       38066       70412       53272       18187       5976        -           -           3.239625167336010709     -                           -           
D3           53941       48523       5418        73005       90407       42991       30          2029        15813       -           -           3.068551192057168152     -                           -           
D3           53698       91217       62148       83140       94885       33330       30          42478       24256       -           -           3.760595316622691292     -                           -           
D3           68404       43432       24972       82188       84107       54850       30          94130       13268       -           -           3.273439855290925535     -                           -           
D12          89374       64871       24503       97803       57385       72828       30          76242       5084        -           -           12.75983477576711251     -                           -           
D3           66679       46459       20220       93869       49370       41191       30          4953        12299       -           -           3.777461582242458736     -                           -           
D0           15612       6661        8951        23715       62301       98170       77855       28036       7509        -           -           0.887068850712478359     -                           -           
D4           28715       23261       5454        36669       90195       24734       77855       21705       4853        -           -           4.793117659179888728     -                           -           
D37          19675       36202       83140       29027       54051       88307       77855       57292       971         -           -           37.28321318228630278     -                           -           
D29          94350       56596       37754       98971       15091       69716       30752       78431       1930        -           -           29.32435233160621761     -                           -           
D3           71286       84392       86561       96084       14355       51996       30752       52627       21690       -           -           3.890825265099124020     -                           -           
D0           52286       8481        43805       84275       97920       44394       30752       92702       20297       -           -           0.417845001724392767     -                           -           
D23          17379       44118       72928       22538       65808       19898       30752       91353       1902        -           -           23.19558359621451104     -                           -           
D1           53341       35032       18309       83466       60870       67268       30752       76800       23216       -           -           1.508959338387319090     -                           HYP-005     
D18          50147       84027       65787       95695       209         3796        96291       65734       4599        -           -           18.27071102413568167     -                           -           
D0           29975       2780        27195       52128       26893       98483       96291       72561       7822        -           -           0.355407824085911531     -                           -           
D142         39360       95647       43380       52256       96155       34721       96291       9650        672         -           -           142.3318452380952381     -                           -           
D14          46473       49193       96947       68029       75533       28736       96291       47684       3361        -           -           14.63641773281761380     -                           -           
D2127        43485       31907       11578       50730       82411       50489       8229        56237       15          -           -           2127.133333333333333     -                           -           
D30          93360       25989       67371       94258       70953       67286       8229        29659       866         -           -           30.01039260969976905     -                           -           
D0           84495       4229        80266       90175       49861       30461       8229        74451       4975        -           -           0.850050251256281407     -                           -           
D22          75428       75848       99247       89838       17240       22702       8229        22759       3378        -           -           22.45352279455298993     -                           HYP-005     
D3014        28060       96453       31274       30062       68254       45884       32808       63199       32          -           -           3014.15625               -                           -           
D11          38903       34169       4734        42161       87815       65076       53290       37696       3065        -           -           11.14812398042414355     -                           -           
D2           65506       49541       15965       89239       97361       2252        53290       8493        18040       -           -           2.746175166297117516     -                           HYP-005     
D15          15528       38808       76387       18777       37689       93773       61485       6911        2532        -           -           15.32701421800947867     -                           -           
D121         77701       41020       36681       80464       64796       33281       84016       28912       337         -           -           121.7210682492581602     -                           HYP-005     
D42          67631       89782       77516       73586       34010       43790       84016       64984       2126        -           -           42.23047977422389463     -                           -           
D2           86300       14016       72284       99636       62426       27587       84016       65868       6284        -           -           2.230426479949077021     -                           -           
D19          84198       96704       87161       92132       69001       40038       41008       65915       4858        -           -           19.90613421160971593     -                           -           
D2           25823       9337        16486       33259       8617        35605       41008       19606       3515        -           -           2.656330014224751066     -                           -           
D2           85731       25835       59896       98343       89300       90707       41008       66737       10059       -           -           2.568346754150511979     -                           HYP-005     
D28          27256       45134       81789       30927       10792       34238       59442       41803       1559        -           -           28.95060936497754971     -                           -           
D38          45069       74894       69842       49862       64110       71271       59442       73594       1932        -           -           38.76501035196687370     -                           -           
D0           34342       4121        30221       56618       99026       1933        59442       47728       12066       -           -           0.341538206530747555     -                           -           
D3           60957       26075       34882       69742       235         38043       59442       29799       8247        -           -           3.161755789984236692     -                           -           
D155         32061       64703       67025       38390       75286       76066       63536       75464       416         -           -           155.5360576923076923     -                           HYP-005     
D4           58638       37053       21585       75125       56408       39002       63536       38549       9177        -           -           4.037593984962406015     -                           -           
D3           55858       73684       81841       92969       75376       50878       63536       50887       18747       -           -           3.930442204085987091     -                           -           
D24          54370       70464       83573       80108       8775        20465       8244        46383       2894        -           -           24.34830684174153420     -                           -           
D0           58982       17773       41209       99081       79629       78329       8244        96448       18883       -           -           0.941216967642853360     -                           -           
D27          80858       68915       11943       96534       45158       53506       8244        14129       2478        -           -           27.81073446327683615     -                           -           
D3           49691       41673       8018        68162       23030       96052       8244        69033       12749       -           -           3.268726958977174680     -                           -           
D2           75428       2128        73300       83707       6121        41258       8244        80877       917         -           -           2.320610687022900763     -                           -           
D305         27792       51679       75780       55415       83539       59798       8244        80315       169         -           -           305.7928994082840236     -                           -           
D1           65481       19580       45901       90727       98507       53278       92214       60127       14989       -           -           1.306291280272199613     -                           -           
D30          63246       67991       94922       78505       11439       20883       12352       7804        2210        -           -           30.76515837104072398     -                           -           
D61          64015       81016       82666       72972       60116       94091       12352       65018       1316        -           -           61.56231003039513677     -                           HYP-005     
D6           60774       59570       1204        73613       60499       81830       12352       92678       9418        -           -           6.325122106604374601     -                           -           
D40          42807       83376       59098       45716       5447        9084        45120       16044       2081        -           -           40.06535319557904853     -                           -           
D5           78764       52741       26023       90286       97640       84134       45120       54159       9632        -           -           5.475602159468438538     -                           HYP-005     
D17          46074       60119       85622       56722       58403       95004       26692       42115       3482        -           -           17.26565192418150488     -                           -           
D1           53488       51908       1580        80789       43373       74300       26692       54820       26187       -           -           1.982204910833619735     -                           -           
D72          14710       56618       57759       15976       38175       63957       26692       17157       784         -           -           72.21683673469387755     -                           -           
D1436        94116       22979       71137       94136       97944       22852       26695       2474        16          -           -           1436.1875                -                           -           
D13          26982       99157       27492       46624       50078       60317       26695       5501        7340        -           -           13.50912806539509536     -                           HYP-005     
D3           10908       8062        2846        19399       92362       32633       26695       32962       2417        -           -           3.335539925527513446     -                           -           
D22          12878       80977       31568       22209       78281       44734       65607       51843       3547        -           -           22.82971525232590921     -                           -           
D4           70006       95515       74158       93503       9050        32950       28745       25946       23012       -           -           4.150660524943507735     -                           -           
D6           32808       37886       94589       59567       60647       64828       28745       63084       6049        -           -           6.263183997354934700     -                           -           
C            72772       53834       18938       73149       51539       82003       28745       13414       11          4894        -           -                        -                           -           
D11          80120       22660       57460       95737       62988       61416       63561       49875       2035        -           -           11.13513513513513513     -                           -           
D5           27515       54703       72479       45764       77242       45407       63561       98149       9266        -           -           5.903626160155406863     -                           -           
D20          61696       23501       38195       63138       59479       95871       63561       97670       1132        -           -           20.76060070671378091     -                           -           
D626         27432       73297       53802       32895       9002        99106       63561       67667       117         -           -           626.4700854700854700     -                           HYP-005     
D10          44446       14257       30189       47315       86431       43949       63561       90773       1411        -           -           10.10418143160878809     -                           -           
D5           65487       40220       25267       94846       89640       82392       77902       49745       6769        -           -           5.941793470231939725     -                           -           
D319         55003       86517       68153       82369       67894       65959       77902       6180        271         -           -           319.2509225092250922     -                           -           
D27          22389       26176       95880       33115       56674       28759       8270        55924       937         -           -           27.93596584845250800     -                           -           
D4           71890       85654       85903       98826       30428       1320        8270        71887       18018       -           -           4.753801753801753801     -                           -           
D4           51078       54909       95836       90677       55684       75543       86095       70094       11479       -           -           4.783430612422684902     -                           -           
D1           78855       11674       67181       90776       59457       70362       90193       28658       7329        -           -           1.592850320644016919     -                           HYP-005     
D99          31914       64387       67194       35041       58741       97959       90193       82236       644         -           -           99.97981366459627329     -                           -           
D15          58214       31116       27098       76932       51834       56959       79953       9357        2060        -           -           15.10485436893203883     -                           -           
D11          52151       74840       76978       97837       44527       2874        79953       58924       6465        -           -           11.57617942768754833     -                           HYP-005     
D29          45679       97600       47746       59785       58883       39380       47192       99039       3361        -           -           29.03897649509074680     -                           -           
D15          44608       96942       47333       63828       74090       90098       47192       12571       6168        -           -           15.71692607003891050     -                           HYP-005     
D90          92150       84953       7197        96296       15367       68321       47192       98317       938         -           -           90.56823027718550106     -                           HYP-005     
D3           74217       30124       44093       82477       13232       5437        20578       28414       8137        -           -           3.702101511613616812     -                           HYP-005     
D62          17488       51881       65274       19570       30936       78952       20578       18446       832         -           -           62.35697115384615384     -                           -           
D75          46566       61118       85115       47770       89123       52608       75875       55140       814         -           -           75.08353808353808353     -                           -           
D7           49976       43518       6458        64794       72018       86648       75875       15852       5522        -           -           7.880840275262586019     -                           -           
D3           42327       18243       24084       80084       47214       92179       90211       19740       4570        -           -           3.991903719912472647     -                           -           
D8           46663       37151       9512        53713       74224       11072       90211       7363        4363        -           -           8.515012606005042402     -                           HYP-005     
C            86859       32385       54474       97716       67172       87834       90211       72077       3           10795       -           -                        -                           -           
D258         61749       52028       9721        92523       72790       29633       43110       98649       201         -           -           258.8457711442786069     -                           -           
D9           40294       90734       49227       70953       42632       62705       43110       29473       9635        -           -           9.417125064867669953     -                           -           
D15          71681       61497       10184       88580       47978       17302       43110       128         4085        -           -           15.05434516523867809     -                           -           
D3           47279       45361       1918        81964       54277       66579       22631       55625       12594       -           -           3.601794505319993647     -                           -           
D6           33323       61835       71155       57101       90577       49586       63592       89847       9545        -           -           6.478260869565217391     -                           HYP-005     
D8962        76221       80661       95227       76239       77419       43742       63592       40812       9           -           -           8962.333333333333333     -                           -           
D8           52212       42806       9406        75780       56382       81118       79977       10805       5076        -           -           8.433018124507486209     -                           HYP-005     
D0           63270       19417       43853       96858       56406       29676       79977       41462       29682       -           -           0.654167508927969813     -                           -           
D0           74487       6508        67979       87388       48781       58060       79977       44406       9982        -           -           0.651973552394309757     -                           -           
D0           55194       10748       44446       73866       22383       75171       53355       57780       17850       -           -           0.602128851540616246     -                           -           
D1           52092       28831       23261       87264       89280       26043       53355       40576       16920       -           -           1.703959810874704491     -                           HYP-005     
D33          75368       93556       81479       79636       88305       34151       34925       69992       2812        -           -           33.27027027027027027     -                           -           
D5           73128       18668       54460       77476       14475       68495       41071       54541       3560        -           -           5.243820224719101123     -                           -           
D4           59291       95363       63595       97476       38190       48967       41071       73992       21106       -           -           4.518288638301904671     -                           HYP-005     
D7           44223       61084       82806       80317       33115       58990       41071       87955       8129        -           -           7.514331406077008242     -                           HYP-005     
D50          20465       81090       39042       24235       53156       16131       41071       54920       1615        -           -           50.21052631578947368     -                           -           
D0           68774       2262        66512       81506       37429       79674       43122       84678       5114        -           -           0.442315213140398904     -                           -           
D9           26772       27450       98989       32749       23673       90886       79989       5988        2864        -           -           9.584497206703910614     -                           HYP-005     
D19          23407       67597       55477       30066       63745       73247       65658       43317       3430        -           -           19.70758017492711370     -                           HYP-005     
D0           45692       1828        43864       55091       48819       879         65658       72845       8096        -           -           0.225790513833992094     -                           -           
D4           83041       49621       33420       97575       53272       69246       65658       40145       10371       -           -           4.784591649792691158     -                           -           
D21          31334       37551       93450       38725       57601       40616       65658       94982       1770        -           -           21.21525423728813559     -                           -           
D7           59439       72736       86370       71862       83555       64836       41083       13357       9747        -           -           7.462398686775418077     -                           HYP-005     
D159         33867       33022       845         35397       68997       10401       41083       98938       207         -           -           159.5265700483091787     -                           HYP-005     
D7           31379       47739       83307       43715       21587       593         59516       16411       6707        -           -           7.117787386312807514     -                           -           
D6           42726       49519       92874       54272       44362       86305       59516       52616       8088        -           -           6.122527200791295746     -                           -           
D9           20739       40403       80003       26268       9071        96956       75901       92200       4152        -           -           9.730973025048169556     -                           HYP-005     
D29          73920       33680       40240       76615       6987        40009       75901       28691       1155        -           -           29.16017316017316017     -                           -           
D15          57944       56986       958         66996       31017       74750       75901       60624       3632        -           -           15.68997797356828193     -                           HYP-005     
D18          89906       14709       75197       94857       60215       31705       61563       81970       788         -           -           18.66624365482233502     -                           -           
D84          58882       87826       70723       87803       6332        38782       61563       27937       1040        -           -           84.44807692307692307     -                           HYP-005     
D1           64266       15744       48522       88793       8398        84451       57471       62451       15212       -           -           1.034972390218248751     -                           -           
D22          34376       41793       92250       39025       53569       71609       57471       62805       1833        -           -           22.80032733224222585     -                           -           
D47          13489       68796       44360       16498       10645       43782       86145       72306       1453        -           -           47.34755677907777013     -                           -           
D1           26588       22681       3907        40008       12881       59435       86145       76580       13168       -           -           1.722433171324422843     -                           HYP-005     
D19          66406       83390       82683       71191       10957       48280       86145       22739       4201        -           -           19.85003570578433706     -                           -           
D4           24579       24003       576         43174       76052       11824       45187       60791       5984        -           -           4.011196524064171123     -                           -           
D4           39995       80996       58666       60868       81218       96136       45187       4674        19122       -           -           4.235749398598472963     -                           -           
D16          83750       29720       54030       90580       9833        20717       75908       60383       1790        -           -           16.60335195530726257     -                           -           
D3           70898       12794       58104       77035       4315        40439       92293       34257       3391        -           -           3.772928339722795635     -                           -           
D6           47173       89061       57779       63589       46183       82572       92293       15456       14341       -           -           6.210236385189317341     -                           -           
D20          85532       99640       85559       91288       95200       42439       75907       40496       4948        -           -           20.13742926434923201     -                           -           
D12          30211       44935       84943       56721       85045       10609       75907       98771       3701        -           -           12.14131315860578222     -                           -           
D10          78487       59846       18641       90620       20609       98975       75907       89901       5689        -           -           10.51959922657760590     -                           HYP-005     
D47          67418       54350       13068       89506       96400       63153       22663       17525       1154        -           -           47.09705372616984402     -                           -           
D18          77044       29887       47157       79645       19603       16350       22663       32790       1615        -           -           18.50588235294117647     -                           HYP-005     
D2           77813       27365       50448       88962       20673       89923       49285       24536       10919       -           -           2.506181884787984247     -                           HYP-005     
D3           49398       22510       26888       93015       60281       152         22665       51207       5781        -           -           3.893790001729804532     -                           -           
D58          78032       6277        71755       78538       92205       68776       22665       73367       108         -           -           58.12037037037037037     -                           -           
D2           42500       11161       31339       61096       8045        57392       22665       6778        5308        -           -           2.102675207234363225     -                           -           
D1           61866       25036       36830       77461       27670       74301       55427       14308       15081       -           -           1.660102115244347191     -                           -           
D17          50814       86191       64290       96764       55184       56171       12427       77004       4864        -           -           17.72018914473684210     -                           HYP-005     
D0           31828       5139        26689       54738       94439       13220       71822       23200       8918        -           -           0.576250280331912984     -                           -           
D35          19688       66636       52719       22230       42985       29656       71822       58552       1894        -           -           35.18268215417106652     -                           -           
D16          29105       34728       94044       31562       88500       75245       71822       92140       2078        -           -           16.71222329162656400     -                           HYP-005     
D7           36957       84724       51900       62725       36615       25371       18576       8231        11189       -           -           7.572079721154705514     -                           HYP-005     
D3           31836       30147       1689        56055       30797       79905       18576       56629       7617        -           -           3.957857424182749113     -                           -           
D3           55609       93620       61656       86379       63385       17790       18576       83056       24839       -           -           3.769072829018881597     -                           -           
D0           35438       8270        27168       47792       77111       263         2192        48048       10730       -           -           0.770736253494874184     -                           -           
D13          65559       81344       83882       80416       75654       11062       2192        283         6131        -           -           13.26765617354428315     -                           -           
D0           65776       3308        62468       77598       10369       34976       2192        23742       6666        -           -           0.496249624962496249     -                           -           
D1           53032       38410       14622       81406       97685       30030       82067       13055       24658       -           -           1.557709465487874117     -                           HYP-005     
D6           50080       86011       63736       86116       36336       97486       82067       38247       14044       -           -           6.124394759327826830     -                           -           
D182         44509       90107       54069       47653       53300       38972       82067       85231       493         -           -           182.7728194726166328     -                           -           
D16          72586       39253       33333       84287       9327        50286       82067       48144       2380        -           -           16.49285714285714285     -                           HYP-005     
D3           50696       48066       2630        89279       14698       24004       84116       34844       12113       -           -           3.968133410385536200     -                           -           
D99          45714       91591       53790       47750       85753       9767        84116       33051       922         -           -           99.33947939262472885     -                           -           
D5           54961       90520       64108       91927       53791       93306       84116       36792       17995       -           -           5.030286190608502361     -                           -           
D36          33471       17935       15536       34441       76294       22748       77972       67075       491         -           -           36.52749490835030549     -                           HYP-005     
D628         49499       55901       93265       49661       36930       61715       77972       34916       89          -           -           628.1011235955056179     -                           -           
D2           45564       35438       10126       75273       47598       52486       77972       36632       15855       -           -           2.235130873541469568     -                           -           
D4           64427       52747       11680       91205       26539       83473       77972       5823        10871       -           -           4.852083524974703339     -                           -           
D11          45784       98620       46831       82908       36587       98724       90261       27143       8660        -           -           11.38799076212471131     -                           HYP-005     
D6           80769       11242       69527       93956       51565       45988       90261       96853       1647        -           -           6.825743776563448694     -                           -           
D111         79937       92001       87603       85588       24417       70877       37011       92054       823         -           -           111.7873633049817740     -                           -           
D0           37282       4569        32713       67497       10227       76723       37011       26284       7067        -           -           0.646526107259091552     -                           -           
D1           52042       33216       18826       79579       70119       77446       82073       88184       24505       -           -           1.355478473780861048     -                           -           
D8           35804       9174        26630       41582       82397       95948       37018       87097       1136        -           -           8.075704225352112676     -                           -           
D30          72455       76825       95297       76570       82456       52849       37018       83477       2500        -           -           30.73                    -                           HYP-005     
D4           45063       16106       28957       86263       54977       35545       37018       78297       3863        -           -           4.169298472689619466     -                           -           
D3           53977       18388       35589       62155       91856       23636       37018       9223        4909        -           -           3.745773069871664290     -                           HYP-005     
D1           54437       9251        45186       63883       36640       76142       37018       21019       7207        -           -           1.283613153878173997     -                           -           
D1           54496       30607       23889       74026       95132       7412        20635       65068       15436       -           -           1.982832339984451930     -                           -           
D6           61589       13670       47919       81372       62448       87660       20635       36156       2240        -           -           6.102678571428571428     -                           -           
D6           60725       96526       63866       83911       74711       5480        20635       28647       14353       -           -           6.725144569079634919     -                           HYP-005     
D26          84843       75498       9345        87772       34417       66926       20635       38940       2831        -           -           26.66831508300953726     -                           HYP-005     
D8           52898       88860       63705       74004       24528       57687       63643       16436       10686       -           -           8.315553060078607523     -                           -           
D11          80990       18138       62852       94235       31689       37097       63643       48565       1520        -           -           11.93289473684210526     -                           -           
D7           71196       29770       41426       88015       19126       57884       63643       59314       3920        -           -           7.594387755102040816     -                           HYP-005     
D1           58296       18620       39676       82166       3760        92850       90269       33404       10556       -           -           1.763925729442970822     -                           -           
D0           43509       1094        42415       85876       54468       95621       90269       61237       1142        -           -           0.957968476357267950     -                           -           
D0           61098       5082        56016       97051       47592       38952       32926       34969       25145       -           -           0.202107774905547822     -                           -           
D4           38487       9267        29220       42147       22343       10962       32926       4198        1887        -           -           4.910969793322734499     -                           -           
D52          6989        54206       52450       8181        33545       62935       32926       2845        1029        -           -           52.67832847424684159     -                           HYP-005     
D447         78235       35827       42408       78380       28972       86900       32926       87762       80          -           -           447.8375                 -                           -           
D23          84628       29102       55526       91577       72840       50066       69794       950         1240        -           -           23.46935483870967741     -                           HYP-005     
D5           78430       77318       1112        94273       12104       70995       28838       42215       15058       -           -           5.134679240270952317     -                           -           
D0           64573       12761       51812       98166       58824       83088       28838       55691       30980       -           -           0.411910910264686894     -                           -           
D7           37634       66375       70926       51818       28722       82610       10406       84002       9266        -           -           7.163285128426505504     -                           -           
D43          47584       73118       74133       93487       13375       88787       10406       70022       1681        -           -           43.49672813801308744     -                           HYP-005     
D3           31686       29763       1923        55279       584         56584       10406       98182       8093        -           -           3.677622636846657605     -                           HYP-005     
D34          18280       52934       65013       23867       58068       41494       10406       74619       1519        -           -           34.84792626728110599     -                           -           
D95          45461       23057       22404       45727       2278        59304       22697       2854        241         -           -           95.67219917012448132     -                           HYP-005     
D368         86706       68541       18165       92886       92747       22138       22697       61389       186         -           -           368.5                    -                           HYP-005     
D1           13746       8594        5152        22224       27210       68526       22697       14498       5268        -           -           1.631359149582384206     -                           -           
D7           39867       28200       11667       76149       38080       81853       22697       62502       3585        -           -           7.866108786610878661     -                           -           
D212         10121       39353       70435       11363       52491       83207       30889       6428        185         -           -           212.7189189189189189     -                           HYP-005     
D3           47026       12703       34323       57960       87325       64195       30889       89499       3290        -           -           3.861094224924012158     -                           -           
