Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
C            67681       30160       37521       67713       54969       85406       24342       77364       1           30160       -           -                        
C            10792       94500       15959       11418       92603       94445       24342       3655        150         630         -           -                        
C            28021       7140        20881       56025       50735       44506       69702       21069       17          420         -           -                        
C            87506       56475       31031       97201       75732       79792       69457       9575        251         225         -           -                        
C            64486       39496       24990       73698       47018       48294       69457       21792       2           19748       -           -                        
C            26537       87604       38600       26751       91924       54406       69457       19348       1           87604       -           -                        
C            30017       53658       76026       37519       76487       35329       54911       41077       9           5962        -           -                        
C            21389       97245       23811       21686       9430        87853       3786        54917       5           19449       -           -                        
C            58199       31048       27151       58318       84898       54766       3786        25797       8           3881        -           -                        
C            75343       91494       83516       75857       95953       65485       73061       70177       299         306         -           -                        
C            62053       67558       94162       62059       62503       13099       16907       379         1           67558       -           -                        
C            61657       93483       67841       64734       751         53702       359         3575        117         799         -           -                        
C            33228       85698       47197       33381       89284       42559       13531       21820       27          3174        -           -                        
C            53197       72550       80314       53208       79077       71899       13531       53533       1           72550       -           -                        
C            13643       8834        4809        22869       15355       65611       50290       35168       4417        2           -           -                        
C            15052       83708       31011       16724       64592       3685        72061       92700       4           20927       -           -                        
C            47433       4142        43291       47747       94891       77474       75099       68155       19          218         -           -                        
C            60726       67262       93131       91076       37520       9916        75099       61348       26          2587        -           -                        
C            23385       50321       72731       23701       96132       89172       75099       11771       1           50321       -           -                        
C            56193       49335       6858        56802       8143        76125       56961       5367        165         299         -           -                        
C            55060       13852       41208       61942       78971       37454       49599       47868       4           3463        -           -                        
C            11846       45232       66281       15791       71212       49572       49599       80387       11          4112        -           -                        
C            2417        76956       25128       2715        9814        61858       36768       65288       33          2332        -           -                        
C            35121       26862       8259        70020       34925       84801       36768       29791       222         121         -           -                        
C            40765       59722       80710       41081       71047       67777       24629       23560       1           59722       -           -                        
C            8337        11564       96440       9469        14755       70237       24629       97155       413         28          -           -                        
C            28538       41496       86709       29317       59331       60307       63716       66951       494         84          -           -                        
C            64756       37155       27601       86341       44686       34022       38621       10642       1           37155       -           -                        
C            20848       56025       64490       23825       27430       77558       37293       52488       9           6225        -           -                        
C            48084       50040       97711       48801       21795       14942       67462       16945       45          1112        -           -                        
C            82758       93942       88483       91942       53517       88923       66078       35904       102         921         -           -                        
C            15188       15000       188         16356       22254       13974       74496       48719       4           3750        -           -                        
C            81745       73465       8280        82965       63509       60460       32967       45344       5           14693       -           -                        
C            74619       58872       15747       99470       12265       39623       32967       59805       66          892         -           -                        
C            36802       68403       68066       37553       61977       11711       78795       20278       3           22801       -           -                        
C            84415       16130       68285       84426       91117       6145        78795       97800       1           16130       -           -                        
C            34195       90637       43225       34197       71747       30238       19527       89208       1           90637       -           -                        
C            46816       58705       87778       93337       62367       93281       20423       63633       295         199         -           -                        
C            97955       62285       35670       97957       61039       81322       73771       6374        1           62285       -           -                        
C            22336       85596       36407       23307       66121       19225       23734       21496       3           28532       -           -                        
C            81825       17916       63909       81829       23225       51663       23734       54617       1           17916       -           -                        
C            8070        74970       32767       8194        58859       65137       96204       90184       10          7497        -           -                        
C            40692       22341       18351       40709       10153       593         32960       83256       11          2031        -           -                        
C            47085       49152       97600       52146       98987       28944       846         72626       1536        32          -           -                        
C            8451        65637       42481       8476        58862       60777       20821       95369       1           65637       -           -                        
C            61434       92040       69061       66406       1433        43655       82709       14670       1770        52          -           -                        
C            13187       79651       33203       15069       93880       46705       82709       26974       13          6127        -           -                        
C            91413       66767       24646       91655       51009       76259       13525       27231       179         373         -           -                        
C            64472       70564       93575       67274       16029       36721       13453       13746       26          2714        -           -                        
C            91565       36495       55070       91579       93560       51883       13453       2083        5           7299        -           -                        
C            5335        26508       78494       7112        3826        52779       543         9437        4           6627        -           -                        
C            28690       90204       38153       57376       63547       60505       543         45394       4           22551       -           -                        
C            72964       99188       73443       73156       91576       60683       94911       82015       4           24797       -           -                        
C            71213       94265       76615       71232       86064       73820       22298       46709       1           94265       -           -                        
C            33671       37772       95566       35071       45331       28946       22298       7872        71          532         -           -                        
C            80871       49203       31668       80877       92722       8685        30684       86658       3           16401       -           -                        
C            47817       34125       13692       47845       23059       30608       6526        69149       21          1625        -           -                        
C            6230        68040       37857       12448       93047       29567       15031       78278       12          5670        -           -                        
C            25341       55718       69290       28507       86760       4824        70914       62914       13          4286        -           -                        
C            38046       21821       16225       76091       5460        28618       84343       53251       1           21821       -           -                        
C            19686       6272        13414       39323       85121       936         77660       35684       49          128         -           -                        
C            32681       34106       98242       32700       50859       98727       77660       65830       1           34106       -           -                        
C            76144       12312       63832       76159       8937        99564       48781       62632       4           3078        -           -                        
C            56256       73064       82859       56263       61824       42617       48781       57173       4           18266       -           -                        
C            38750       88144       50273       58121       55871       45192       1117        86566       8           11018       -           -                        
C            25067       75977       48757       25589       30970       28781       46326       58377       11          6907        -           -                        
C            34243       52456       81454       35097       84970       30860       629         82052       83          632         -           -                        
C            15081       948         14133       29925       30998       76727       629         9215        237         4           -           -                        
C            16349       5133        11216       19069       93470       76649       47101       353         29          177         -           -                        
C            78145       51403       26742       78409       18408       56427       86775       54184       1           51403       -           -                        
C            88373       48828       39545       94663       1948        25170       84194       94985       313         156         -           -                        
C            34772       39112       95327       40566       65048       41931       97266       58678       8           4889        -           -                        
C            44298       23079       21219       88575       99143       92080       57353       38187       21          1099        -           -                        
C            20321       93310       26678       23702       74419       54388       47994       57638       35          2666        -           -                        
C            13947       11634       2313        14050       37988       49582       79185       81391       42          277         -           -                        
C            16137       48155       67649       20170       759         21562       65831       45104       5           9631        -           -                        
C            87654       60546       27108       88182       14619       59299       65831       13094       6           10091       -           -                        
C            67761       17809       49952       68003       84590       38601       45364       2372        1           17809       -           -                        
C            37311       2205        35106       46455       86621       875         13536       85098       735         3           -           -                        
C            29785       31230       98222       33508       52901       59340       13536       51915       1           31230       -           -                        
C            27846       55014       72499       29306       2387        45733       83768       94095       106         519         -           -                        
C            23244       92721       30190       43497       9454        12687       68777       50265       2991        31          -           -                        
C            48108       70080       77695       50732       22110       23010       68777       90880       876         80          -           -                        
C            97868       40888       56980       98955       85129       75453       65295       91506       38          1076        -           -                        
C            77278       15048       62230       88049       5583        39397       75350       73963       1881        8           -           -                        
C            66179       67851       97995       82708       88346       63538       77282       20762       63          1077        -           -                        
C            34500       51450       82717       36037       95713       82593       66868       92092       686         75          -           -                        
C            42727       56022       86372       48830       36897       64258       54514       99628       6           9337        -           -                        
C            38000       17787       20213       38617       17362       3016        54514       86505       363         49          -           -                        
C            47765       36573       11192       47932       1310        4145        54514       104         3           12191       -           -                        
C            76769       11070       65699       91680       53743       31406       18314       9206        2214        5           -           -                        
C            59565       22945       36620       59684       14021       62935       18314       2845        65          353         -           -                        
C            27094       18852       8242        27868       30658       73758       56642       29324       4           4713        -           -                        
C            89062       594         88468       90522       74432       51937       56642       67565       2           297         -           -                        
C            94579       43304       51275       95840       80972       21453       92354       91332       4           10826       -           -                        
C            42983       45401       97249       43113       53389       75754       92354       69013       83          547         -           -                        
C            27560       96616       30611       31497       42679       81497       92354       488         1           96616       -           -                        
C            23234       94536       28365       23313       88169       97940       77675       16288       8           11817       -           -                        
C            24447       85836       38278       36669       98236       35913       77675       7671        3           28612       -           -                        
C            11212       63898       46981       11215       54978       80935       76464       21672       1           63898       -           -                        
C            53915       32223       21692       54701       68342       99118       84739       83102       467         69          -           -                        
C            478         15660       84485       531         34846       68116       95801       35776       1           15660       -           -                        
C            63997       42735       21262       67552       69762       98085       95801       33993       7           6105        -           -                        
C            238         57990       41915       250         44369       75555       6834        44146       10          5799        -           -                        
C            38115       55340       82442       38761       14574       4058        6834        88004       1           55340       -           -                        
C            75155       25860       49295       75165       97856       10415       6834        6865        5           5172        -           -                        
C            74841       50946       23895       77042       4580        56901       52894       21816       7           7278        -           -                        
C            34143       94656       39154       37936       1617        26589       52894       55162       6           15776       -           -                        
C            48118       18592       29526       64152       9359        27546       75469       94749       16          1162        -           -                        
C            65741       8436        57305       65744       58254       34469       75462       26526       2           4218        -           -                        
C            58375       75468       82574       58592       77625       10560       40770       63680       2           37734       -           -                        
C            79281       9874        69407       89191       67171       68641       42124       16114       1           9874        -           -                        
C            31436       23840       7596        32207       35942       87109       56992       17587       596         40          -           -                        
C            98156       41816       56340       98327       31800       71522       56992       91369       2           20908       -           -                        
C            13827       33920       79574       13889       58910       96830       38958       26698       1           33920       -           -                        
C            88649       43364       45285       88724       13236       28952       97243       45123       74          586         -           -                        
C            24653       39000       85320       24700       82182       56316       73607       88920       25          1560        -           -                        
C            8387        13354       94700       11179       16845       403         9655        16467       11          1214        -           -                        
C            2827        46176       56318       2895        38869       91813       9655        30579       39          1184        -           -                        
C            71551       57268       14283       85820       80789       73212       9655        32540       206         278         -           -                        
C            73005       53190       19815       74145       39520       80313       9655        19849       45          1182        -           -                        
C            30141       39782       90026       60281       23201       20180       45027       84831       1           39782       -           -                        
C            47641       40502       7139        48122       7165        13138       45027       8477        22          1841        -           -                        
C            36606       32640       3966        38549       90539       29422       26550       80621       1632        20          -           -                        
C            33150       86944       45873       33397       29099       49487       65806       20009       52          1672        -           -                        
C            30651       97152       33166       40860       63412       50554       52971       86774       24          4048        -           -                        
C            92496       53103       39393       92539       62524       83535       52971       40482       3           17701       -           -                        
C            40033       73329       66371       43369       93469       17569       65344       56479       1           73329       -           -                        
C            27610       94765       32512       33121       77209       8151        76967       8095        55          1723        -           -                        
C            67484       13064       54420       70176       6194        62444       13385       19987       184         71          -           -                        
C            76822       85479       91010       76851       55114       12434       13385       71579       1           85479       -           -                        
C            78836       75520       3316        96185       3781        74176       83203       83212       9440        8           -           -                        
C            16609       72766       43510       17647       62433       64657       14998       80055       1           72766       -           -                        
C            15355       77835       37187       30709       47867       64123       14998       17902       1           77835       -           -                        
C            2354        19620       82401       2710        54456       8679        13761       78649       218         90          -           -                        
C            5179        47974       56872       8947        5282        97461       55334       74014       1411        34          -           -                        
C            75871       77200       98338       75936       99592       42841       92873       32193       16          4825        -           -                        
C            39190       74512       64345       78372       38905       33431       70043       67362       8           9314        -           -                        
C            64559       60172       4387        69525       75342       74773       70043       65620       1           60172       -           -                        
C            22823       89520       32970       22851       26487       68850       53114       28191       3           29840       -           -                        
C            47852       6716        41136       48250       23632       16273       53114       92835       92          73          -           -                        
C            4927        18438       86156       9848        59170       39712       44213       18000       6           3073        -           -                        
C            25867       62349       63185       51733       49049       20833       66696       43370       1           62349       -           -                        
C            16583       16744       99506       18948       35833       42409       5012        3875        28          598         -           -                        
C            85362       95880       89149       89830       49786       24337       21940       18964       470         204         -           -                        
C            21555       86112       35110       28736       81109       88398       52654       17396       12          7176        -           -                        
C            85781       44420       41361       85790       75657       53047       39632       52177       2           22210       -           -                        
C            82223       53175       29048       86594       71968       73181       80448       160         3545        15          -           -                        
C            57302       27034       30268       57352       78065       65144       80448       45666       2           13517       -           -                        
C            67430       81144       85953       73048       64988       17785       80448       63941       14          5796        -           -                        
C            35237       75446       59458       35625       64197       65877       16031       60686       317         238         -           -                        
C            43225       38836       4389        43757       6159        56532       11639       41692       133         292         -           -                        
C            26334       67550       58451       28330       32045       30621       13243       26750       386         175         -           -                        
C            14400       75316       38751       14423       85832       80172       75133       90318       2           37658       -           -                        
C            9169        48610       60226       13751       57571       10751       75133       51305       5           9722        -           -                        
C            31560       85500       45727       33663       73233       9979        75133       65715       15          5700        -           -                        
C            91255       77178       14077       91456       72796       19295       75133       96593       1           77178       -           -                        
C            27712       87840       39539       29429       14507       14567       53948       8800        240         366         -           -                        
C            22149       24065       97751       22165       76813       30330       53948       49972       5           4813        -           -                        
C            90773       26348       64425       90780       96153       21927       78352       27391       4           6587        -           -                        
C            27620       57784       69503       55232       80064       40951       12101       51577       8           7223        -           -                        
C            91145       91378       99434       92744       58602       28387       12101       69130       2           45689       -           -                        
C            26644       95880       30431       39626       68151       81330       52452       70304       680         141         -           -                        
C            51820       70140       81347       52605       66044       3600        9084        4800        10          7014        -           -                        
C            64604       6140        58464       66737       20470       82332       9084        22300       614         10          -           -                        
C            97801       30887       66914       98616       24736       33366       9084        60484       1           30887       -           -                        
C            84028       66740       17288       84094       56652       84134       72315       54159       10          6674        -           -                        
C            48619       75069       73217       48769       89007       96549       11413       10156       19          3951        -           -                        
C            76569       98865       77371       76609       63835       97448       85351       66428       9           10985       -           -                        
C            16498       69624       46541       32978       21754       23569       55140       14206       18          3868        -           -                        
C            14226       91476       22417       14931       91635       86971       66355       69825       126         726         -           -                        
C            8885        20007       88545       9202        15016       52051       49736       14358       9           2223        -           -                        
C            73625       87825       85467       73640       15687       38475       91956       98853       5           17565       -           -                        
C            75242       22774       52468       76914       46916       62131       89836       51474       2           11387       -           -                        
C            7239        79218       27688       7373        53583       97476       467         40385       3           26406       -           -                        
C            45652       17577       28075       90653       81579       5720        79500       47094       651         27          -           -                        
C            15729       69818       45578       31457       29226       42032       96437       69032       1           69818       -           -                        
C            71547       73623       97591       94329       24251       8429        87121       37316       3201        23          -           -                        
C            6242        61354       44555       6255        5209        22598       77797       51309       2           30677       -           -                        
C            86268       6696        79572       88664       10323       20641       77797       51181       12          558         -           -                        
C            94828       14300       80528       96584       23002       46237       71026       7436        4           3575        -           -                        
C            12946       6290        6656        15868       51314       6911        71026       87621       1258        5           -           -                        
C            55965       89115       66517       56682       97961       25088       23360       34358       39          2285        -           -                        
C            51753       42198       9555        51798       8755        24436       79744       94845       3           14066       -           -                        
C            40354       37700       2654        41554       36979       99625       68850       13806       754         50          -           -                        
C            20826       58696       61797       20875       95792       19285       61284       89055       1           58696       -           -                        
C            30243       71697       58213       30351       98049       24436       63832       4822        3           23899       -           -                        
C            31414       78914       52167       39162       54761       12326       21421       38204       422         187         -           -                        
C            33153       46184       86636       33265       2115        56800       12259       87578       1           46184       -           -                        
C            47041       59738       86970       93963       78513       30380       18415       15498       119         502         -           -                        
C            64330       20650       43680       64806       29440       70629       32042       8295        70          295         -           -                        
C            38042       1256        36786       38060       29967       21277       8928        5531        8           157         -           -                        
C            36729       71400       64996       69888       68420       25196       27805       93783       3570        20          -           -                        
C            12058       98460       13265       15348       48169       89239       27805       46017       2188        45          -           -                        
C            2355        41124       60898       2377        66741       40256       8944        50701       1           41124       -           -                        
C            78679       17163       61516       81217       60374       95084       7738        70238       1           17163       -           -                        
E            42278       10569       31709       -           24205       20851       7738        49136       -           -           -           -                        
C            47845       30629       17216       47863       32798       97362       7738        49409       1           30629       -           -                        
C            28017       31416       96268       28435       47092       84842       73969       42033       11          2856        -           -                        
C            77436       77176       260         96793       45256       11007       34130       59816       8           9647        -           -                        
C            27133       68466       58334       54264       68135       65933       47758       57038       2           34233       -           -                        
C            86579       53380       33199       86626       63942       90048       86523       45166       5           10676       -           -                        
C            29055       49476       79246       35877       64131       99192       25128       3712        1767        28          -           -                        
C            91153       63261       27892       91488       5851        36077       43784       49938       33          1917        -           -                        
C            97428       48796       48632       98744       5326        15588       89109       56935       44          1109        -           -                        
C            79065       12521       66544       79067       33878       71818       89109       27634       1           12521       -           -                        
C            33967       66304       67330       37028       51685       62867       32855       34891       296         224         -           -                        
C            76097       49552       26545       76144       32912       46323       18208       66963       4           12388       -           -                        
C            38774       37871       903         38965       37385       161         97927       97194       1           37871       -           -                        
C            57762       27702       30060       86634       49761       42796       32837       11303       18          1539        -           -                        
C            50878       12098       38780       63466       36139       97479       23677       18434       526         23          -           -                        
C            54686       74074       80279       62498       69240       12763       95672       1524        2           37037       -           -                        
C            13634       88478       24823       13755       11780       69675       90159       28317       82          1079        -           -                        
C            72067       3615        68452       72204       65908       76380       32205       77684       5           723         -           -                        
C            86567       28070       58497       88731       42945       76895       32205       30380       7           4010        -           -                        
C            32901       49212       83356       33192       18380       38090       9633        40043       18          2734        -           -                        
C            74015       9207        64808       74559       14322       52845       9633        35596       31          297         -           -                        
C            49265       64657       84275       73508       29772       26891       59623       28983       779         83          -           -                        
C            64404       21384       43020       64686       63348       11716       75008       72367       108         198         -           -                        
C            52836       45192       7644        53117       92899       2098        48622       73860       8           5649        -           -                        
C            41436       68367       72736       82859       8206        60386       91184       42433       13          5259        -           -                        
E            70506       17626       52880       -           9281        67081       51405       23681       -           -           -           -                        
C            40026       39228       798         58638       91033       37048       51405       46262       2802        14          -           -                        
C            41278       54002       86943       51597       69755       48429       77981       17238       2           27001       -           -                        
C            37018       73660       63025       73920       7215        77506       77981       13755       116         635         -           -                        
C            55971       53730       2241        56253       9357        21927       33208       27391       135         398         -           -                        
C            59090       62496       96261       61647       71138       53931       33208       59587       279         224         -           -                        
C            79211       45880       33331       79213       68973       49740       35422       53498       1           45880       -           -                        
C            89203       46034       43169       89206       64630       93796       41228       21834       1           46034       -           -                        
C            97003       8525        88478       97012       9286        21176       41125       14029       1           8525        -           -                        
C            24457       93070       31054       39607       99500       11699       41125       63898       9307        10          -           -                        
C            21589       25553       95703       22103       78314       62680       30783       71945       1           25553       -           -                        
C            81618       35802       45816       93081       13577       11510       30783       21783       1377        26          -           -                        
C            39696       74543       64820       47635       49075       1514        78910       76508       1           74543       -           -                        
C            28338       37980       90025       54566       71558       96598       41083       24177       2110        18          -           -                        
C            25763       80348       45082       25785       53554       52968       53542       50786       1           80348       -           -                        
C            36775       93909       42533       37092       41889       15997       62019       98984       3           31303       -           -                        
C            13377       3827        9550        13415       9890        53362       22031       83634       1           3827        -           -                        
C            40962       11840       29122       51110       22412       4476        91973       84850       370         32          -           -                        
C            88618       62436       26182       89784       46740       9572        65601       2074        2           31218       -           -                        
C            53656       75148       78175       80483       41588       54698       93954       32077       2           37574       -           -                        
C            82104       54761       27343       93833       23212       71096       81567       72829       1           54761       -           -                        
C            64206       74808       89065       80256       33562       15201       81567       79054       6           12468       -           -                        
C            55978       17118       38860       56319       87379       60511       81567       82876       54          317         -           -                        
C            78775       16636       62139       80848       4884        37157       70777       11921       1           16636       -           -                        
C            47821       12312       35509       47961       95193       26432       70777       62239       81          152         -           -                        
C            13805       17832       95640       13848       81654       630         84674       36567       2           8916        -           -                        
C            14078       86048       27697       14085       97415       3136        40373       88476       1           86048       -           -                        
C            43459       67252       75874       46252       75836       23657       5092        29666       1564        43          -           -                        
C            90486       18980       71506       92848       5220        6815        76765       84396       730         26          -           -                        
C            41120       66220       74567       43761       26895       96767       92874       8359        1505        44          -           -                        
C            97374       89964       7410        98297       18604       44669       92874       42756       459         196         -           -                        
C            13451       82340       30778       13617       8023        84923       74918       46794       5           16468       -           -                        
C            58941       790         58151       60625       84600       14992       61568       20063       1           790         -           -                        
C            44535       94689       49513       45407       77166       6589        56693       6104        63          1503        -           -                        
C            60302       57084       3218        60308       231         74472       35693       6719        2           28542       -           -                        
C            9665        89175       20157       9939        61825       30159       35693       89069       75          1189        -           -                        
C            63992       26586       37406       64042       48240       898         13779       39012       42          633         -           -                        
C            26189       87241       38615       29321       71584       95542       81589       75850       1133        77          -           -                        
C            67102       66477       625         89469       52733       54015       51964       59885       1           66477       -           -                        
C            15497       47957       67207       15557       44936       58983       26199       93318       17          2821        -           -                        
C            44031       88410       55288       44160       53567       172         26199       45032       42          2105        -           -                        
C            62288       82899       79056       96943       85372       93204       63671       21831       27633       3           -           -                        
C            58532       39040       19492       87718       72208       926         63671       34651       160         244         -           -                        
