Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
C            8511        6758        1753        12751       4908        82104       25615       16775       31          218         -           -                        
D1           44353       34435       9918        69065       51435       81289       25615       57183       19641       -           -           1.753220304465149432     
D1           55534       40721       14813       83531       12498       27575       25615       70826       27537       -           -           1.478774013145949086     
D1           40785       3407        37378       50154       52996       24062       25615       67491       3309        -           -           1.029616198247204593     
D1           29022       4870        24152       37090       13769       51454       25615       38169       4818        -           -           1.010792860107928601     
D1           47367       9961        37406       87636       33221       33940       25615       17446       7098        -           -           1.403353057199211045     
D1           44385       13739       30646       76853       91267       61203       25615       92748       11917       -           -           1.152890828228581018     
D1           40615       16951       23664       66118       87178       33233       25615       29550       15112       -           -           1.121691371095817893     
D1           57883       6779        51104       66618       22109       32465       25615       74648       5473        -           -           1.238625982093915585     
D1           74605       28583       46022       89574       96085       62246       25615       97127       14729       -           -           1.940593387195328942     
D1           84908       15815       69093       97121       62909       90215       25615       56834       11630       -           -           1.359845227858985382     
D1           65760       6183        59577       72671       231         58993       25615       86750       3561        -           -           1.736310025273799494     
D1           73037       23656       49381       88147       94157       3258        25615       7014        12597       -           -           1.877907438278955306     
D1           24524       17600       6924        38452       59335       16200       25615       3133        10596       -           -           1.661004152510381276     
D1           55450       19795       35655       77766       71768       88111       25615       32862       10818       -           -           1.829820669254945461     
D1           37734       16541       21193       65229       6586        73663       25615       21537       10239       -           -           1.615489793925188006     
C            6222        24786       81103       7773        20931       5143        25615       45942       18          1377        -           -                        
D1           34058       19851       14207       56422       12434       55441       25615       19119       11694       -           -           1.697537198563365828     
D1           52415       6809        45606       60339       23187       84363       25615       6968        4871        -           -           1.397864914801888729     
D1           57581       5028        52553       61704       18039       24800       53919       92888       3982        -           -           1.262682069311903566     
D1           31206       21599       9607        51599       57583       49091       53919       28175       10813       -           -           1.997503005641357625     
D1           67869       24852       43017       91926       39043       43588       53919       32926       19755       -           -           1.258010630220197418     
D1           54553       27349       27204       83283       39913       71699       53919       57976       25823       -           -           1.059094605584169151     
D1           31789       26593       5196        48815       9709        65211       53919       97514       14763       -           -           1.801327643432906590     
C            62883       22410       40473       62980       97565       71662       53919       179         27          830         -           -                        
D1           51421       17229       34192       91981       62327       96256       53919       3328        10861       -           -           1.586318018598655740     
D1           61266       38045       23221       91952       48229       13360       53919       83586       30580       -           -           1.244113799869195552     
D1           64870       14844       50026       90675       23252       12533       53919       99239       13260       -           -           1.119457013574660633     
D1           57380       4606        52774       67969       3945        3630        53919       96687       4435        -           -           1.038556933483652762     
D1           31609       12175       19434       53929       77813       62701       53919       38094       9289        -           -           1.310690063515986650     
D1           58329       12838       45491       70051       52416       21813       53919       40277       11441       -           -           1.122104711126649768     
D1           31812       11808       20004       44109       78235       69377       53919       6696        7218        -           -           1.635910224438902743     
D1           57392       12408       44984       69402       10965       48081       53919       4555        9352        -           -           1.326775021385799828     
D1           54246       22609       31637       89293       88388       44263       53919       16699       19199       -           -           1.177613417365487785     
D1           22836       12004       10832       38427       53935       78110       53919       4219        7245        -           -           1.656866804692891649     
D1           62410       26557       35853       86730       91903       96806       84084       29509       13770       -           -           1.928612926652142338     
D1           71100       28325       42775       95076       33252       86074       84084       22232       23148       -           -           1.223647831346120615     
D1           45572       27916       17656       76163       61336       40285       84084       48716       14981       -           -           1.863427007542887657     
D1           20728       13844       6884        33466       77794       2737        84084       34976       7990        -           -           1.732665832290362953     
D1           73580       2511        71069       91375       43027       53360       84084       39228       2400        -           -           1.04625                  
D1           33283       11897       21386       60128       5294        88872       84084       95358       6438        -           -           1.847934141037589313     
D1           42136       7030        35106       77349       60118       36121       84084       7298        6923        -           -           1.015455727285858731     
D1           70408       20344       50064       96028       6177        27881       84084       21334       19168       -           -           1.061352253756260434     
D1           68618       26949       41669       93142       1535        54212       84084       35599       19570       -           -           1.377056719468574348     
D1           72844       15731       57113       93320       97133       68086       84084       12462       11416       -           -           1.377978276103714085     
D1           20474       5597        14877       26126       95765       15421       84084       4162        3518        -           -           1.590960773166571915     
D1           59300       21306       37994       74775       43875       66276       84084       98434       12875       -           -           1.654834951456310679     
D1           38267       23982       14285       62821       55532       47033       84084       83353       13713       -           -           1.748851454823889739     
D1           60539       38941       21598       94194       94617       49953       84084       91232       26884       -           -           1.448482368695134652     
D1           42498       29882       12616       67734       28337       87834       84084       27590       17262       -           -           1.731085621596570501     
D1           68491       27828       40663       93308       59262       33086       84084       11615       18857       -           -           1.475738452564034576     
D1           71783       18717       53066       86320       40304       93299       84084       16502       13635       -           -           1.372717271727172717     
D1           24425       7105        17320       44095       84495       19133       84084       3987        4755        -           -           1.494216614090431125     
D1           59463       44684       14779       96095       71768       37557       84084       55078       22831       -           -           1.957163505759712671     
D1           49789       26098       23691       67309       47289       64290       84084       52712       14749       -           -           1.769475896670960743     
D1           62037       20667       41370       86408       83773       75444       84084       46747       13295       -           -           1.554494170740880030     
C            27172       54400       72439       54294       77314       77500       54828       79230       50          1088        -           -                        
D1           30733       26918       3815        46360       9786        82643       54828       899         15106       -           -           1.781940950615649410     
D1           37847       1751        36096       40920       50422       1001        54828       18717       971         -           -           1.803295571575695159     
D1           62112       39827       22285       98145       83374       92614       54828       2579        26079       -           -           1.527167452739752291     
D1           69653       37140       32513       93893       19134       47609       54828       93262       21173       -           -           1.754120814244556746     
D1           44852       7915        36937       58063       72252       82120       54828       60567       5219        -           -           1.516574056332630772     
D1           49154       13777       35377       90735       76104       6417        54828       30306       7573        -           -           1.819226198336194374     
D1           41955       11927       30028       74563       23107       89107       54828       63712       9347        -           -           1.276024392853321921     
D1           22715       5719        16996       42534       12829       87815       54828       83850       2896        -           -           1.974792817679558011     
D1           72408       28411       43997       99146       55863       70409       54828       66240       18932       -           -           1.500686668075216564     
D1           31956       14692       17264       55234       67438       84806       54828       29848       8678        -           -           1.693016824153030652     
D1           42218       23134       19084       65701       63738       11624       54828       34924       18735       -           -           1.234801174272751534     
D1           59635       34725       24910       80727       5524        94756       54828       48234       17451       -           -           1.989857314767062059     
D1           53010       22076       30934       89636       6957        96127       54828       36893       16384       -           -           1.347412109375           
D1           39797       25564       14233       62824       45004       214         54828       90375       16770       -           -           1.524388789505068574     
D1           48459       23466       24993       76287       85323       65455       54828       86533       20631       -           -           1.137414570306819834     
D1           48866       20209       28657       77983       96136       33793       69826       54471       19749       -           -           1.023292318598410046     
D1           49819       30529       19290       78224       14771       34242       69826       27606       21414       -           -           1.425656112823386569     
D1           48774       30758       18016       75361       81580       33130       69826       24955       22187       -           -           1.386307297065849371     
D1           62448       6550        55898       76749       81894       30659       69826       42815       5244        -           -           1.249046529366895499     
D1           37545       29012       8533        58038       93784       16254       69826       87803       17052       -           -           1.701384001876612714     
D1           56654       28133       28521       89328       26357       74955       69826       86002       23980       -           -           1.173185988323603002     
D1           37266       24442       12824       55948       99274       34348       69826       26820       18584       -           -           1.315217391304347826     
D1           31172       17554       13618       53007       39517       97464       69826       60582       9337        -           -           1.880047124344007711     
D1           29841       23127       6714        47903       42467       64659       69826       61997       11779       -           -           1.963409457509126411     
D1           62280       7225        55055       70508       38984       89923       69826       24536       4684        -           -           1.542485055508112724     
D1           51491       22423       29068       88480       43340       278         69826       12076       14502       -           -           1.546200524065646117     
D1           40454       3499        36955       77938       71568       85533       69826       87600       2970        -           -           1.178114478114478114     
D1           36085       15414       20671       60897       22962       17126       69826       82349       11273       -           -           1.367337886986605162     
D1           52270       16426       35844       88416       1186        3436        69826       67579       16124       -           -           1.018729843711237906     
D1           55123       27738       27385       90331       11241       23965       69826       64399       19915       -           -           1.392819482801908109     
D1           24522       9585        14937       42649       27666       11000       69826       59820       6395        -           -           1.498827208756841282     
D1           47683       10697       36986       67617       86052       16217       69826       89425       7815        -           -           1.368777991042866282     
D1           58022       41300       16722       89537       73591       21825       69826       57224       26507       -           -           1.558078998000528162     
D1           43041       5444        37597       62467       74381       94032       67648       97223       4189        -           -           1.299594175220816424     
D1           39724       24650       15074       62004       97314       32250       67648       18415       17444       -           -           1.413093327218527860     
D1           67219       26696       40523       92326       53097       3632        67648       3505        17005       -           -           1.569891208468097618     
D1           43631       10995       32636       78844       12013       68636       67648       71194       8418        -           -           1.306129722024233784     
D1           36649       16484       20165       62869       35840       36690       67648       15985       10429       -           -           1.580592578387189567     
C            15840       27192       88315       18044       12252       44645       67648       68627       412         66          -           -                        
D1           52746       22422       30324       66086       94698       79616       67648       21357       12726       -           -           1.761904761904761904     
D1           85318       5634        79684       93463       24225       43557       67648       45557       3868        -           -           1.456566701137538779     
D1           47276       2585        44691       54898       42024       87606       67648       83248       1544        -           -           1.674222797927461139     
D1           56503       48566       7937        86251       68325       4993        67648       73049       26755       -           -           1.815212109886002616     
D1           48424       10182       38242       87003       87014       36424       67648       90781       9845        -           -           1.034230573895378364     
D1           84387       12434       71953       94118       85024       31208       67648       8058        6539        -           -           1.901513992965285211     
D1           59241       48851       10390       92148       80277       7983        67648       4125        26334       -           -           1.855054302422723475     
D1           46347       6540        39807       86781       9086        46289       67648       40982       5913        -           -           1.106037544393708777     
D1           55477       17911       37566       76892       96751       97043       67648       29559       12647       -           -           1.416225191745077884     
D1           46872       11922       34950       81868       90725       24824       98765       25991       11876       -           -           1.003873358033007746     
D1           50417       36942       13475       80189       83713       9247        98765       1497        20645       -           -           1.789392104625817389     
D1           69243       25345       43898       95656       22005       12786       98765       44592       16417       -           -           1.543826521288907839     
D1           23458       14473       8985        36637       87122       38696       98765       16516       10279       -           -           1.408016344002334857     
D1           44915       14554       30361       78529       93439       18919       98765       12256       11301       -           -           1.287850632687372798     
D1           70626       33128       37498       95915       48699       29082       98765       38186       20048       -           -           1.652434158020750199     
D1           40109       16138       23971       71162       9453        5585        98765       49967       9056        -           -           1.782022968197879858     
D1           59735       31989       27746       90717       49676       17459       98765       50105       28753       -           -           1.112544777936215351     
D1           67114       6961        60153       77706       21052       79493       98765       47140       3562        -           -           1.954239191465468837     
D1           36860       21073       15787       61721       30141       89911       98765       69180       11999       -           -           1.756229685807150595     
D1           70800       24109       46691       94624       56623       97479       98765       81233       23152       -           -           1.041335521769177608     
D1           56390       28893       27497       90348       19165       34177       98765       36462       22432       -           -           1.288026034236804564     
C            23799       10659       13140       27169       75640       23050       98765       79880       209         51          -           -                        
D1           74574       12099       62475       90352       76915       69034       98765       73107       11462       -           -           1.055574943290874193     
D1           68367       35336       33031       92273       55726       540         98765       25834       20555       -           -           1.719095110678666991     
D1           35921       10417       25504       66425       88271       75619       98765       81676       5417        -           -           1.923020121838656082     
D1           50255       14830       35425       86387       59390       30744       98765       22706       14123       -           -           1.050060185512992990     
D1           75610       12664       62946       86590       64587       95829       98765       29752       9730        -           -           1.301541623843782117     
D1           49659       32212       17447       77762       76314       83241       98765       78113       21556       -           -           1.494340322879940619     
D1           68432       29627       38805       91260       8093        48447       49275       75656       22776       -           -           1.300799086757990867     
D1           60221       14232       45989       76583       32637       11164       49275       44928       11135       -           -           1.278132016165244723     
D1           64740       10278       54462       84394       63629       324         49275       25565       5778        -           -           1.778816199376947040     
D1           57761       26130       31631       92947       82977       44967       49275       29379       22575       -           -           1.157475083056478405     
D1           41662       28342       13320       64511       6463        52334       49275       61797       18813       -           -           1.506511454845053952     
D1           42254       5516        36738       49690       81618       60237       49275       88711       5074        -           -           1.087110760741032715     
D1           83582       11489       72093       98460       93704       20776       49275       75396       9192        -           -           1.249891209747606614     
D1           51840       12119       39721       59288       52403       26535       49275       49557       7152        -           -           1.694491051454138702     
D1           82862       20039       62823       96677       96452       53322       49275       61437       13787       -           -           1.453470660767389569     
D1           78104       2806        75298       80016       793         83052       49275       38337       1624        -           -           1.727832512315270936     
D1           24999       9059        15940       31740       63260       49062       49275       3471        4776        -           -           1.896775544388609715     
D1           73925       19188       54737       94052       97325       31792       49275       92254       13544       -           -           1.416715888954518606     
D1           59710       15497       44213       84019       68068       22748       49275       67075       11092       -           -           1.397133068878470970     
D1           76524       28642       47882       91958       27585       46128       49275       6230        14788       -           -           1.936840681633757100     
D1           63269       50766       12503       95233       44387       98762       49275       27220       31305       -           -           1.621657882127455678     
D1           61712       32960       28752       95936       5409        47852       49275       50549       27488       -           -           1.199068684516880093     
D1           47457       23845       23612       76297       93909       54563       49275       97880       18617       -           -           1.280818606649836171     
D1           49022       4127        44895       94716       34286       84920       49275       6032        3328        -           -           1.240084134615384615     
D1           42208       17990       24218       71333       64603       78378       49275       65563       13083       -           -           1.375066880684858212     
D1           70597       22860       47737       97751       28266       16530       49275       62454       16289       -           -           1.403401068205537479     
D1           38916       9088        29828       49330       48115       87923       49275       78261       7674        -           -           1.184258535314047432     
D1           58805       34370       24435       92691       9943        31414       49275       88965       24919       -           -           1.379268831012480436     
D1           56006       22241       33765       77878       43747       63367       49275       27310       12262       -           -           1.813815038329799380     
D1           33627       4203        29424       63330       67997       83143       49275       87107       3924        -           -           1.071100917431192660     
D1           58477       33527       24950       91821       78045       8445        49275       47435       25133       -           -           1.333983209326383639     
D1           39842       3528        36314       43191       3302        4269        49275       34471       3003        -           -           1.174825174825174825     
D1           47878       22238       25640       80744       27196       94466       88960       92243       15012       -           -           1.481348254729549693     
D1           69187       10717       58470       89245       28726       73055       88960       19600       9013        -           -           1.189060246310884278     
D1           48942       16378       32564       67344       6037        63242       88960       90474       12138       -           -           1.349316197067062119     
D1           40831       10488       30343       74345       13743       78554       88960       46908       7317        -           -           1.433374333743337433     
D1           50369       25303       25066       82964       14960       14849       88960       86684       17774       -           -           1.423596264206143805     
D1           69975       24972       45003       96773       5129        1554        88960       33428       16379       -           -           1.524635203614384272     
D1           63389       35833       27556       96484       94605       93308       88960       36674       30294       -           -           1.182841486763055390     
C            753         77349       23071       826         68930       56972       88960       66908       23          3363        -           -                        
D1           44573       10762       33811       80135       37678       94831       88960       64163       9011        -           -           1.194318055709688158     
D1           68917       14059       54858       84311       36049       8974        88960       12099       7341        -           -           1.915134177904917586     
D1           45852       8781        37071       86589       76186       58788       88960       22029       5115        -           -           1.716715542521994134     
D1           60950       26953       33997       82293       44015       40865       88960       34648       18264       -           -           1.475744634253175646     
D1           60926       24836       36090       97414       90507       78352       88960       84736       24438       -           -           1.016286111793109092     
D1           71965       30479       41486       99250       19771       55114       88960       17610       17395       -           -           1.752170163840183960     
D1           54041       22779       31262       91151       60125       4638        88960       37568       16931       -           -           1.345401925462169984     
D1           37738       15758       21980       66780       34088       85506       88960       28648       8696        -           -           1.812097516099356025     
D1           34809       27651       7158        54870       76546       6774        88960       20884       14748       -           -           1.874898291293734743     
D1           62864       45222       17642       96398       32738       33412       88960       97653       29330       -           -           1.541834299352199113     
D1           28413       17211       11202       43317       16070       67971       88960       62003       13509       -           -           1.274039529202753719     
D1           67486       20433       47053       85791       93296       55444       88960       34601       12571       -           -           1.625407684352875666     
D1           53234       12975       40259       97587       12278       68252       88960       71622       8881        -           -           1.460984123409525954     
D1           64221       20602       43619       88261       94863       92657       98585       63605       16141       -           -           1.276376928319187163     
D1           47601       17385       30216       66920       2369        15805       98585       24577       8963        -           -           1.939640745286176503     
D1           54852       8808        46044       70449       69792       19087       98585       45618       8061        -           -           1.092668403423892817     
C            85174       37368       47806       85328       42095       88496       98585       43521       12          3114        -           -                        
D1           51532       14208       37324       92880       25466       70122       98585       33596       10184       -           -           1.395129615082482325     
D1           71766       16845       54921       87006       68514       30899       98585       10845       10806       -           -           1.558856191004997223     
C            26450       45748       80369       27362       21474       32908       98585       52755       2           22874       -           -                        
D1           50453       45300       5153        78236       56868       11870       98585       16300       22670       -           -           1.998235553595059550     
D1           64721       17064       47657       88687       52587       77185       98585       92452       16789       -           -           1.016379772470069688     
D1           30108       16771       13337       47432       24405       33649       98585       12383       12784       -           -           1.311874217772215269     
D1           53808       33902       19906       81631       97755       51511       98585       61805       25985       -           -           1.304675774485279969     
D1           42219       20883       21336       69616       83349       35934       98585       95262       14822       -           -           1.408919174200512751     
D1           58528       17311       41217       74503       59849       4386        98585       17919       10603       -           -           1.632651136470810148     
