Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered 
C            83916       16164       67752       86124       57523       77728       26414       57013       12          1347        -           -                        -           
C            9122        23232       85557       9407        60920       95510       26424       67575       2           11616       -           -                        -           
C            13782       17858       95591       14047       73892       54680       59201       60511       2           8929        -           -                        -           
C            34785       72075       62377       34903       10989       56970       26444       13856       93          775         -           -                        -           
C            80820       57375       23445       87035       18762       21588       92010       46713       25          2295        -           -                        -           
C            4492        46334       57825       8983        50319       72177       92034       89806       1           46334       -           -                        -           
C            72697       97906       74458       72914       87929       19540       26526       32580       2           48953       -           -                        -           
C            88254       12420       75834       90501       43787       41276       26546       33995       621         20          -           -                        -           
C            90109       22236       67873       90127       29819       25188       92149       87595       1           22236       -           -                        -           
C            50999       68832       81834       53683       90145       92952       26615       77051       3           22944       -           -                        -           
C            25958       10536       15422       26823       79752       69708       92350       17906       8           1317        -           -                        -           
C            33293       14466       18827       49938       59767       90958       92399       19978       3           4822        -           -                        -           
C            28681       87232       41116       57315       57919       57517       92400       3302        47          1856        -           -                        -           
C            1794        81732       19729       2092        14603       39654       26875       44321       6           13622       -           -                        -           
C            29844       57240       72271       30402       22357       95304       92455       7541        270         212         -           -                        -           
C            4569        61701       42535       5140        81998       82750       92604       72097       1           61701       -           -                        -           
C            22869       53515       69021       23017       10781       92070       27124       70884       77          695         -           -                        -           
C            16420       46848       69239       24622       65196       50745       92693       52430       16          2928        -           -                        -           
E1           15426       11570       3856        -           3296        77896       60015       2725        -           -           -           -                        60015, 23175
C            94829       94758       71          95768       38029       6434        60064       1250        929         102         -           -                        -           
C            94033       4895        89138       96170       65496       66997       92842       24754       5           979         -           -                        -           
C            12278       98586       13359       13642       46156       97590       92933       3781        2           49293       -           -                        -           
C            99087       26906       72181       99155       20723       96435       92944       32802       11          2446        -           -                        -           
C            58418       83846       74239       58422       37849       51153       92949       57937       2           41923       -           -                        -           
C            62753       53946       8807        63982       82496       57419       60284       93755       74          729         -           -                        -           
C            16463       51170       64960       31736       75316       33528       60285       31096       1190        43          -           -                        -           
C            32818       49077       83408       65465       55947       90809       60326       51590       171         287         -           -                        -           
C            52773       70566       81874       93785       70479       61785       27684       89045       11761       6           -           -                        -           
C            69464       46492       22972       77182       64706       31713       60464       10903       2           23246       -           -                        -           
C            81925       5586        76339       86743       28981       16421       27808       61707       19          294         -           -                        -           
E1           42630       10657       31973       -           28645       29562       27808       20908       -           -           -           -                        26621, 27808
C            41258       33798       7460        42404       71304       62839       93365       77468       2           16899       -           -                        -           
C            73424       73704       99387       73447       97288       67126       27907       12286       8           9213        -           -                        -           
C            40081       40877       98871       50091       70366       10764       27945       28333       41          997         -           -                        -           
C            36794       9186        27608       36962       95184       39365       93508       10247       2           4593        -           -                        -           
C            75561       23044       52517       84286       80666       60207       60743       85026       5761        4           -           -                        -           
C            98621       75696       22925       99102       65109       672         60761       4520        16          4731        -           -                        -           
C            87055       38802       48253       87108       32786       8861        93532       12398       29          1338        -           -                        -           
C            71417       69905       1512        71738       33168       34144       93573       43961       155         451         -           -                        -           
C            83412       81221       2191        95287       23124       27619       93592       41178       287         283         -           -                        -           
C            87027       32578       54449       97883       82276       30420       93604       92106       179         182         -           -                        -           
C            70813       35091       35722       71178       71969       84062       93617       59044       3           11697       -           -                        -           
C            62610       69993       92284       69533       678         44350       28141       76397       303         231         -           -                        -           
C            11842       79002       32507       14199       35509       74524       28266       25053       57          1386        -           -                        -           
E1           14122       3530        10592       -           69704       37244       28290       26564       -           -           -           -                        27836, 28290
C            34807       73630       60844       35425       15686       97528       28327       75133       199         370         -           -                        -           
C            40403       77622       62448       80789       65511       98086       61096       36140       17          4566        -           -                        -           
C            56672       39492       17180       84999       58905       53279       93862       22401       18          2194        -           -                        -           
C            38720       69856       68531       41022       33356       70894       93882       75335       1888        37          -           -                        -           
C            72698       48108       24590       81771       94714       63611       61116       47560       114         422         -           -                        -           
C            69228       22020       47208       90836       35738       31031       28376       62989       4404        5           -           -                        -           
C            56102       44604       11498       59402       96607       28187       28452       90272       2           22302       -           -                        -           
C            16685       84132       32220       20856       4796        21035       28502       66102       1           84132       -           -                        -           
C            14121       94004       19784       14161       85653       12196       28604       18968       1           94004       -           -                        -           
C            37948       79096       58519       38320       21416       90994       94170       66014       4           19774       -           -                        -           
C            31095       65210       65552       31154       83113       74932       61485       45308       2           32605       -           -                        -           
C            83260       85020       97907       91508       24315       76741       94267       30500       780         109         -           -                        -           
C            22625       6024        16601       43242       53868       95194       28789       52398       2008        3           -           -                        -           
C            76335       64390       11945       77857       92226       311         94410       63333       235         274         -           -                        -           
C            3897        84930       18634       5473        57440       58754       94471       87748       745         114         -           -                        -           
C            53550       9004        44546       53594       66887       90550       29037       39076       2           4502        -           -                        -           
C            49368       38157       11211       51511       37991       19483       29090       8821        79          483         -           -                        -           
C            36524       21390       15134       41741       91479       29245       94658       10636       5           4278        -           -                        -           
C            47189       31815       15374       47220       12072       1490        29136       2207        7           4545        -           -                        -           
E2           6531        26549       79649       -           53799       11979       29147       69991       -           -           -           -                        9961, 29147 
C            22400       46206       75861       22781       7708        48065       61990       91320       302         153         -           -                        -           
C            29809       6780        23029       32246       11153       128         94773       40795       565         12          -           -                        -           
C            42478       18186       24292       60686       69417       27371       62012       85031       6062        3           -           -                        -           
C            68535       60770       7765        85595       90146       85212       94818       46828       295         206         -           -                        -           
C            91814       66612       25202       91864       15731       91202       94840       63450       14          4758        -           -                        -           
C            74089       80624       93132       74098       31240       14761       62079       4367        1           80624       -           -                        -           
C            90869       47045       43824       90905       85988       53612       29317       47524       5           9409        -           -                        -           
C            23686       60720       62633       25672       76936       66825       62108       67924       1840        33          -           -                        -           
C            23683       58236       65114       24359       63651       88456       62127       92725       23          2532        -           -                        -           
C            86862       17644       69218       86945       86940       85940       29441       14729       44          401         -           -                        -           
C            19073       92045       26695       22251       39496       1714        95030       44317       5           18409       -           -                        -           
E1           77546       58160       19386       -           56152       91312       62311       8393        -           -           -           -                        62311, 50373
C            35702       77792       57577       53449       23540       14114       62332       2984        208         374         -           -                        -           
C            72854       22508       50346       73201       86910       37761       29636       68344       331         68          -           -                        -           
C            48302       70329       77640       48315       60992       25112       29671       45385       7           10047       -           -                        -           
C            23458       6484        16974       30737       25370       99350       62546       96163       1621        4           -           -                        -           
C            54755       83892       70530       54769       54507       5002        29813       17292       1           83892       -           -                        -           
C            50425       10195       40230       50807       71332       37445       29912       22142       1           10195       -           -                        -           
C            17794       82176       35285       21096       16848       13205       29946       40326       1284        64          -           -                        -           
C            35590       15908       19682       44439       65799       77833       62751       19528       194         82          -           -                        -           
A            76529       2159        74370       83966       27289       63224       62785       24810       2159        1           -           -                        62785       
C            11317       650         10667       11809       10461       62530       62804       43312       1           650         -           -                        -           
C            48619       27260       21359       48630       50967       26993       62884       38229       10          2726        -           -                        -           
C            28068       20496       7572        29676       67853       1578        95661       72223       732         28          -           -                        -           
C            90621       31944       58677       91542       33301       37483       62956       74734       363         88          -           -                        -           
C            94686       19614       75072       95475       94937       69831       30289       65991       6           3269        -           -                        -           
C            48061       61685       86043       95953       76453       86890       95949       14728       169         365         -           -                        -           
C            50373       20736       29637       57384       71902       72624       63205       28494       1296        16          -           -                        -           
C            38425       48846       89246       43914       71907       23199       95981       71151       2           24423       -           -                        -           
C            25989       22267       3722        37393       33910       151         30461       29889       3181        7           -           -                        -           
C            29206       65768       63105       33378       80057       60754       30461       18263       2           32884       -           -                        -           
C            51506       14360       37146       56830       123         67717       63308       51976       3590        4           -           -                        -           
C            51253       2214        49039       61356       33813       60849       30591       28014       738         3           -           -                        -           
C            70247       27954       42293       70929       65974       3308        63382       26622       1           27954       -           -                        -           
C            74939       46719       28220       75007       19877       36487       96156       44764       3           15573       -           -                        -           
C            89913       31164       58749       98058       12887       29876       30668       4171        318         98          -           -                        -           
C            56449       69109       87007       56513       50814       34720       30685       22230       1           69109       -           -                        -           
C            20395       20458       99604       22249       86025       81481       63463       3593        1           20458       -           -                        -           
C            38079       78090       59656       41218       34242       35424       63464       67553       411         190         -           -                        -           
C            21000       9096        11904       26249       55951       65466       30754       2763        4           2274        -           -                        -           
C            56629       71450       84846       57113       54981       90452       30768       64006       1           71450       -           -                        -           
C            26158       39594       86231       26162       88312       97918       63664       67907       2           19797       -           -                        -           
C            28939       53879       74727       38571       58943       92483       63676       9076        43          1253        -           -                        -           
C            57921       88940       68648       57938       14133       61470       63762       67946       2           44470       -           -                        -           
C            43834       5160        38674       43864       60209       57645       96537       6254        4           1290        -           -                        -           
C            28          88315       11380       31          85116       88790       31064       34988       1           88315       -           -                        -           
C            88845       22914       65931       88921       95792       29247       31064       83380       1           22914       -           -                        -           
C            9316        33330       75653       18602       18218       23985       63965       13646       30          1111        -           -                        -           
C            68163       47655       20508       69123       99315       31799       96742       53379       3           15885       -           -                        -           
C            74077       58058       16019       74431       5690        6967        64000       81040       91          638         -           -                        -           
C            6675        20979       85363       11019       28217       88587       96852       1237        2331        9           -           -                        -           
C            18264       30160       87771       18908       63003       87325       31343       91598       232         130         -           -                        -           
C            63251       97639       65279       64301       34600       72295       96995       58429       251         389         -           -                        -           
C            8420        16544       91543       16838       4740        3494        31644       27086       2           8272        -           -                        -           
C            59758       41880       17878       64737       81386       56604       97226       24924       10          4188        -           -                        -           
C            27279       56848       70098       49390       94524       62837       97418       62603       5168        11          -           -                        -           
C            69888       21456       48432       93181       39689       84120       31893       3579        9           2384        -           -                        -           
C            66365       56494       9871        88086       52662       44447       97498       64186       1202        47          -           -                        -           
C            47177       40682       6495        58971       55884       96827       32040       14379       1           40682       -           -                        -           
C            71010       82515       88162       89179       87794       4643        32053       23254       16503       5           -           -                        -           
C            32135       75087       56715       32689       6773        34321       32079       10768       3           25029       -           -                        -           
C            66511       58296       8215        66519       98661       91576       32138       20351       7           8328        -           -                        -           
C            3199        96261       6605        3281        28951       42957       97704       46902       1           96261       -           -                        -           
C            63604       73524       89747       84805       30601       89052       97718       59032       1           73524       -           -                        -           
C            54614       48342       6272        55979       80964       62953       97793       15430       14          3453        -           -                        -           
C            46967       96152       50482       80198       19295       6931        97802       24329       13736       7           -           -                        -           
C            62506       64766       97407       66406       91383       62723       65147       4540        106         611         -           -                        -           
C            45759       93294       52132       46089       85674       6635        65184       2123        219         426         -           -                        -           
C            19837       77462       42042       20065       9849        58766       65216       95283       1           77462       -           -                        -           
C            24641       46704       77604       36753       45511       25159       65227       36063       417         112         -           -                        -           
C            79065       58135       20930       81886       63051       49129       65386       49508       77          755         -           -                        -           
C            34112       63634       70145       37213       20182       31020       65401       75788       1           63634       -           -                        -           
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered 
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Statistics:

Total Key Count: 10000
Transaction Limit Per Key: 100
Total Transaction Count: 1000000
Maximum Transaction Count: 9.867068e+19
Total Cases: 249410
Case A Count: 4
Case B Count: 0
Case C Count: 580
Case D Count: 248814
Case E Count: 12
Case D0 Count: 17567
Case D1 Count: 17632
Case D2 Count: 17189
Case D3 Count: 16743
Case D4 Count: 14581
Case D5 Count: 12860
Case D6 Count: 10870
Case D7 Count: 9433
Case D8 Count: 8085
Case D9 Count: 7153
Case D10 Count: 6301
Case D11 Count: 5548
Case D12 Count: 5049
Case D13 Count: 4371
Case D14 Count: 4003
Case D15 Count: 3735
Case D16 Count: 3402
Case D17 Count: 3145
Case D18 Count: 2768
Case D19 Count: 2538
Case D20 Count: 2448
Case D21 Count: 2335
Case D22 Count: 2129
Case D23 Count: 2101
Case D24 Count: 1873
Case D25 Count: 1766
Case D26 Count: 1596
Case D27 Count: 1521
Case D28 Count: 1474
Case D29 Count: 1435
Case D30 Count: 1251
Case D31 Count: 1239
Case D32 Count: 1199
Case D33 Count: 1201
Case D34 Count: 1114
Case D35 Count: 1074
Case D36 Count: 945
Case D37 Count: 943
Case D38 Count: 886
Case D39 Count: 864
Case D40 Count: 824
Case D41 Count: 844
Case D42 Count: 834
Case D43 Count: 749
Case D44 Count: 715
Case D45 Count: 683
Case D46 Count: 719
Case D47 Count: 618
Case D48 Count: 621
Case D49 Count: 606
Case D50 Count: 620
Case D51 Count: 604
Case D52 Count: 512
Case D53 Count: 539
Case D54 Count: 468
Case D55 Count: 507
Case D56 Count: 479
Case D57 Count: 452
Case D58 Count: 474
Case D59 Count: 434
Case D60 Count: 404
Case D61 Count: 430
Case D62 Count: 419
Case D63 Count: 395
Case D64 Count: 388
Case D65 Count: 355
Case D66 Count: 367
Case D67 Count: 373
Case D68 Count: 337
Case D69 Count: 379
Case D70 Count: 350
Case D71 Count: 340
Case D72 Count: 300
Case D73 Count: 321
Case D74 Count: 285
Case D75 Count: 305
Case D76 Count: 287
Case D77 Count: 259
Case D78 Count: 281
Case D79 Count: 269
Case D80 Count: 250
Case D81 Count: 273
Case D82 Count: 252
Case D83 Count: 245
Case D84 Count: 252
Case D85 Count: 247
Case D86 Count: 230
Case D87 Count: 220
Case D88 Count: 241
Case D89 Count: 237
Case D90 Count: 222
Case D91 Count: 252
Case D92 Count: 215
Case D93 Count: 213
Case D94 Count: 213
Case D95 Count: 195
Case D96 Count: 194
Case D97 Count: 210
Case D98 Count: 206
Case D99 Count: 184
Case D100 Count: 199
Case D101 Count: 168
Case D102 Count: 170
Case D103 Count: 182
Case D104 Count: 166
Case D105 Count: 163
Case D106 Count: 157
Case D107 Count: 151
Case D108 Count: 160
Case D109 Count: 140
Case D110 Count: 162
Case D111 Count: 128
Case D112 Count: 132
Case D113 Count: 160
Case D114 Count: 137
Case D115 Count: 129
Case D116 Count: 133
Case D117 Count: 113
Case D118 Count: 127
Case D119 Count: 139
Case D120 Count: 142
Case D121 Count: 137
Case D122 Count: 136
Case D123 Count: 116
Case D124 Count: 125
Case D125 Count: 118
Case D126 Count: 134
Case D127 Count: 121
Case D128 Count: 140
Case D129 Count: 124
Case D130 Count: 106
Case D131 Count: 104
Case D132 Count: 112
Case D133 Count: 112
Case D134 Count: 110
Case D135 Count: 111
Case D136 Count: 119
Case D137 Count: 97
Case D138 Count: 98
Case D139 Count: 116
Case D140 Count: 83
Case D141 Count: 111
Case D142 Count: 107
Case D143 Count: 92
Case D144 Count: 86
Case D145 Count: 98
Case D146 Count: 118
Case D147 Count: 102
Case D148 Count: 100
Case D149 Count: 113
Case D150 Count: 100
Case D151 Count: 100
Case D152 Count: 98
Case D153 Count: 83
Case D154 Count: 78
Case D155 Count: 72
Case D156 Count: 87
Case D157 Count: 92
Case D158 Count: 88
Case D159 Count: 85
Case D160 Count: 83
Case D161 Count: 75
Case D162 Count: 85
Case D163 Count: 71
Case D164 Count: 77
Case D165 Count: 93
Case D166 Count: 59
Case D167 Count: 74
Case D168 Count: 66
Case D169 Count: 71
Case D170 Count: 78
Case D171 Count: 89
Case D172 Count: 80
Case D173 Count: 71
Case D174 Count: 60
Case D175 Count: 60
Case D176 Count: 56
Case D177 Count: 70
Case D178 Count: 52
Case D179 Count: 73
Case D180 Count: 69
Case D181 Count: 66
Case D182 Count: 64
Case D183 Count: 58
Case D184 Count: 70
Case D185 Count: 58
Case D186 Count: 55
Case D187 Count: 59
Case D188 Count: 64
Case D189 Count: 75
Case D190 Count: 56
Case D191 Count: 57
Case D192 Count: 49
Case D193 Count: 67
Case D194 Count: 57
Case D195 Count: 53
Case D196 Count: 61
Case D197 Count: 56
Case D198 Count: 69
Case D199 Count: 54
Case D200 Count: 66
Case D201 Count: 40
Case D202 Count: 59
Case D203 Count: 44
Case D204 Count: 61
Case D205 Count: 58
Case D206 Count: 58
Case D207 Count: 52
Case D208 Count: 33
Case D209 Count: 42
Case D210 Count: 57
Case D211 Count: 43
Case D212 Count: 40
Case D213 Count: 46
Case D214 Count: 39
Case D215 Count: 45
Case D216 Count: 45
Case D217 Count: 45
Case D218 Count: 44
Case D219 Count: 44
Case D220 Count: 50
Case D221 Count: 35
Case D222 Count: 50
Case D223 Count: 51
Case D224 Count: 35
Case D225 Count: 60
Case D226 Count: 54
Case D227 Count: 49
Case D228 Count: 38
Case D229 Count: 37
Case D230 Count: 40
Case D231 Count: 43
Case D232 Count: 50
Case D233 Count: 37
Case D234 Count: 42
Case D235 Count: 51
Case D236 Count: 40
Case D237 Count: 35
Case D238 Count: 38
Case D239 Count: 47
Case D240 Count: 37
Case D241 Count: 40
Case D242 Count: 39
Case D243 Count: 37
Case D244 Count: 35
Case D245 Count: 36
Case D246 Count: 27
Case D247 Count: 34
Case D248 Count: 27
Case D249 Count: 40
Case D250 Count: 28
Case D251 Count: 27
Case D252 Count: 55
Case D253 Count: 41
Case D254 Count: 37
Case D255 Count: 34
Case D256 Count: 39
Case D257 Count: 36
Case D258 Count: 42
Case D259 Count: 38
Case D260 Count: 28
Case D261 Count: 35
Case D262 Count: 41
Case D263 Count: 33
Case D264 Count: 47
Case D265 Count: 34
Case D266 Count: 34
Case D267 Count: 25
Case D268 Count: 28
Case D269 Count: 26
Case D270 Count: 28
Case D271 Count: 26
Case D272 Count: 29
Case D273 Count: 33
Case D274 Count: 23
Case D275 Count: 27
Case D276 Count: 25
Case D277 Count: 23
Case D278 Count: 23
Case D279 Count: 26
Case D280 Count: 26
Case D281 Count: 20
Case D282 Count: 38
Case D283 Count: 29
Case D284 Count: 32
Case D285 Count: 24
Case D286 Count: 33
Case D287 Count: 30
Case D288 Count: 25
Case D289 Count: 22
Case D290 Count: 32
Case D291 Count: 28
Case D292 Count: 31
Case D293 Count: 34
Case D294 Count: 21
Case D295 Count: 16
Case D296 Count: 30
Case D297 Count: 19
Case D298 Count: 27
Case D299 Count: 26
Case D300 Count: 17
Case D301 Count: 33
Case D302 Count: 31
Case D303 Count: 25
Case D304 Count: 30
Case D305 Count: 31
Case D306 Count: 24
Case D307 Count: 25
Case D308 Count: 23
Case D309 Count: 27
Case D310 Count: 25
Case D311 Count: 22
Case D312 Count: 12
Case D313 Count: 18
Case D314 Count: 28
Case D315 Count: 21
Case D316 Count: 29
Case D317 Count: 23
Case D318 Count: 24
Case D319 Count: 24
Case D320 Count: 21
Case D321 Count: 24
Case D322 Count: 25
Case D323 Count: 22
Case D324 Count: 25
Case D325 Count: 23
Case D326 Count: 22
Case D327 Count: 19
Case D328 Count: 19
Case D329 Count: 21
Case D330 Count: 32
Case D331 Count: 18
Case D332 Count: 20
Case D333 Count: 21
Case D334 Count: 21
Case D335 Count: 18
Case D336 Count: 26
Case D337 Count: 27
Case D338 Count: 19
Case D339 Count: 19
Case D340 Count: 23
Case D341 Count: 22
Case D342 Count: 16
Case D343 Count: 19
Case D344 Count: 15
Case D345 Count: 17
Case D346 Count: 17
Case D347 Count: 18
Case D348 Count: 23
Case D349 Count: 22
Case D350 Count: 27
Case D351 Count: 20
Case D352 Count: 18
Case D353 Count: 20
Case D354 Count: 19
Case D355 Count: 23
Case D356 Count: 21
Case D357 Count: 26
Case D358 Count: 21
Case D359 Count: 22
Case D360 Count: 18
Case D361 Count: 21
Case D362 Count: 18
Case D363 Count: 11
Case D364 Count: 19
Case D365 Count: 11
Case D366 Count: 12
Case D367 Count: 11
Case D368 Count: 25
Case D369 Count: 16
Case D370 Count: 18
Case D371 Count: 22
Case D372 Count: 15
Case D373 Count: 15
Case D374 Count: 16
Case D375 Count: 13
Case D376 Count: 12
Case D377 Count: 23
Case D378 Count: 14
Case D379 Count: 15
Case D380 Count: 12
Case D381 Count: 19
Case D382 Count: 17
Case D383 Count: 20
Case D384 Count: 19
Case D385 Count: 22
Case D386 Count: 23
Case D387 Count: 21
Case D388 Count: 17
Case D389 Count: 20
Case D390 Count: 8
Case D391 Count: 15
Case D392 Count: 21
Case D393 Count: 21
Case D394 Count: 18
Case D395 Count: 19
Case D396 Count: 16
Case D397 Count: 14
Case D398 Count: 12
Case D399 Count: 13
Case D400 Count: 8
Case D401 Count: 15
Case D402 Count: 17
Case D403 Count: 23
Case D404 Count: 29
Case D405 Count: 15
Case D406 Count: 12
Case D407 Count: 11
Case D408 Count: 19
Case D409 Count: 10
Case D410 Count: 18
Case D411 Count: 15
Case D412 Count: 12
Case D413 Count: 12
Case D414 Count: 18
Case D415 Count: 16
Case D416 Count: 21
Case D417 Count: 17
Case D418 Count: 11
Case D419 Count: 18
Case D420 Count: 19
Case D421 Count: 19
Case D422 Count: 14
Case D423 Count: 16
Case D424 Count: 12
Case D425 Count: 15
Case D426 Count: 12
Case D427 Count: 12
Case D428 Count: 11
Case D429 Count: 12
Case D430 Count: 12
Case D431 Count: 11
Case D432 Count: 20
Case D433 Count: 17
Case D434 Count: 16
Case D435 Count: 16
Case D436 Count: 13
Case D437 Count: 7
Case D438 Count: 11
Case D439 Count: 14
Case D440 Count: 12
Case D441 Count: 12
Case D442 Count: 8
Case D443 Count: 12
Case D444 Count: 12
Case D445 Count: 17
Case D446 Count: 12
Case D447 Count: 8
Case D448 Count: 13
Case D449 Count: 13
Case D450 Count: 7
Case D451 Count: 14
Case D452 Count: 19
Case D453 Count: 15
Case D454 Count: 20
Case D455 Count: 9
Case D456 Count: 8
Case D457 Count: 12
Case D458 Count: 9
Case D459 Count: 10
Case D460 Count: 8
Case D461 Count: 12
Case D462 Count: 10
Case D463 Count: 11
Case D464 Count: 10
Case D465 Count: 15
Case D466 Count: 16
Case D467 Count: 10
Case D468 Count: 20
Case D469 Count: 8
Case D470 Count: 7
Case D471 Count: 12
Case D472 Count: 12
Case D473 Count: 9
Case D474 Count: 23
Case D475 Count: 12
Case D476 Count: 12
Case D477 Count: 9
Case D478 Count: 10
Case D479 Count: 17
Case D480 Count: 11
Case D481 Count: 8
Case D482 Count: 6
Case D483 Count: 15
Case D484 Count: 13
Case D485 Count: 12
Case D486 Count: 9
Case D487 Count: 16
Case D488 Count: 11
Case D489 Count: 12
Case D490 Count: 6
Case D491 Count: 15
Case D492 Count: 12
Case D493 Count: 11
Case D494 Count: 7
Case D495 Count: 9
Case D496 Count: 6
Case D497 Count: 4
Case D498 Count: 13
Case D499 Count: 7
Case D500 Count: 8
Case D501 Count: 11
Case D502 Count: 9
Case D503 Count: 14
Case D504 Count: 9
Case D505 Count: 9
Case D506 Count: 20
Case D507 Count: 15
Case D508 Count: 8
Case D509 Count: 13
Case D510 Count: 11
Case D511 Count: 15
Case D512 Count: 4
Case D513 Count: 6
Case D514 Count: 10
Case D515 Count: 11
Case D516 Count: 8
Case D517 Count: 9
Case D518 Count: 9
Case D519 Count: 11
Case D520 Count: 14
Case D521 Count: 9
Case D522 Count: 11
Case D523 Count: 17
Case D524 Count: 12
Case D525 Count: 9
Case D526 Count: 11
Case D527 Count: 7
Case D528 Count: 8
Case D529 Count: 11
Case D530 Count: 12
Case D531 Count: 9
Case D532 Count: 12
Case D533 Count: 8
Case D534 Count: 11
Case D535 Count: 8
Case D536 Count: 14
Case D537 Count: 12
Case D538 Count: 12
Case D539 Count: 10
Case D540 Count: 2
Case D541 Count: 9
Case D542 Count: 9
Case D543 Count: 9
Case D544 Count: 7
Case D545 Count: 5
Case D546 Count: 7
Case D547 Count: 5
Case D548 Count: 9
Case D549 Count: 13
Case D550 Count: 7
Case D551 Count: 10
Case D552 Count: 6
Case D553 Count: 10
Case D554 Count: 14
Case D555 Count: 14
Case D556 Count: 10
Case D557 Count: 9
Case D558 Count: 14
Case D559 Count: 8
Case D560 Count: 4
Case D561 Count: 6
Case D562 Count: 12
Case D563 Count: 7
Case D564 Count: 14
Case D565 Count: 15
Case D566 Count: 7
Case D567 Count: 9
Case D568 Count: 8
Case D569 Count: 5
Case D570 Count: 11
Case D571 Count: 9
Case D572 Count: 8
Case D573 Count: 7
Case D574 Count: 8
Case D575 Count: 8
Case D576 Count: 5
Case D577 Count: 13
Case D578 Count: 7
Case D579 Count: 9
Case D580 Count: 10
Case D581 Count: 5
Case D582 Count: 8
Case D583 Count: 8
Case D584 Count: 5
Case D585 Count: 8
Case D586 Count: 6
Case D587 Count: 4
Case D588 Count: 10
Case D589 Count: 7
Case D590 Count: 11
Case D591 Count: 12
Case D592 Count: 6
Case D593 Count: 5
Case D594 Count: 6
Case D595 Count: 2
Case D596 Count: 9
Case D597 Count: 5
Case D598 Count: 7
Case D599 Count: 5
Case D600 Count: 10
Case D601 Count: 8
Case D602 Count: 9
Case D603 Count: 9
Case D604 Count: 9
Case D605 Count: 8
Case D606 Count: 3
Case D607 Count: 6
Case D608 Count: 7
Case D609 Count: 6
Case D610 Count: 8
Case D611 Count: 6
Case D612 Count: 9
Case D613 Count: 8
Case D614 Count: 9
Case D615 Count: 7
Case D616 Count: 6
Case D617 Count: 7
Case D618 Count: 8
Case D619 Count: 11
Case D620 Count: 6
Case D621 Count: 6
Case D622 Count: 2
Case D623 Count: 4
Case D624 Count: 9
Case D625 Count: 9
Case D626 Count: 9
Case D627 Count: 11
Case D628 Count: 4
Case D629 Count: 7
Case D630 Count: 7
Case D631 Count: 2
Case D632 Count: 7
Case D633 Count: 7
Case D634 Count: 6
Case D635 Count: 2
Case D636 Count: 4
Case D637 Count: 5
Case D638 Count: 7
Case D639 Count: 6
Case D640 Count: 11
Case D641 Count: 5
Case D642 Count: 7
Case D643 Count: 5
Case D644 Count: 8
Case D645 Count: 7
Case D646 Count: 2
Case D647 Count: 8
Case D648 Count: 3
Case D649 Count: 1
Case D650 Count: 9
Case D651 Count: 4
Case D652 Count: 6
Case D653 Count: 5
Case D654 Count: 4
Case D655 Count: 8
Case D656 Count: 8
Case D657 Count: 6
Case D658 Count: 9
Case D659 Count: 5
Case D660 Count: 6
Case D661 Count: 8
Case D662 Count: 6
Case D663 Count: 7
Case D664 Count: 6
Case D665 Count: 11
Case D666 Count: 10
Case D667 Count: 8
Case D668 Count: 8
Case D669 Count: 3
Case D670 Count: 11
Case D671 Count: 8
Case D672 Count: 8
Case D673 Count: 6
Case D674 Count: 3
Case D675 Count: 8
Case D676 Count: 5
Case D677 Count: 6
Case D678 Count: 6
Case D679 Count: 6
Case D680 Count: 4
Case D681 Count: 4
Case D682 Count: 5
Case D683 Count: 4
Case D684 Count: 4
Case D685 Count: 9
Case D686 Count: 4
Case D687 Count: 6
Case D688 Count: 4
Case D689 Count: 7
Case D690 Count: 3
Case D691 Count: 8
Case D692 Count: 12
Case D693 Count: 6
Case D694 Count: 5
Case D695 Count: 9
Case D696 Count: 6
Case D697 Count: 6
Case D698 Count: 5
Case D699 Count: 8
Case D700 Count: 4
Case D701 Count: 11
Case D702 Count: 4
Case D703 Count: 4
Case D704 Count: 5
Case D705 Count: 4
Case D706 Count: 10
Case D707 Count: 9
Case D708 Count: 7
Case D709 Count: 4
Case D710 Count: 7
Case D711 Count: 6
Case D712 Count: 8
Case D713 Count: 5
Case D714 Count: 2
Case D715 Count: 2
Case D716 Count: 9
Case D717 Count: 6
Case D718 Count: 6
Case D719 Count: 2
Case D720 Count: 3
Case D721 Count: 5
Case D723 Count: 7
Case D724 Count: 4
Case D725 Count: 6
Case D726 Count: 3
Case D727 Count: 3
Case D728 Count: 2
Case D729 Count: 9
Case D730 Count: 7
Case D731 Count: 3
Case D732 Count: 7
Case D733 Count: 6
Case D734 Count: 9
Case D735 Count: 6
Case D736 Count: 7
Case D737 Count: 6
Case D738 Count: 4
Case D739 Count: 4
Case D740 Count: 6
Case D741 Count: 6
Case D742 Count: 7
Case D743 Count: 5
Case D744 Count: 3
Case D745 Count: 8
Case D746 Count: 4
Case D747 Count: 3
Case D748 Count: 7
Case D749 Count: 7
Case D750 Count: 4
Case D751 Count: 5
Case D752 Count: 4
