Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
C            66333       98222       67778       66335       54442       43149       22388       14468       1           98222       -           -                        
C            8466        18016       90117       4235        18469       74795       86651       76841       4           4504        -           -                        
C            41180       50616       90231       5624        61806       49245       47511       44537       5624        9           -           -                        
C            63929       18          63911       63932       97588       41629       47511       73348       2           9           -           -                        
C            74585       62302       12283       37293       72839       515         15221       92777       1           62302       -           -                        
C            49421       42558       6863        49281       7361        37634       48581       6532        1           42558       -           -                        
C            73102       14344       58758       73187       71141       22299       91850       35225       2           7172        -           -                        
C            79417       19824       59593       79120       3066        37149       52364       34139       118         168         -           -                        
C            54446       71272       82841       27525       2959        82195       84126       11072       604         118         -           -                        
C            18079       95235       22511       16950       87715       74999       41353       63910       15          6349        -           -                        
E            82842       62132       20710       -           79868       37993       78308       46143       -           -           -           -                        
C            14455       17188       96934       14236       94926       34789       48316       69223       1           17188       -           -                        
C            36389       9747        26642       36067       29951       30080       48316       35633       3           3249        -           -                        
C            73837       38610       35227       69951       19355       94480       7049        77475       3           12870       -           -                        
C            70200       29185       41015       5837        28388       84925       85208       25957       5837        5           -           -                        
C            44608       87580       56695       44446       88517       97768       85208       12417       58          1510        -           -                        
C            92047       62220       29827       93105       48651       14039       29625       61054       1           62220       -           -                        
C            3395        76475       26587       3559        9837        28866       1683        14395       115         665         -           -                        
C            34317       26973       7344        51420       4150        94636       1683        751         111         243         -           -                        
C            90393       23394       66999       7798        7187        54612       69156       64169       7798        3           -           -                        
A            74891       9887        65004       58640       21033       31197       92973       91029       9887        1           -           -                        
C            79401       14080       65321       79376       13550       15982       22694       76204       1           14080       -           -                        
E            14615       85712       28570       -           61426       7424        55048       15023       -           -           -           -                        
C            38372       53600       84439       41503       23298       34777       36761       97325       800         67          -           -                        
C            48738       82878       65527       48645       27191       20301       75827       35030       6           13813       -           -                        
C            67575       18072       49503       69622       60835       48379       27479       7453        24          753         -           -                        
C            19972       62424       57215       26533       36927       40030       56175       62163       289         216         -           -                        
C            94148       60320       33828       92986       34171       28044       2028        20025       26          2320        -           -                        
C            13123       78738       34052       61326       35641       86973       18015       78464       13123       6           -           -                        
C            99308       48488       50820       98509       48487       50371       87713       46004       232         209         -           -                        
C            73588       27306       46282       88281       9442        67872       46042       53457       123         222         -           -                        
C            6991        10542       96116       6797        88530       82126       57518       81186       7           1506        -           -                        
C            46374       45136       1238        52997       8667        74466       57518       48637       13          3472        -           -                        
C            11170       61670       49167       11245       28393       30466       38592       28151       70          881         -           -                        
C            77325       53508       23817       77192       5983        64031       38592       72806       52          1029        -           -                        
C            76121       72535       3586        76986       20391       46604       70011       23812       1           72535       -           -                        
C            60133       60526       99274       67643       89318       71308       42211       19968       53          1142        -           -                        
C            9784        54848       54603       9918        15383       21524       19834       49471       2           27424       -           -                        
C            5618        77472       27813       2857        80985       66585       4735        56482       96          807         -           -                        
C            47586       86210       61043       44641       39834       29633       13979       1018        466         185         -           -                        
C            57665       86361       70971       38447       35435       34566       26046       83235       11          7851        -           -                        
C            26291       26136       155         25353       48962       19870       33941       40969       27          968         -           -                        
C            81049       35111       45938       60787       68862       16421       37397       37960       1           35111       -           -                        
C            70472       89300       80839       67286       36324       35754       38446       87860       380         235         -           -                        
C            24882       74646       49903       88393       17607       38888       2578        2110        24882       3           -           -                        
C            85003       93145       91525       84910       40254       89899       53667       48890       1           93145       -           -                        
C            73637       80376       92928       75077       85083       89158       30191       15576       197         408         -           -                        
C            85644       86928       98383       3622        20858       88180       11079       23313       3622        24          -           -                        
C            72976       10152       62824       72948       12852       67474       18451       26802       8           1269        -           -                        
C            82460       12384       70076       87613       67694       4511        35578       8413        12          1032        -           -                        
C            14761       79239       35189       15055       85363       66144       55934       82249       61          1299        -           -                        
C            91825       45230       46595       91841       64830       6054        50308       62233       1           45230       -           -                        
C            35359       14784       20575       34666       69557       47128       71749       12750       16          924         -           -                        
C            18510       51615       66562       18375       22285       57538       71749       19323       15          3441        -           -                        
C            79126       86570       92223       78432       79990       63589       82816       7801        10          8657        -           -                        
C            86905       62196       24709       81793       5281        73355       52343       74729       1           62196       -           -                        
C            47810       14292       33518       47398       86109       95194       20549       52398       18          794         -           -                        
C            61859       54096       7763        62229       20096       48929       77330       74991       69          784         -           -                        
C            45436       40891       4545        36349       91851       41400       20433       49688       1           40891       -           -                        
C            65752       88455       76964       65045       7674        92831       27635       17350       1           88455       -           -                        
C            52086       51975       111         34823       77748       69141       91944       36847       297         175         -           -                        
C            86799       70478       16321       86770       77062       41243       76653       30878       2           35239       -           -                        
C            26986       94378       32275       28785       54468       75157       84449       51870       1           94378       -           -                        
C            7395        59160       47902       81587       73888       77437       26249       41428       7395        8           -           -                        
C            55525       86436       68756       53734       30432       53654       49881       38950       4           21609       -           -                        
C            50638       52713       97592       46743       14565       20573       53326       86368       3           17571       -           -                        
C            71689       71522       167         70758       49953       97340       68537       37713       2           35761       -           -                        
C            18058       49938       67787       22569       69967       11768       67740       30583       14          3567        -           -                        
C            69645       44193       25452       70402       95433       44850       38401       42667       1           44193       -           -                        
C            35423       73824       61266       46718       92239       67968       65945       24142       1538        48          -           -                        
C            67601       7110        60491       67342       74630       31350       98023       19004       2           3555        -           -                        
C            77767       92283       85151       78356       13519       29510       69159       58971       19          4857        -           -                        
C            90466       59616       30850       88264       18058       10061       94335       95288       184         324         -           -                        
C            71095       73975       96787       65417       97349       25297       53071       29679       2959        25          -           -                        
C            69562       93434       75795       69334       72980       22805       49306       27394       22          4247        -           -                        
C            85325       95930       89062       85308       11868       78209       40940       92604       2           47965       -           -                        
C            75311       48704       26607       67856       71175       82664       68933       73010       761         64          -           -                        
C            75863       46667       29196       69543       45296       57182       62192       16211       23          2029        -           -                        
C            39277       3247        36030       39147       92844       54378       26033       39469       17          191         -           -                        
C            19124       65520       53271       48          35486       5533        92147       77520       48          1365        -           -                        
C            6079        36420       69326       6104        28621       71767       54899       82504       4           9105        -           -                        
C            86256       96096       89827       84842       30679       86545       85971       26662       2           48048       -           -                        
A            9765        720         9045        6750        65268       22017       85971       58162       720         1           -           -                        
C            16784       55040       61411       17469       85867       79494       35781       62974       344         160         -           -                        
C            46488       68886       77269       51639       19086       77565       49931       44683       129         534         -           -                        
C            27847       36428       91086       25991       87605       91592       51599       15713       7           5204        -           -                        
C            943         30176       70434       66569       91251       80936       52012       73894       943         32          -           -                        
C            57777       62535       94909       58178       68520       50774       84174       29085       33          1895        -           -                        
C            99235       84672       14563       42336       22294       85372       40658       71077       42336       2           -           -                        
C            91484       85392       6092        4744        34333       66768       13078       5820        4744        18          -           -                        
C            49159       31734       17425       10578       56119       54612       51247       64169       10578       3           -           -                        
C            78906       84344       94229       98227       20892       55644       48707       82974       1622        52          -           -                        
C            56783       96184       60266       37856       68814       77192       5666        11875       2           48092       -           -                        
C            9896        66606       42957       9942        51258       89249       21641       72217       6           11101       -           -                        
C            86561       51882       34679       69249       54015       40167       7434        44191       1           51882       -           -                        
C            95663       93934       1729        97601       38579       22910       7434        41286       701         134         -           -                        
C            55465       36840       18625       63388       42671       96896       10160       80459       4           9210        -           -                        
C            58119       89368       68418       58117       55107       26461       10272       46217       1           89368       -           -                        
C            43095       99110       43652       43097       46399       74248       59789       21489       1           99110       -           -                        
C            15759       32351       83075       23552       77975       440         50702       54128       173         187         -           -                        
C            33371       24518       8853        34960       45960       39989       10017       31848       2           12259       -           -                        
C            57631       94035       63263       57641       9801        95229       89834       25056       1           94035       -           -                        
C            33353       31260       2093        51076       87890       41836       35205       29008       15630       2           -           -                        
C            72713       72485       228         78727       8310        21586       89070       76588       545         133         -           -                        
C            89154       94176       94645       88724       93951       81936       66875       402         144         654         -           -                        
C            82768       85332       97103       77251       18286       57948       23230       85664       13          6564        -           -                        
C            42689       30784       11905       42684       75957       33299       23230       32711       4           7696        -           -                        
C            90584       60538       30046       90398       87006       21381       13265       67765       2           30269       -           -                        
C            57048       10452       46596       54462       71665       1856        97697       66907       156         67          -           -                        
C            74871       46240       28631       68065       74596       63365       90085       75137       5           9248        -           -                        
C            33430       20700       12730       32873       7829        87730       23242       10047       10          2070        -           -                        
C            65113       663         64450       65547       76574       97394       43453       94462       13          51          -           -                        
C            35319       25788       9531        35184       93295       92529       72630       14824       84          307         -           -                        
C            27239       7056        20183       26768       17284       93510       77817       47585       392         18          -           -                        
C            14815       29630       84852       68092       11684       66405       60450       53214       14815       2           -           -                        
C            29774       34194       95247       22351       29575       19368       7916        42018       82          417         -           -                        
C            40595       35526       5069        36913       33000       52133       77190       49599       93          382         -           -                        
C            21153       28566       92254       21138       43156       84947       7410        65714       3           9522        -           -                        
C            89506       97450       91723       90410       24121       19300       35436       32411       10          9745        -           -                        
C            66146       61663       4483        58799       59049       47712       39851       64054       23          2681        -           -                        
C            1           16508       83160       7967        95814       51086       10593       7937        1           16508       -           -                        
C            43169       54333       88503       43179       31615       17728       543         14538       9           6037        -           -                        
C            92856       22704       70152       87812       84204       61607       33654       64357       2064        11          -           -                        
C            5           72820       26852       9319        81596       10098       33654       32448       5           14564       -           -                        
C            51654       66450       84871       25830       32206       3603        2712        24549       6           11075       -           -                        
C            54541       87936       66272       54467       54112       87613       46701       89531       3           29312       -           -                        
C            21138       96975       23830       15          29095       71937       94869       26483       15          6465        -           -                        
C            285         31635       68317       33628       37726       25199       10465       12695       285         111         -           -                        
C            55154       84544       70277       5284        52151       87434       49260       3606        5284        16          -           -                        
C            45216       85444       59439       2084        44483       37646       44087       48481       2084        41          -           -                        
C            46755       48248       98174       47413       84789       95276       48759       15056       37          1304        -           -                        
C            26489       4370        22119       26485       41553       1387        34750       82623       1           4370        -           -                        
C            89550       86250       3300        80610       56760       36402       78675       31345       150         575         -           -                        
C            83427       50589       32838       84287       4878        10458       39432       33294       7           7227        -           -                        
C            23786       95157       28296       23151       95827       92731       1389        12200       291         327         -           -                        
C            98346       16936       81410       98308       15224       62462       99478       23255       2           8468        -           -                        
C            60836       93170       67333       59558       53018       50          45182       33768       770         121         -           -                        
C            6750        10998       95419       6682        47668       64754       51322       42591       18          611         -           -                        
C            644         26404       73907       45996       81005       10572       51322       51963       644         41          -           -                        
C            17375       97100       19942       19857       26893       50392       58498       97951       1           97100       -           -                        
C            21314       63942       57039       68728       17936       14985       58498       96192       21314       3           -           -                        
C            2516        91205       10978       2737        69891       45077       95364       69000       85          1073        -           -                        
C            93819       40498       53321       93758       30303       82633       10102       7497        1           40498       -           -                        
C            33863       64480       69050       52          39366       34549       55533       83617       52          1240        -           -                        
C            31608       90945       40330       53111       1622        38560       40964       89953       10105       9           -           -                        
C            9637        71100       38204       19199       98799       552         70635       16912       75          948         -           -                        
C            45817       97677       47807       46481       42994       53743       48438       44759       1           97677       -           -                        
C            56739       58600       97806       56786       77766       77634       28946       61829       10          5860        -           -                        
C            47167       25399       21768       51245       31783       58015       16900       74421       2309        11          -           -                        
C            23355       63027       59995       24652       47882       95492       97343       90978       9           7003        -           -                        
C            22290       75638       46319       20269       68427       36009       6426        8401        59          1282        -           -                        
C            90373       88662       1711        90379       34231       88591       88049       67872       1           88662       -           -                        
C            84338       59551       24787       84349       82325       10840       70478       19761       1           59551       -           -                        
C            40720       63468       76919       40714       49398       78862       70478       91969       4           15867       -           -                        
C            49137       4006        45131       36853       43340       34222       29688       90979       1           4006        -           -                        
F            36558       35296       1262        36558       94166       93156       73273       9886        -           -           -           -                        
C            15114       89352       25429       7446        25941       57078       56109       86934       7446        12          -           -                        
C            66762       78336       88093       99531       42290       27475       34347       21453       1224        64          -           -                        
C            62600       97625       64642       25          24548       25339       34347       79131       25          3905        -           -                        
C            65029       95493       69203       65677       6583        32334       54397       8932        229         417         -           -                        
C            69901       99143       70425       69961       70977       43710       97905       23720       1           99143       -           -                        
C            46404       58233       87838       46355       3182        14642       63352       7379        1           58233       -           -                        
C            32769       25650       7119        33921       46628       18505       21639       35624       513         50          -           -                        
C            21784       75708       45743       10895       77243       79670       21639       42612       6           12618       -           -                        
C            69644       67946       1698        69498       61732       22840       47279       6443        2           33973       -           -                        
C            55          93885       5837        12415       22174       8644        62345       48750       55          1707        -           -                        
C            4           51172       48499       57473       44147       38593       62345       79984       4           12793       -           -                        
C            74731       38912       35819       73546       49556       50197       31451       63072       76          512         -           -                        
C            127         83947       15847       98159       32846       43349       46055       72254       127         661         -           -                        
C            57956       33000       24956       58987       3922        60725       36041       19830       220         150         -           -                        
C            72318       15828       56490       12          38360       64134       47919       75130       12          1319        -           -                        
C            48546       56480       91733       48569       90204       14719       57179       310         16          3530        -           -                        
C            40178       68900       70945       17225       22717       79429       24824       18715       17225       4           -           -                        
C            87554       58228       29326       87490       48417       48558       33520       87383       2           29114       -           -                        
C            39565       38807       758         32971       80449       14535       70767       38422       1           38807       -           -                        
C            65498       9944        55554       58949       98281       52955       52398       17395       8           1243        -           -                        
C            87244       94883       92028       69843       27194       14769       94463       34825       239         397         -           -                        
C            29333       92275       36725       28471       89715       21599       40645       84926       25          3691        -           -                        
C            71597       10638       60959       71072       67169       83024       22946       69777       197         54          -           -                        
C            63130       71929       90868       84169       84230       23457       22946       88170       13          5533        -           -                        
C            51218       92142       58743       52467       13085       80545       68790       19651       9           10238       -           -                        
C            28279       78681       49265       28277       40933       120         79251       42644       1           78681       -           -                        
C            62305       36790       25515       49857       1423        54176       82283       82463       65          566         -           -                        
C            991         24775       75883       48597       628         50387       13169       13212       991         25          -           -                        
C            32033       72828       58872       1156        61117       98033       2000        96392       1156        63          -           -                        
C            83428       10728       72700       85031       94455       98140       6985        35413       72          149         -           -                        
C            20376       58280       61763       39812       87782       54933       6985        85993       940         62          -           -                        
C            69571       62125       7446        69446       16905       27372       19740       49734       71          875         -           -                        
C            3641        94774       8534        3550        99420       74635       55255       67406       1           94774       -           -                        
C            95752       46112       49640       76606       24216       96962       91771       9748        22          2096        -           -                        
C            61059       43572       17487       60847       21840       4653        85877       44195       3           14524       -           -                        
C            50445       12555       37890       49611       64625       39007       31303       55459       405         31          -           -                        
C            19225       93050       25842       18798       33416       36979       31303       51429       10          9305        -           -                        
C            2798        75546       26919       50574       55033       14482       33444       92685       2798        27          -           -                        
C            82391       52049       30342       74155       19784       83827       60241       93448       31          1679        -           -                        
C            45955       30375       15580       65895       76083       16483       54544       97895       6075        5           -           -                        
C            22138       44276       77529       81156       63673       74694       50178       48517       22138       2           -           -                        
C            73467       5929        67538       73646       98503       95665       75742       56079       77          77          -           -                        
C            53796       28152       25644       57154       13754       31526       50761       85669       68          414         -           -                        
C            89748       63384       26364       88970       93728       17136       45337       8397        278         228         -           -                        
C            15087       73876       40878       15356       16611       7531        28325       55079       23          3212        -           -                        
C            22822       60078       62411       22714       78860       9603        14657       59485       34          1767        -           -                        
C            44209       56735       87141       44205       10647       64483       18601       91678       1           56735       -           -                        
C            94757       33408       61349       95752       50305       63935       65907       19201       232         144         -           -                        
C            63731       32082       31649       63619       37030       6927        2697        30049       3           10694       -           -                        
C            12253       29748       82172       111         8161        36247       24617       46497       111         268         -           -                        
C            87156       34560       52596       60408       11363       68596       61814       10853       6912        5           -           -                        
C            56714       77847       78534       75615       67231       21559       59044       99          11          7077        -           -                        
C            1           29619       70049       1649        15801       75717       95346       75826       1           29619       -           -                        
C            1972        69020       32619       90035       72605       23873       41527       36090       1972        35          -           -                        
C            20143       8911        11232       20026       31417       92479       9324        72261       19          469         -           -                        
C            79384       11592       67792       12          39566       77666       55066       75772       12          966         -           -                        
C            888         79920       20635       79483       10899       28447       36394       56713       888         90          -           -                        
C            99077       87065       12012       97013       53725       96721       3745        3211        5           17413       -           -                        
C            95          4750        95012       69141       22109       91975       21765       32913       95          50          -           -                        
C            48271       24702       23569       40226       76818       95975       93309       265         1           24702       -           -                        
C            75904       61584       14320       3           81157       79039       21676       33499       3           20528       -           -                        
C            44293       48060       95900       44190       62476       240         48013       50399       3           16020       -           -                        
C            65044       91076       73635       64924       97225       67969       32771       31879       4           22769       -           -                        
C            58188       21381       36807       58161       27899       47476       89799       90233       3           7127        -           -                        
C            63971       42112       21859       59794       21478       23010       29960       90880       1316        32          -           -                        
C            20890       53389       67168       13929       86435       62449       29960       11558       7           7627        -           -                        
C            80707       52844       27863       79384       4239        97264       29778       61261       4           13211       -           -                        
C            614         48512       51769       32          76952       80519       55756       74396       32          1516        -           -                        
C            2826        68116       34377       2809        7113        3055        4421        90793       4           17029       -           -                        
C            12949       6676        6273        12960       95538       64953       52518       66958       2           3338        -           -                        
C            29603       34203       95067       22203       96770       92469       62262       97763       3           11401       -           -                        
C            69871       49014       20857       69625       80104       67404       62262       92588       7           7002        -           -                        
C            63371       25788       37583       63340       88014       27629       18995       10783       7           3684        -           -                        
C            47341       68409       78599       46026       79861       26960       96783       80959       1           68409       -           -                        
C            79710       70923       8787        53187       33661       69873       49798       82031       141         503         -           -                        
C            79555       79565       99657       79641       27180       29474       62808       48498       5           15913       -           -                        
C            209         73150       26726       80698       30066       94326       11042       1282        209         350         -           -                        
C            31681       31350       331         31153       42943       49160       36400       78002       1           31350       -           -                        
A            50797       15476       35321       86118       2638        67510       27563       13456       15476       1           -           -                        
C            14758       17100       97325       855         10066       92449       41173       54974       855         20          -           -                        
C            7135        83720       23082       14244       53830       76353       33881       65971       26          3220        -           -                        
C            3274        70038       32903       3435        15374       59545       6209        2857        54          1297        -           -                        
C            38394       6760        31634       32924       41744       29941       16163       97738       104         65          -           -                        
C            58758       19380       39378       52356       12684       34798       44570       84016       1140        17          -           -                        
C            22793       75132       47328       22806       20591       11129       68038       478         4           18783       -           -                        
C            81343       32688       48655       83945       93825       73499       90769       35173       681         48          -           -                        
C            3572        61531       41708       4279        11974       85409       75002       67235       37          1663        -           -                        
C            13570       9840        3730        19945       52101       65611       73866       35168       820         12          -           -                        
E            65994       49496       16498       -           33938       49770       73866       94212       -           -           -           -                        
C            54210       90000       63877       52204       58050       36894       14932       3092        48          1875        -           -                        
C            17848       87666       29849       9693        44617       68398       15265       91062       1538        57          -           -                        
C            56894       44336       12558       50475       15227       77789       47021       14645       5542        8           -           -                        
C            90930       90524       406         84488       17845       68205       15936       13873       742         122         -           -                        
C            41339       93072       47934       82594       46111       90729       62587       53751       84          1108        -           -                        
C            29373       583         28790       36703       70621       34899       75878       63353       53          11          -           -                        
C            15667       98091       17243       23469       81629       57623       29219       63089       63          1557        -           -                        
C            11134       41636       69165       11104       53700       67165       13875       63461       4           10409       -           -                        
C            63320       93280       69707       58450       82025       90828       41988       42693       10          9328        -           -                        
C            81742       98316       83093       91959       85647       63668       19694       60760       6           16386       -           -                        
C            50650       23715       26935       50669       37605       88452       29435       17175       15          1581        -           -                        
C            68792       70610       97849       68782       37709       82074       37875       36817       2           35305       -           -                        
C            52252       27368       24884       69462       19777       38556       4738        7727        622         44          -           -                        
C            40211       57579       82299       40145       77061       62688       83576       45184       17          3387        -           -                        
C            58071       6559        51512       53990       85382       49289       71833       90715       937         7           -           -                        
C            87086       10988       76098       87050       23430       66023       71397       11171       2           5494        -           -                        
C            64539       72135       92071       64627       78860       81088       71397       21480       35          2061        -           -                        
C            11          79046       20632       52523       73546       6805        33890       84642       11          7186        -           -                        
C            65580       51384       14196       34931       92005       97308       45276       20754       4282        12          -           -                        
