Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
C            42114       64194       77587       43049       4054        34454       9698        56561       39          1646        -           -                        
C            1           35820       63848       13344       87930       95437       83690       27544       1           35820       -           -                        
C            77154       31920       45234       73575       25393       80202       49494       39306       1995        16          -           -                        
C            70127       96005       73789       73314       25473       26202       91870       27721       13          7385        -           -                        
C            42821       50127       92361       147         34000       42678       1217        1816        147         341         -           -                        
C            10717       55692       54692       9977        36262       45689       7211        93215       357         156         -           -                        
C            10443       75270       34840       10791       23129       42127       18070       34718       3           25090       -           -                        
C            71107       87856       82918       21964       12423       83198       71909       33791       21964       4           -           -                        
C            84650       32032       52618       85367       61807       31222       2769        13783       44          728         -           -                        
C            47736       34956       12780       61706       4584        91027       31778       95761       5826        6           -           -                        
C            66571       37926       28645       67276       88633       29838       72424       34628       301         126         -           -                        
C            42599       79173       63093       85195       82070       77086       23781       11782       3           26391       -           -                        
C            45461       31056       14405       90920       27962       58516       51769       82331       2           15528       -           -                        
C            86558       10180       76378       96175       52624       92326       51769       69008       5           2036        -           -                        
C            26258       93360       32565       26253       41153       84267       57648       81917       3           31120       -           -                        
C            6           4566        95107       23929       70701       14750       3394        5980        6           761         -           -                        
C            14009       54739       58937       12360       22147       71433       28479       18638       817         67          -           -                        
C            50838       73808       76697       25433       51607       38819       28479       48990       28          2636        -           -                        
C            13278       34370       78575       9962        74929       53165       17924       7162        14          2455        -           -                        
C            36232       94458       41441       36577       51688       43095       50103       81069       7           13494       -           -                        
C            87332       29720       57612       95768       15378       24142       26379       69402       2972        10          -           -                        
C            38912       27216       11696       189         14659       32377       79856       77606       189         144         -           -                        
C            25849       34410       91106       11470       39840       54612       69061       64169       11470       3           -           -                        
C            92044       90912       1132        92038       32642       21767       99612       30127       4           22728       -           -                        
C            67397       55391       12006       67513       50377       96307       18181       84365       1           55391       -           -                        
C            198         34083       65782       213         54954       80738       18181       74808       3           11361       -           -                        
C            10873       43492       67048       72152       26765       83542       65851       68050       10873       4           -           -                        
C            2529        92871       9325        2232        11848       99398       4249        34220       153         607         -           -                        
C            46180       6440        39740       69242       80020       83344       79504       42896       56          115         -           -                        
C            53041       8857        44184       53126       28367       947         16494       24282       1           8857        -           -                        
C            82195       21345       60850       82265       63633       89417       94737       46547       15          1423        -           -                        
C            77318       87110       89875       78585       16417       57770       46509       70131       31          2810        -           -                        
C            95426       2130        93296       95151       53752       37          55594       86187       1           2130        -           -                        
C            46279       14953       31326       47993       70694       52761       31588       36460       1           14953       -           -                        
C            1646        3292        98021       90930       22201       94046       91752       40139       1646        2           -           -                        
C            81475       80857       618         61108       72448       56003       42920       72326       7           11551       -           -                        
C            83514       30208       53306       89479       77161       71343       45504       15268       4           7552        -           -                        
C            50327       740         49587       50388       30497       84874       45504       25014       2           370         -           -                        
C            63001       31936       31065       62751       76640       8775        17084       14191       1           31936       -           -                        
C            46220       63700       82187       65          60649       72261       62926       52210       65          980         -           -                        
C            62239       26548       35691       72612       27389       8576        63595       62256       1           26548       -           -                        
C            40889       28125       12764       41080       91715       29173       9490        75787       15          1875        -           -                        
C            37198       84864       52001       36376       89420       18360       32654       57300       208         408         -           -                        
C            14325       17424       96568       10744       57308       55472       32654       23764       1           17424       -           -                        
C            36590       27451       9139        72897       9838        55656       24292       28440       283         97          -           -                        
C            43467       26051       17416       43600       78307       35460       43485       16204       109         239         -           -                        
C            90202       2100        88102       89730       12381       94482       28592       39099       50          42          -           -                        
C            41780       17732       24048       46801       29921       76155       84859       63796       1612        11          -           -                        
C            8834        96946       11555       8828        36902       14385       11970       51643       2           48473       -           -                        
C            44361       32302       12059       43813       27209       78207       70040       39320       521         62          -           -                        
C            68187       83835       84019       68401       66189       74970       85498       9158        135         621         -           -                        
C            77025       2682        74343       81304       91554       38331       41962       13599       3           894         -           -                        
C            91870       79540       12330       77884       40388       35488       84982       20958       7954        10          -           -                        
C            27537       12138       15399       41297       3064        64192       22074       40144       17          714         -           -                        
C            21317       37408       83576       20882       55397       52717       5657        65905       2           18704       -           -                        
C            51841       6480        45361       64799       59243       3640        67692       17160       9           720         -           -                        
C            24800       52416       72051       24786       15164       65031       4975        7023        6           8736        -           -                        
C            7769        93936       13500       8872        64199       83582       27557       62729       48          1957        -           -                        
C            14357       82720       31304       14362       11063       72461       29297       32422       2           41360       -           -                        
C            36704       73849       62522       34545       45972       69847       64207       15622       1           73849       -           -                        
C            64959       58250       6709        67682       79614       70101       49724       11513       2330        25          -           -                        
C            20744       41488       78923       42606       37540       37813       76635       87073       20744       2           -           -                        
C            37010       2426        34584       36974       64842       2423        97545       33207       2           1213        -           -                        
C            63844       68838       94673       42662       36229       57052       1905        94585       298         231         -           -                        
C            23224       56347       66544       25711       95487       45607       48882       9071        841         67          -           -                        
C            66076       59224       6852        66640       22528       35750       48882       26866       88          673         -           -                        
C            72722       12844       59878       494         61115       19012       12516       95644       494         26          -           -                        
C            14283       80366       33584       14209       91263       82813       35863       26864       1           80366       -           -                        
C            38360       87688       50339       39488       82615       7409        44887       34807       8           10961       -           -                        
C            28954       64614       64007       28627       70717       81182       94005       2208        178         363         -           -                        
C            28298       81192       46773       408         41246       95158       26835       99379       408         199         -           -                        
C            709         25055       75321       721         20390       21786       29108       13370       1           25055       -           -                        
C            72602       80648       91621       58556       45853       91402       12559       48530       2372        34          -           -                        
C            65716       808         64908       82143       50111       29388       38786       28197       8           101         -           -                        
C            10516       62656       47527       11464       38240       95935       53252       48876       88          712         -           -                        
C            47334       14703       32631       47307       14725       67039       68987       37844       3           4901        -           -                        
C            60120       28440       31680       88995       53222       29719       40972       91072       2370        12          -           -                        
C            65949       78884       86732       66053       18198       62149       54494       91248       13          6068        -           -                        
C            57123       7461        49662       57633       52670       52779       54178       9437        3           2487        -           -                        
C            59433       19902       39531       61414       53996       93588       80467       82468       3           6634        -           -                        
C            3           57216       42454       92241       87486       85447       62403       22619       3           19072       -           -                        
C            97797       44229       53568       98306       64774       21537       357         48594       69          641         -           -                        
C            76741       83148       93260       75630       41048       75869       10187       34024       82          1014        -           -                        
C            64845       61064       3781        48638       67755       6401        71296       53417       17          3592        -           -                        
C            69675       27707       41968       69653       81552       13993       9451        20306       1           27707       -           -                        
C            97701       36582       61119       98286       80960       65127       10390       21192       6           6097        -           -                        
C            46522       39054       7468        57728       60005       37657       10390       15569       1698        23          -           -                        
C            9093        55034       53726       18179       20021       27286       4294        58426       7           7862        -           -                        
C            59831       90177       69321       59829       33468       88010       58740       88404       1           90177       -           -                        
C            56359       40964       15395       75101       92527       99140       816         34780       133         308         -           -                        
C            22951       246         22705       22681       86927       15668       21093       58658       1           246         -           -                        
C            93021       1663        91358       88370       79487       95267       54576       84302       1           1663        -           -                        
C            10735       85040       25362       12878       76209       62337       13410       9709        20          4252        -           -                        
C            34530       22770       11760       33150       81607       36918       65383       49170       30          759         -           -                        
C            48188       84800       63055       42856       71866       58004       65383       68503       200         424         -           -                        
C            71072       73964       96775       71023       64903       1721        62157       46844       22          3362        -           -                        
C            7252        83408       23511       11296       71225       93352       91225       48944       3208        26          -           -                        
C            79348       61838       17510       44091       28825       80399       17707       53461       8834        7           -           -                        
C            17317       71735       45249       17315       22080       85291       29728       95856       1           71735       -           -                        
C            31726       76738       54655       30457       78414       60475       23773       90908       1           76738       -           -                        
C            60892       41616       19276       53357       85516       7638        86047       2765        612         68          -           -                        
C            27798       36091       91374       25271       52253       80502       75060       56635       1           36091       -           -                        
C            39134       35098       4036        39150       66292       29339       22708       20661       14          2507        -           -                        
C            13706       55602       57771       20558       90670       26806       32059       34191       2           27801       -           -                        
C            35578       31769       3809        35519       55110       29105       91199       9356        1           31769       -           -                        
C            46137       41080       5057        92116       51258       51280       71584       26686       158         260         -           -                        
C            11251       6060        5191        3030        67560       85372       71584       71077       3030        2           -           -                        
C            99608       13328       86280       97118       19928       30003       13792       78742       8           1666        -           -                        
C            49170       58539       90298       42157       91494       17921       68592       76429       79          741         -           -                        
E            77150       19287       57863       -           28248       55644       68592       16693       -           -           -           -                        
C            35003       65714       68956       36594       64493       91154       80629       75223       1           65714       -           -                        
C            23100       53448       69319       17427       76959       68438       42055       5879        408         131         -           -                        
C            49692       76328       73031       54638       97364       25553       58605       14205       232         329         -           -                        
C            31019       25582       5437        33405       33956       45147       30315       95717       1           25582       -           -                        
C            28532       74060       54139       140         18931       30067       87551       58390       140         529         -           -                        
C            17761       44098       73330       17765       85824       65805       16716       38883       1           44098       -           -                        
C            93163       62020       31143       93130       2439        45724       24148       58093       4           15505       -           -                        
C            24088       89360       34395       23977       80193       92690       54924       44409       1           89360       -           -                        
C            32656       88132       44191       32619       8041        93548       85975       41323       22          4006        -           -                        
C            72606       74655       97618       72633       91615       78009       36754       35602       3           24885       -           -                        
C            58655       43368       15287       58612       52070       91694       69879       50889       3           14456       -           -                        
C            69901       12725       57176       69886       18858       65941       41224       17764       1           12725       -           -                        
C            52861       56000       96528       54010       48056       78750       15872       13706       7           8000        -           -                        
C            48732       69560       78839       49324       9161        31186       97940       10082       188         370         -           -                        
C            68441       13818       54623       68524       70139       67977       97940       32072       49          282         -           -                        
C            4686        75232       29121       9368        22006       85274       69225       91663       4           18808       -           -                        
C            82638       56952       25686       82602       58365       66026       80983       4627        18          3164        -           -                        
C            22781       48222       74226       23692       67700       27860       2632        17717       6           8037        -           -                        
C            21291       17287       4004        1           46705       14782       95270       89913       1           17287       -           -                        
C            43256       15008       28248       39324       79174       76087       71475       96933       4           3752        -           -                        
C            33787       58844       74610       45048       37704       62301       3217        11051       4           14711       -           -                        
C            89512       32880       56632       44796       70436       39898       45222       21916       80          411         -           -                        
C            75084       35832       39252       4479        22400       42550       53501       41399       4479        8           -           -                        
C            3           95967       3703        50530       6739        10937       37369       45788       3           31989       -           -                        
C            69139       23760       45379       2640        92090       13193       77367       19070       2640        9           -           -                        
C            14993       99226       15434       14730       91988       92241       64515       75409       2           49613       -           -                        
C            94174       59400       34774       93999       22352       44643       49903       78873       24          2475        -           -                        
C            37565       20725       16840       40189       16741       41379       17275       87928       829         25          -           -                        
C            73802       33330       40472       73721       52157       27549       51760       2202        11          3030        -           -                        
C            14746       88802       25611       13879       74731       88591       51760       67872       7           12686       -           -                        
C            46544       29868       16676       46475       14172       41489       16002       92327       38          786         -           -                        
C            81874       77792       4082        77799       47114       44390       31458       84539       374         208         -           -                        
C            31510       41322       89855       41981       41286       42124       97517       94106       97          426         -           -                        
C            40          97320       2387        94467       87192       74501       47937       61590       40          2433        -           -                        
C            92694       69616       23078       93460       759         98477       71210       95688       8           8702        -           -                        
C            84808       21960       62848       87100       63232       80571       21789       39103       4           5490        -           -                        
C            3           27492       72178       86407       98532       30746       89575       81290       3           9164        -           -                        
C            39990       12120       27870       40038       16507       48891       6108        5465        6           2020        -           -                        
C            4059        13688       90038       3749        73598       23589       58678       66267       29          472         -           -                        
C            40          69840       29867       44183       8040        99313       48671       40173       40          1746        -           -                        
C            63562       45248       18314       7           29593       97168       65996       92185       7           6464        -           -                        
C            4383        85812       18238       4018        77639       72619       58348       88406       3           28604       -           -                        
C            18          31212       68473       78411       95799       6808        66759       34829       18          1734        -           -                        
C            33735       63237       70165       39357       81621       42773       66759       35868       3           21079       -           -                        
C            62580       54132       8448        60268       2787        415         1828        39500       156         347         -           -                        
C            61893       86940       74620       61814       10063       54460       76032       94981       36          2415        -           -                        
C            43878       72584       70961       43967       47122       10092       76032       65015       1           72584       -           -                        
C            97023       56849       40174       97913       68994       71648       10244       93004       13          4373        -           -                        
C            42689       67973       74383       42533       54190       76330       22169       35316       101         673         -           -                        
C            78256       55146       23110       78261       1032        86705       90974       13381       1           55146       -           -                        
C            42559       96502       45724       42565       97724       3261        31301       88794       1           96502       -           -                        
C            50222       17504       32718       50700       5050        79941       26750       82658       32          547         -           -                        
C            48219       2675        45544       95903       85240       48421       82750       45899       535         5           -           -                        
C            18769       33441       84995       18792       53758       60511       45408       82876       1           33441       -           -                        
C            94436       27574       66862       94381       5356        4800        66196       8900        1           27574       -           -                        
C            83739       72713       11026       41870       1708        41922       3263        9204        1           72713       -           -                        
C            52403       10065       42338       50966       2192        62497       63209       86804       671         15          -           -                        
C            44053       59982       83738       39648       56132       15221       38626       69437       3           19994       -           -                        
C            64130       1564        62566       48106       48776       89537       90193       21864       34          46          -           -                        
C            93673       77636       16037       93693       42725       7516        71663       61218       13          5972        -           -                        
C            22025       47311       74381       22383       19841       41825       93808       1861        187         253         -           -                        
C            68678       51465       17213       3           32155       70875       3350        22892       3           17155       -           -                        
C            83614       37080       46534       90044       26664       8451        44998       86212       24          1545        -           -                        
C            60185       20559       39626       61124       57326       13051       25064       82450       89          231         -           -                        
C            51588       8424        43164       60168       18399       42987       13044       87398       108         78          -           -                        
C            39193       89340       49520       39185       31740       13645       60462       64061       1           89340       -           -                        
C            65299       77049       87917       65646       25153       73367       50657       26904       63          1223        -           -                        
C            28176       83790       44053       26897       2429        2473        50657       93957       38          2205        -           -                        
C            12552       97240       14979       12248       38261       76856       50657       67642       88          1105        -           -                        
C            95668       25040       70628       47836       74624       88828       66593       67891       4           6260        -           -                        
C            4289        79590       24366       1           91582       38067       57871       75064       1           79590       -           -                        
C            53995       19239       34756       53992       2349        44277       79642       72690       1           19239       -           -                        
C            24338       22176       2162        13401       48272       90180       8827        97355       2464        9           -           -                        
C            46663       30901       15762       93325       11590       71942       45870       69288       1           30901       -           -                        
C            9639        15120       94186       1080        25804       62093       80808       71966       1080        14          -           -                        
C            91241       35632       55609       91325       27526       65964       11085       4817        17          2096        -           -                        
C            88878       78210       10668       75250       97719       12343       60196       9067        7110        11          -           -                        
C            4383        46527       57523       4443        17909       60761       97008       70252       3           15509       -           -                        
C            44139       8379        35760       44788       33403       16430       24568       62752       7           1197        -           -                        
C            96752       330         96422       96527       65303       49909       94682       42049       2           165         -           -                        
C            89984       38712       51272       88641       47575       82704       99615       711         3           12904       -           -                        
F            95682       89931       5751        95682       73758       9471        98534       29817       -           -           -           -                        
E            1274        318         956         -           55906       82311       96973       58200       -           -           -           -                        
A            58114       17150       40964       37632       49252       18189       68847       62016       17150       1           -           -                        
E            14839       85880       28626       -           17332       3894        2429        13024       -           -           -           -                        
F            20608       5337        15271       20608       63624       2419        42440       90113       -           -           -           -                        
F            30796       34352       96111       30796       25379       63888       1555        87667       -           -           -           -                        
A            76144       8080        68064       87488       30831       35918       90502       53734       8080        1           -           -                        
E            96002       24000       72002       -           52072       15431       58183       40394       -           -           -           -                        
A            30354       746         29608       45158       43582       10260       57610       2200        746         1           -           -                        
A            83193       2389        80804       62992       54463       19454       55141       21949       2389        1           -           -                        
E            83394       62546       20848       -           49770       6171        40057       38254       -           -           -           -                        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Statistics:

Total Key Count: 10000
Transaction Limit Per Key: 100
Total Transaction Count: 1000000
Maximum Transaction Count: 9.867068e+19
Total Cases: 999788
Case A Count: 11
Case B Count: 0
Case C Count: 1357
Case D Count: 998403
Case E Count: 10
Case F Count: 7
Case D0 Count: 117941
Case D1 Count: 118304
Case D2 Count: 108879
Case D3 Count: 85364
Case D4 Count: 65108
Case D5 Count: 51043
Case D6 Count: 40490
Case D7 Count: 33641
Case D8 Count: 28272
Case D9 Count: 23881
Case D10 Count: 20361
Case D11 Count: 17508
Case D12 Count: 15817
Case D13 Count: 14064
Case D14 Count: 12281
Case D15 Count: 11224
Case D16 Count: 10069
Case D17 Count: 9149
Case D18 Count: 8424
Case D19 Count: 7633
Case D20 Count: 7125
Case D21 Count: 6716
Case D22 Count: 6242
Case D23 Count: 5596
Case D24 Count: 5379
Case D25 Count: 4893
Case D26 Count: 4620
Case D27 Count: 4425
Case D28 Count: 4134
Case D29 Count: 3826
Case D30 Count: 3701
Case D31 Count: 3487
Case D32 Count: 3246
Case D33 Count: 3180
Case D34 Count: 2951
Case D35 Count: 2848
Case D36 Count: 2677
Case D37 Count: 2555
Case D38 Count: 2355
Case D39 Count: 2374
Case D40 Count: 2234
Case D41 Count: 2173
Case D42 Count: 2029
Case D43 Count: 2034
Case D44 Count: 1898
Case D45 Count: 1838
Case D46 Count: 1746
Case D47 Count: 1762
Case D48 Count: 1640
Case D49 Count: 1564
Case D50 Count: 1545
Case D51 Count: 1523
Case D52 Count: 1463
Case D53 Count: 1380
Case D54 Count: 1364
Case D55 Count: 1297
Case D56 Count: 1277
Case D57 Count: 1198
Case D58 Count: 1191
Case D59 Count: 1189
Case D60 Count: 1209
Case D61 Count: 1071
Case D62 Count: 1064
Case D63 Count: 1039
Case D64 Count: 1017
Case D65 Count: 959
Case D66 Count: 941
Case D67 Count: 938
Case D68 Count: 901
Case D69 Count: 953
Case D70 Count: 816
Case D71 Count: 836
Case D72 Count: 833
Case D73 Count: 853
Case D74 Count: 739
Case D75 Count: 730
Case D76 Count: 758
Case D77 Count: 738
Case D78 Count: 711
Case D79 Count: 689
Case D80 Count: 677
Case D81 Count: 661
Case D82 Count: 654
Case D83 Count: 649
Case D84 Count: 616
Case D85 Count: 619
Case D86 Count: 597
Case D87 Count: 589
Case D88 Count: 586
Case D89 Count: 565
Case D90 Count: 527
Case D91 Count: 544
Case D92 Count: 541
Case D93 Count: 552
Case D94 Count: 508
Case D95 Count: 477
Case D96 Count: 520
Case D97 Count: 500
Case D98 Count: 493
Case D99 Count: 451
Case D100 Count: 408
Case D101 Count: 454
Case D102 Count: 404
Case D103 Count: 449
Case D104 Count: 402
Case D105 Count: 414
Case D106 Count: 377
Case D107 Count: 434
Case D108 Count: 396
Case D109 Count: 390
Case D110 Count: 389
Case D111 Count: 375
Case D112 Count: 383
Case D113 Count: 369
Case D114 Count: 334
Case D115 Count: 347
Case D116 Count: 327
Case D117 Count: 328
Case D118 Count: 333
Case D119 Count: 338
Case D120 Count: 335
Case D121 Count: 361
Case D122 Count: 337
Case D123 Count: 303
Case D124 Count: 341
Case D125 Count: 332
Case D126 Count: 314
Case D127 Count: 333
Case D128 Count: 287
Case D129 Count: 278
Case D130 Count: 291
Case D131 Count: 269
Case D132 Count: 295
Case D133 Count: 261
Case D134 Count: 275
Case D135 Count: 283
Case D136 Count: 260
Case D137 Count: 274
Case D138 Count: 273
Case D139 Count: 233
Case D140 Count: 257
Case D141 Count: 261
Case D142 Count: 221
Case D143 Count: 247
Case D144 Count: 239
Case D145 Count: 203
Case D146 Count: 228
Case D147 Count: 220
Case D148 Count: 229
Case D149 Count: 229
Case D150 Count: 222
Case D151 Count: 239
Case D152 Count: 227
Case D153 Count: 224
Case D154 Count: 195
Case D155 Count: 177
Case D156 Count: 202
Case D157 Count: 210
Case D158 Count: 220
Case D159 Count: 218
Case D160 Count: 187
Case D161 Count: 184
Case D162 Count: 165
Case D163 Count: 195
Case D164 Count: 186
Case D165 Count: 189
Case D166 Count: 180
Case D167 Count: 202
Case D168 Count: 215
Case D169 Count: 178
Case D170 Count: 196
Case D171 Count: 180
Case D172 Count: 179
Case D173 Count: 163
Case D174 Count: 182
Case D175 Count: 174
Case D176 Count: 177
Case D177 Count: 166
Case D178 Count: 162
Case D179 Count: 155
Case D180 Count: 142
Case D181 Count: 152
Case D182 Count: 139
Case D183 Count: 150
Case D184 Count: 173
Case D185 Count: 164
Case D186 Count: 144
Case D187 Count: 143
Case D188 Count: 180
Case D189 Count: 166
Case D190 Count: 160
Case D191 Count: 145
Case D192 Count: 147
Case D193 Count: 145
Case D194 Count: 146
Case D195 Count: 140
Case D196 Count: 136
Case D197 Count: 135
Case D198 Count: 166
Case D199 Count: 125
Case D200 Count: 137
Case D201 Count: 136
Case D202 Count: 134
Case D203 Count: 119
Case D204 Count: 123
Case D205 Count: 134
Case D206 Count: 142
Case D207 Count: 126
Case D208 Count: 127
Case D209 Count: 124
Case D210 Count: 118
Case D211 Count: 129
Case D212 Count: 118
Case D213 Count: 128
Case D214 Count: 110
Case D215 Count: 101
Case D216 Count: 118
Case D217 Count: 103
Case D218 Count: 113
Case D219 Count: 142
Case D220 Count: 127
Case D221 Count: 100
Case D222 Count: 101
Case D223 Count: 125
Case D224 Count: 105
Case D225 Count: 90
Case D226 Count: 88
Case D227 Count: 105
Case D228 Count: 128
Case D229 Count: 91
Case D230 Count: 97
Case D231 Count: 90
Case D232 Count: 96
Case D233 Count: 101
Case D234 Count: 86
Case D235 Count: 94
Case D236 Count: 97
Case D237 Count: 99
Case D238 Count: 88
Case D239 Count: 92
Case D240 Count: 79
Case D241 Count: 105
Case D242 Count: 83
Case D243 Count: 98
Case D244 Count: 90
Case D245 Count: 79
Case D246 Count: 69
Case D247 Count: 98
Case D248 Count: 106
Case D249 Count: 87
Case D250 Count: 85
Case D251 Count: 84
Case D252 Count: 82
Case D253 Count: 70
Case D254 Count: 95
Case D255 Count: 83
Case D256 Count: 83
Case D257 Count: 87
Case D258 Count: 99
Case D259 Count: 77
Case D260 Count: 108
Case D261 Count: 75
Case D262 Count: 67
Case D263 Count: 92
Case D264 Count: 99
Case D265 Count: 74
Case D266 Count: 103
Case D267 Count: 71
Case D268 Count: 76
Case D269 Count: 76
Case D270 Count: 74
Case D271 Count: 87
Case D272 Count: 76
Case D273 Count: 92
Case D274 Count: 89
Case D275 Count: 73
Case D276 Count: 77
Case D277 Count: 76
Case D278 Count: 81
Case D279 Count: 68
Case D280 Count: 64
Case D281 Count: 73
Case D282 Count: 82
Case D283 Count: 64
Case D284 Count: 81
Case D285 Count: 74
Case D286 Count: 62
Case D287 Count: 65
Case D288 Count: 58
Case D289 Count: 81
Case D290 Count: 80
Case D291 Count: 72
Case D292 Count: 73
Case D293 Count: 66
Case D294 Count: 66
Case D295 Count: 55
Case D296 Count: 60
Case D297 Count: 62
Case D298 Count: 62
Case D299 Count: 64
Case D300 Count: 58
Case D301 Count: 60
Case D302 Count: 70
Case D303 Count: 66
Case D304 Count: 60
Case D305 Count: 57
Case D306 Count: 65
Case D307 Count: 62
Case D308 Count: 65
Case D309 Count: 57
Case D310 Count: 56
Case D311 Count: 59
Case D312 Count: 57
Case D313 Count: 45
Case D314 Count: 57
Case D315 Count: 51
Case D316 Count: 52
Case D317 Count: 62
Case D318 Count: 56
Case D319 Count: 52
Case D320 Count: 53
Case D321 Count: 58
Case D322 Count: 60
Case D323 Count: 59
Case D324 Count: 60
Case D325 Count: 51
Case D326 Count: 54
Case D327 Count: 49
Case D328 Count: 45
Case D329 Count: 44
Case D330 Count: 60
Case D331 Count: 57
Case D332 Count: 49
Case D333 Count: 48
Case D334 Count: 48
Case D335 Count: 66
Case D336 Count: 51
Case D337 Count: 57
Case D338 Count: 56
Case D339 Count: 58
Case D340 Count: 44
Case D341 Count: 60
Case D342 Count: 38
Case D343 Count: 43
Case D344 Count: 43
Case D345 Count: 60
Case D346 Count: 49
Case D347 Count: 32
Case D348 Count: 55
Case D349 Count: 55
Case D350 Count: 40
Case D351 Count: 52
Case D352 Count: 46
Case D353 Count: 46
Case D354 Count: 39
Case D355 Count: 53
Case D356 Count: 45
Case D357 Count: 41
Case D358 Count: 55
Case D359 Count: 39
Case D360 Count: 44
Case D361 Count: 27
Case D362 Count: 48
Case D363 Count: 40
Case D364 Count: 48
Case D365 Count: 43
Case D366 Count: 34
Case D367 Count: 53
Case D368 Count: 36
Case D369 Count: 45
Case D370 Count: 47
Case D371 Count: 48
Case D372 Count: 48
Case D373 Count: 46
Case D374 Count: 39
Case D375 Count: 36
Case D376 Count: 26
Case D377 Count: 40
Case D378 Count: 40
Case D379 Count: 27
Case D380 Count: 40
Case D381 Count: 48
Case D382 Count: 44
Case D383 Count: 39
Case D384 Count: 38
Case D385 Count: 41
Case D386 Count: 36
Case D387 Count: 39
Case D388 Count: 37
Case D389 Count: 39
Case D390 Count: 34
Case D391 Count: 35
Case D392 Count: 37
Case D393 Count: 43
Case D394 Count: 40
Case D395 Count: 40
Case D396 Count: 42
Case D397 Count: 37
Case D398 Count: 44
Case D399 Count: 34
Case D400 Count: 28
Case D401 Count: 42
Case D402 Count: 34
Case D403 Count: 39
Case D404 Count: 33
Case D405 Count: 28
Case D406 Count: 37
Case D407 Count: 39
Case D408 Count: 30
Case D409 Count: 34
Case D410 Count: 43
Case D411 Count: 40
Case D412 Count: 31
Case D413 Count: 46
Case D414 Count: 39
Case D415 Count: 46
Case D416 Count: 31
Case D417 Count: 36
Case D418 Count: 35
Case D419 Count: 29
Case D420 Count: 33
Case D421 Count: 31
Case D422 Count: 31
Case D423 Count: 29
Case D424 Count: 40
Case D425 Count: 47
Case D426 Count: 30
Case D427 Count: 26
Case D428 Count: 24
Case D429 Count: 29
Case D430 Count: 29
Case D431 Count: 27
Case D432 Count: 42
Case D433 Count: 35
Case D434 Count: 28
Case D435 Count: 35
Case D436 Count: 25
Case D437 Count: 29
Case D438 Count: 48
Case D439 Count: 31
Case D440 Count: 29
Case D441 Count: 36
Case D442 Count: 25
Case D443 Count: 29
Case D444 Count: 27
Case D445 Count: 24
Case D446 Count: 22
Case D447 Count: 30
Case D448 Count: 23
Case D449 Count: 28
Case D450 Count: 29
Case D451 Count: 32
Case D452 Count: 34
Case D453 Count: 32
Case D454 Count: 20
Case D455 Count: 32
Case D456 Count: 25
Case D457 Count: 26
Case D458 Count: 30
Case D459 Count: 38
Case D460 Count: 24
Case D461 Count: 28
Case D462 Count: 21
Case D463 Count: 29
Case D464 Count: 35
Case D465 Count: 19
Case D466 Count: 30
Case D467 Count: 25
Case D468 Count: 25
Case D469 Count: 30
Case D470 Count: 33
Case D471 Count: 34
Case D472 Count: 32
Case D473 Count: 33
