Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

Using legacy P2PKH preimage for signing.

------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered                 hypothesis  
D5           20591       4475        16116       40295       85339       21735       63557       71571       887         -           -           5.045095828635851183     -                           -           
D2           54940       33486       21454       93650       50722       15922       63557       92189       16230       -           -           2.063216266173752310     -                           -           
D7           26212       96406       29473       39564       44189       66420       61512       85577       12860       -           -           7.496578538102643856     -                           -           
D1           55594       27487       28107       75016       71209       22790       61512       24084       16750       -           -           1.641014925373134328     -                           -           
D1           32380       18473       13907       52049       2523        62989       61512       60724       12711       -           -           1.453308158288096923     -                           -           
D19          19807       29082       90392       22865       2255        78241       55368       92122       1459        -           -           19.93283070596298834     -                           -           
D14          28735       96266       32136       50620       18777       66941       98377       12638       6850        -           -           14.05343065693430656     -                           -           
D98          81219       62325       18894       87418       58016       16497       92235       3205        632         -           -           98.61550632911392405     -                           -           
D5           36018       52686       82999       49200       54403       25999       92235       10132       9654        -           -           5.457426973275326289     -                           -           
D8           33476       36018       97125       40844       55173       35781       38987       92758       4004        -           -           8.995504495504495504     -                           -           
D1           37030       9533        27497       47149       17760       53164       79946       1353        6673        -           -           1.428592836805035216     -                           -           
D1           69463       20227       49236       89127       90193       78102       79946       79540       10471       -           -           1.931716168465285073     -                           -           
D2           39645       30049       9596        65368       48474       795         45134       75782       13922       -           -           2.158382416319494325     -                           -           
D165         96118       59350       36768       96878       8881        26395       45134       89955       358         -           -           165.7821229050279329     -                           -           
D76          39879       13808       26071       79578       27356       33558       45134       92512       180         -           -           76.71111111111111111     -                           -           
D8           13634       15351       97950       16597       21537       37314       49232       51285       1782        -           -           8.614478114478114478     -                           -           
D684         58456       41075       17381       60702       56726       41459       49232       40603       60          -           -           684.5833333333333333     -                           -           
D53          79926       41840       38086       86014       29485       97635       49232       85184       782         -           -           53.50383631713554987     -                           -           
D8           59733       42528       17205       70646       80889       28010       43088       68477       5168        -           -           8.229102167182662538     -                           -           
D5           54263       98103       55827       91158       64805       48856       43088       43604       17368       -           -           5.648491478581298940     -                           -           
D4           58585       64558       93694       73408       43095       11267       61525       40650       14116       -           -           4.573391895721167469     -                           -           
D1           52532       20439       32093       87947       79213       49722       61525       68690       17117       -           -           1.194076064730969211     -                           -           
D57          27264       66143       60788       31615       60241       81786       61525       41889       1158        -           -           57.11830742659758203     -                           -           
D59          91970       59199       32771       94429       21322       49679       26713       3373        987         -           -           59.97872340425531914     -                           -           
D3           65077       72406       92338       88231       21708       32175       26713       97641       18769       -           -           3.857744152592040066     -                           -           
D7           76007       56959       19048       84584       23992       17584       26713       69805       7391        -           -           7.706534974969557570     -                           -           
D70          89368       59649       29719       97415       4973        2625        26713       17348       851         -           -           70.09283196239717978     -                           -           
D14          56834       74505       81996       63308       64584       31748       57435       9441        5042        -           -           14.77687425624752082     -                           -           
D8           24763       25433       98997       29120       19773       67          71773       71547       2978        -           -           8.540295500335795836     -                           -           
D1           28942       13783       15159       47016       579         55337       71773       29287       10868       -           -           1.268218623481781376     -                           -           
D2           27133       26511       622         44015       24501       24706       6238        98045       10251       -           -           2.586186713491366695     -                           -           
D13          16769       59744       56692       29168       90003       71447       6238        16825       4370        -           -           13.67139588100686498     -                           -           
D2           59052       59850       98869       94874       14122       39148       6238        44721       23230       -           -           2.576409814894532931     -                           -           
D36          46958       66352       80273       92083       92065       90543       6238        28520       1833        -           -           36.19858156028368794     -                           -           
D51          92328       92248       80          94254       43892       41879       94303       68115       1806        -           -           51.07862679955703211     -                           -           
D29          92423       88082       4341        96682       97245       1030        94303       27370       2984        -           -           29.51809651474530831     -                           -           
D1           57385       36596       20789       93074       59547       7505        61534       63466       21696       -           -           1.686762536873156342     -                           -           
D2           50197       32726       17471       88145       5590        4384        61534       22685       12249       -           -           2.671728304351375622     -                           HYP-005     
D1818        6595        78195       28067       6667        79222       2052        61534       59811       43          -           -           1818.488372093023255     -                           -           
D1           48304       8459        39845       54361       94446       1994        53347       84890       5905        -           -           1.432514817950889077     -                           -           
D1           27556       9426        18130       33103       63268       40327       53347       94163       5368        -           -           1.755961251862891207     -                           -           
D303         50398       62282       87783       55975       3181        13741       53347       21012       205         -           -           303.8146341463414634     -                           -           
D16          62323       70422       91568       68126       59767       29169       53347       21895       4293        -           -           16.40391334730957372     -                           -           
D9           36411       59974       76104       66394       64477       22152       53347       75087       6428        -           -           9.330118232731798382     -                           -           
D6           56148       70536       85279       78598       23388       31666       100         72516       11248       -           -           6.270981507823613086     -                           -           
D0           48552       13633       34919       78797       11812       35015       100         73857       18307       -           -           0.744687824329491451     -                           -           
D2           77698       26664       51034       90821       85791       7485        100         3848        12083       -           -           2.206736737565174211     -                           -           
D1           54270       46895       7375        83749       89741       59605       100         80494       24791       -           -           1.891613892138275987     -                           -           
D118         84132       74478       9654        85189       6538        10059       100         14341       629         -           -           118.4069952305246422     -                           -           
D2           76600       54091       22509       95827       17036       3510        65637       97722       18919       -           -           2.859083461070881124     -                           -           
D37          92943       97345       95265       95955       96325       21533       32869       26841       2583        -           -           37.68679829655439411     -                           -           
D3           64069       50557       13512       88898       20853       18348       32869       4672        14411       -           -           3.508222885295954479     -                           -           
D1           43914       8522        35392       80020       67751       86224       36968       23302       7808        -           -           1.091444672131147541     -                           -           
D4           56382       82653       73396       92985       73922       10778       36968       4503        19779       -           -           4.178826027605035643     -                           -           
D47          50061       71077       78651       52918       10605       86665       45167       76263       1492        -           -           47.63873994638069705     -                           -           
D132         5832        90058       15441       7549        89324       9356        45167       91217       681         -           -           132.2437591776798825     -                           -           
D22          16071       87683       28055       28161       71343       35620       45167       32458       3981        -           -           22.02537050992213011     -                           -           
D2           49728       43867       5861        66532       10597       39226       24689       57169       16120       -           -           2.721277915632754342     -                           -           
D15          48680       5977        42703       60752       25835       99299       24689       83094       392         -           -           15.24744897959183673     -                           -           
D7           43958       45756       97869       81728       80872       59886       66373       8445        6188        -           -           7.394311570782159017     -                           -           
D17          24819       82793       41693       29859       4346        305         66373       61686       4659        -           -           17.77055162051942476     -                           -           
D16          19626       91095       28198       33750       69525       92894       61559       94099       5502        -           -           16.55670665212649945     -                           -           
D18          42662       95201       47128       50170       67858       12964       61559       89180       5122        -           -           18.58668488871534556     -                           -           
D1           56624       27872       28752       94525       96715       82855       120         41586       18723       -           -           1.488650323131976713     -                           -           
D3           67778       33791       33987       82559       81311       61834       120         52932       8654        -           -           3.904668361451351976     -                           -           
D16          47735       57886       89516       69896       44215       40885       120         513         3413        -           -           16.96044535599179607     -                           -           
D8           46421       91543       54545       82380       65108       97617       120         51306       10462       -           -           8.750047792009176065     -                           -           
D5           55503       62491       92679       70364       12763       22152       36984       24580       10920       -           -           5.722619047619047619     -                           -           
D5           76653       48695       27958       90075       37329       43424       36984       17041       9543        -           -           5.102693073456984176     -                           -           
D713         31073       82716       48024       31680       32825       58784       20599       80395       116         -           -           713.0689655172413793     -                           -           
D1           57756       44748       13008       91375       38861       95117       20599       62344       24137       -           -           1.853917222521440112     -                           -           
D5           50551       40300       10251       59204       1400        98855       20599       21386       7286        -           -           5.531155640955256656     -                           -           
D11          10238       51352       58553       15957       61301       82212       20599       778         4519        -           -           11.36357601239212215     -                           -           
D837         85046       84547       499         87473       22969       9767        4223        33051       101         -           -           837.0990099009900990     -                           -           
D7           67835       43510       24325       80210       13881       75921       4223        48117       5960        -           -           7.300335570469798657     -                           -           
D1           67418       10643       56775       87552       76214       90807       20609       33780       7016        -           -           1.516961231470923603     -                           -           
D5           36138       86770       49035       57319       47870       10605       55427       56883       14957       -           -           5.801297051547770274     -                           -           
D2           60613       28552       32061       85705       40185       10543       55427       70126       10429       -           -           2.737750503403969699     -                           HYP-005     
D121         61408       51090       10318       62109       18460       3313        55427       80719       421         -           -           121.3539192399049881     -                           -           
D3           25948       29167       96448       34863       52664       94556       18566       59976       8118        -           -           3.592880019709288002     -                           -           
D0           67198       4143        63055       82724       64837       50309       18566       44923       5094        -           -           0.813309776207302709     -                           -           
D8           28802       87230       41239       47466       10430       91186       18566       76837       10138       -           -           8.604261195502071414     -                           -           
D3           58039       4416        53623       72186       90447       12510       18566       86          1451        -           -           3.043418332184700206     -                           -           
D203         44566       95613       48620       88662       19424       41618       36999       72831       470         -           -           203.4319148936170212     -                           -           
D18          58315       33209       25106       61637       5492        44963       36999       46700       1841        -           -           18.03856599674090168     -                           -           
D1           64444       5588        58856       70567       86816       87842       36999       47138       3214        -           -           1.738643434971997510     -                           -           
D6           62447       27938       34509       70774       52521       85434       90248       39358       4158        -           -           6.719095719095719095     -                           -           
D17          33062       55217       77512       40522       26681       58634       90248       74432       3222        -           -           17.13749224084419615     -                           -           
D4           55321       19899       35422       80529       42419       80743       55434       49236       4905        -           -           4.056880733944954128     -                           -           
D3           42811       42010       801         72291       54047       40182       4235        34758       13331       -           -           3.151301477758607756     -                           -           
D3           21252       13928       7324        29797       77909       37565       4235        9344        4162        -           -           3.346468044209514656     -                           HYP-005     
D7           68571       69428       98810       98206       35538       55134       26769       94733       9301        -           -           7.464573701752499731     -                           -           
D4           43798       97300       46165       66846       89812       42803       26769       39685       20750       -           -           4.689156626506024096     -                           -           
D2           74723       46521       28202       94040       90083       11887       61586       80725       16772       -           -           2.773730026234199856     -                           -           
D7           79886       60184       19702       97830       22445       71563       61586       1770        8110        -           -           7.420961775585696670     -                           -           
D22          27473       91231       35909       50892       56109       25713       75923       45818       4054        -           -           22.50394671928959052     -                           -           
D17          45803       72896       72574       54139       82413       85448       75923       93817       4123        -           -           17.68032985690031530     -                           -           
D0           23476       348         23128       45658       57610       25062       69782       35995       1294        -           -           0.268933539412673879     -                           -           
D102         18086       16787       1299        21073       63239       68725       69782       39532       164         -           -           102.3597560975609756     -                           -           
D42          59846       37201       22645       71641       54929       46762       73878       85513       871         -           -           42.71067738231917336     -                           -           
D19          42820       84526       57961       81246       91164       44731       73878       91077       4394        -           -           19.23668639053254437     -                           -           
D4           39745       33552       6193        47892       51252       87440       86168       70848       7157        -           -           4.687997764426435657     -                           -           
D7           21285       9033        12252       23518       11955       22228       18586       24311       1188        -           -           7.603535353535353535     -                           -           
D5           71062       28077       42985       81988       71975       64407       18586       18063       5506        -           -           5.099346167816926988     -                           -           
D11          21207       72427       48447       28670       96037       33489       20635       14834       6281        -           -           11.53112561693997771     -                           -           
D5           14132       15550       98249       25631       14398       14144       10398       84979       2633        -           -           5.905810862134447398     -                           -           
D167         31692       96900       34459       32354       69639       28112       10398       1736        578         -           -           167.6470588235294117     -                           -           
D0           52056       24809       27247       78428       88757       31181       30879       59533       25684       -           -           0.965932097804080361     -                           -           
D153         59296       31564       27732       60851       75730       6064        30879       4025        206         -           -           153.2233009708737864     -                           -           
D181         68825       59010       9815        72250       27722       43131       30879       92227       325         -           -           181.5692307692307692     -                           -           
D18          66247       90395       75519       96957       30911       53040       32929       75552       4827        -           -           18.72695255852496374     -                           -           
D4           38586       49652       88601       51952       62417       8978        32929       6570        11854       -           -           4.188628311118609752     -                           -           
D6           47123       87925       58865       80043       72250       8100        32929       25487       14203       -           -           6.190593536576779553     -                           -           
D2           29239       16344       12895       40216       97022       4808        32929       70910       7285        -           -           2.243514070006863418     -                           -           
D62          78002       84155       93514       86519       58894       29974       69794       47310       1349        -           -           62.38324684951816160     -                           -           
D4           55866       73900       81633       93807       32124       34488       69794       47422       17925       -           -           4.122733612273361227     -                           -           
D3           54933       56426       98174       74109       83319       76026       69794       20981       16581       -           -           3.403051685664314576     -                           -           
D9           56841       30824       26017       74677       22306       67924       69794       51573       3333        -           -           9.248124812481248124     -                           -           
D2149        45487       70920       74234       68214       98519       12616       98469       48209       33          -           -           2149.090909090909090     -                           -           
D44          37893       69400       68160       56051       15873       92255       98469       13768       1577        -           -           44.00760938490805326     -                           -           
D9           14044       46670       67041       23257       41126       1554        98469       66239       4831        -           -           9.660525771061891947     -                           -           
D3           43900       75853       67714       68796       68278       87672       98469       69319       19004       -           -           3.991422858345611450     -                           -           
D2           54054       43211       10843       91471       80505       85780       98469       76389       16637       -           -           2.597283164031976918     -                           -           
D5           37085       28723       8362        68706       76674       72542       59562       98309       5464        -           -           5.256771595900439238     -                           -           
D31          72239       91748       80158       76316       87389       73084       26794       79593       2930        -           -           31.31331058020477815     -                           -           
D7           23732       16408       7324        34521       87065       18496       8364        34149       2154        -           -           7.617455896007428040     -                           -           
D72          56546       59352       96861       75121       97350       53737       8364        4448        821         -           -           72.29232643118148599     -                           -           
D13          9592        38084       71175       16409       85405       27959       71851       22276       2775        -           -           13.72396396396396396     -                           -           
D5           28497       72412       55752       44328       63569       45815       71851       60928       12666       -           -           5.717037738828359387     -                           -           
D6           68130       70723       97074       96653       33991       11925       71851       83897       11084       -           -           6.380638758570913027     -                           -           
D16          56428       87720       68375       63724       35086       56508       94382       68928       5356        -           -           16.37789395070948469     -                           -           
D4           42008       17735       24273       80247       49899       30897       94382       20052       3769        -           -           4.705492172990183072     -                           -           
D57          42110       84718       57059       48881       43975       27271       14512       94787       1484        -           -           57.08760107816711590     -                           -           
D49          12288       78526       33429       22984       28684       37263       14512       31087       1592        -           -           49.32537688442211055     -                           -           
D26          55225       80591       74301       68274       69139       62701       96432       38094       3029        -           -           26.60647078243644767     -                           -           
D2           49048       35851       13197       65439       56187       60507       96432       32258       16266       -           -           2.204045247756055576     -                           -           
D1           52719       13599       39120       72308       65945       86158       96432       53031       13541       -           -           1.004283287792629791     -                           -           
D15          31114       62061       68720       37870       60411       34655       96432       72649       4090        -           -           15.17383863080684596     -                           -           
D5           39656       65139       74184       53707       54301       89004       86196       71081       11554       -           -           5.637787779124112861     -                           -           
D4           43398       86464       56601       65814       83588       13577       86196       21950       20982       -           -           4.120865503765132017     -                           -           
