Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

Using legacy P2PKH preimage for signing.

------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered                 hypothesis  
D1           565630904   241678784   323952120   1009720128  700063337   196921014   939843664   174189969   121541680   -           -           1.988443668048689141     -                           -           
D4           201125797   256130791   1186625749  349380665   1027684242  603605712   581533778   469270966   52870929    -           -           4.844454142275427012     -                           -           
D9           770913307   108881667   662031640   782785847   114425908   719694138   581533778   540587001   11070747    -           -           9.835078608516661070     -                           -           
D6           519544344   701585273   1059589814  929706424   372565310   528772232   1114304601  138176707   109382264   -           -           6.414067942495686503     -                           -           
D5           301594936   770815177   772410502   473282898   581835966   846436413   1114304601  674762490   129906974   -           -           5.933593503609744616     -                           -           
D0           888851324   28001002    860850322   1238652782  286490962   313226699   1114304601  667653228   189248408   -           -           0.147958983094853828     -                           -           
D1           466782504   127997466   338785038   636275600   795370324   450225993   1114304601  1036480455  127796312   -           -           1.001574020383311217     -                           -           
D21          1040471809  835834608   204637201   1207512288  315034182   823563275   1036306522  287092198   38228935    -           -           21.86392605496334124     -                           -           
D25          419176002   1111633504  549173241   466024996   1109978119  1226225394  1036306522  886733736   44384050    -           -           25.04578793508028221     -                           -           
D29          663197998   1137852960  766975781   732531192   761189525   1176674034  770048092   287523367   39199252    -           -           29.02741511496188753     -                           -           
D2           551937115   258668616   293268499   1007492236  580266284   844302297   770048092   1103289122  96381994    -           -           2.683785687189663247     -                           HYP-005     
D21805       509595706   706986366   1044240083  510841582   902344938   1202593632  770048092   400227016   32422       -           -           21805.76047128492998     -                           -           
D8           494289081   1063718030  672201794   860436437   162930381   174692569   508364893   844157337   128141725   -           -           8.301105904419501142     -                           -           
D42          1124452198  967208809   157243389   1155929357  722360888   1229609618  508364893   392558650   22751633    -           -           42.51162142954749665     -                           -           
D6           554179599   623083414   1172726928  1011730919  138930003   584684698   508364893   694942611   96628279    -           -           6.448251179139804404     -                           -           
D1           441723498   39281857    402441641   853356012   1029265413  709685734   530933855   1187081975  30090984    -           -           1.305436106708906561     -                           -           
D108         171904259   919091398   494443604   186761821   213351113   567377380   530933855   1076955410  8471077     -           -           108.4975851358687921     -                           -           
D0           667054927   132873485   534181442   1179562076  313263763   1197662814  286722145   536696504   154547778   -           -           0.859756683140407233     -                           -           
D20          235715082   1232028247  245317578   412705631   682568861   1108510614  286722145   607749987   58724533    -           -           20.97978790227246251     -                           -           
D6           899047355   436728080   462319275   1105680493  1009392204  1222997023  286722145   512197795   72514803    -           -           6.022605894688840291     -                           -           
D165         687661832   668329064   19332768    915532353   829748507   518877692   286722145   812912226   4050269     -           -           165.0085621473536696     -                           -           
D11          727922207   793557990   1175994960  859382889   1086573929  34219988    225085539   347159877   70618797    -           -           11.23720629225672026     -                           -           
D6           801291073   800133101   1157972     1141596373  722753323   1118711201  225085539   106727763   120680473   -           -           6.630178695106705456     -                           -           
D117         506518404   414240476   92277928    674178462   1011539332  661890411   225085539   961585491   3538230     -           -           117.0756214265324752     -                           -           
D2           499834112   133062735   366771377   572300276   640916967   275764125   225085539   1068005530  65037128    -           -           2.045950353158275992     -                           -           
D4           398786616   366374195   32412421    553980823   461752853   779076746   225085539   1202675794  88398202    -           -           4.144588766635773881     -                           -           
D21          370304747   1061225392  550710098   477052801   301695349   883090463   685840484   653356436   50060585    -           -           21.19882122831764750     -                           -           
D101         229539303   540965633   930204413   266908956   311769933   652168459   301078628   1150337942  5321385     -           -           101.6588036761106366     -                           -           
D308         467803423   427185413   40618010    584408241   183964481   936358318   301078628   421320785   1384151     -           -           308.6263081123374545     -                           -           
D25          1022647087  229510184   793136903   1063197593  727625230   90575750    935946342   538047814   8884437     -           -           25.83283375187420429     -                           -           
D123         1032983871  1094853260  1179761354  1044621563  784841936   988994466   935946342   1204000655  8866975     -           -           123.4753971901353054     -                           -           
D1           266539238   27625656    238913582   389766994   106368387   67899185    93118569    807021853   20083726    -           -           1.375524442028336773     -                           -           
D4           881448825   217224049   664224776   1158392841  959220989   524061169   93118569    519379753   50616777    -           -           4.291542486002220173     -                           -           
D3           933677247   172302901   761374346   1110871964  235270846   134036092   112984170   1049775408  47703662    -           -           3.611942852521468896     -                           -           
D5           454979286   1046700152  649909877   727196937   109248019   1007589578  112984170   434676800   182761635   -           -           5.727132786922156830     -                           -           
D7           435532437   732806930   944356250   774684518   674390020   782805372   7467115     1164269284  96380356    -           -           7.603281004689378819     -                           -           
D0           369983658   67564989    302418669   604827535   582809105   303861561   7467115     337084553   135139781   -           -           0.499963730146935786     -                           -           
D4           618560463   1225684452  634506754   940280079   858675631   935239183   7467115     147795250   296840847   -           -           4.129096330196093262     -                           -           
D5           658359851   1165475210  734515384   1087796654  434182371   459419920   7467115     777041431   228923048   -           -           5.091122192292319993     -                           -           
D15          635685263   400677608   235007655   686543387   983849049   162518428   734392427   309559214   25387775    -           -           15.78230498734134834     -                           -           
D4           388252081   430880238   1199002586  686537974   1083016992  86393956    1015156843  686626884   89966188    -           -           4.789357508400822762     -                           -           
D4           468885980   399098301   69787679    844833781   732677505   810270978   1015156843  893374534   92938179    -           -           4.294234138157581073     -                           -           
D1           647239732   364873329   282366403   1007614088  820426117   216942932   1015156843  715138210   286865376   -           -           1.271932270418023540     -                           -           
D173         383718260   773134960   852214043   573350674   1225649267  77817228    726448239   104305326   4453432     -           -           173.6043033777095956     -                           -           
D52          856074158   238757572   617316586   941228253   346441381   1029768134  726448239   1017956767  4533208     -           -           52.66856760157486707     -                           -           
D3           660753265   601022296   59730969    899882330   903875386   1050246317  726448239   1057434586  182495135   -           -           3.293360647668772101     -                           HYP-005     
D11          566195495   794149516   1013676722  1066108076  818118462   757483772   726448239   305923685   66282914    -           -           11.98121005965428737     -                           -           
D14          408991249   806083936   844538056   762415797   1071074621  1208285665  726448239   1133638308  55566701    -           -           14.50660056280829052     -                           -           
D100         189147449   923664883   507113309   369075211   565519115   1098053084  423915634   58268573    9219687     -           -           100.1839740329579518     -                           -           
D0           549676611   125431292   424245319   910856961   575347247   1104103127  423915634   977859002   188496261   -           -           0.665431193884530155     -                           -           
D7           675052228   1057646634  859036337   1209693800  140269659   993307124   716574718   341954629   140410656   -           -           7.532523984504423937     -                           -           
D4           650640228   633620421   17019807    1154383086  859260507   311496451   716574718   738691931   146897370   -           -           4.313354425610206636     -                           -           
D7           832461356   1088343781  985748318   1058480969  265834884   396587097   716574718   906004852   154402517   -           -           7.048743777926884443     -                           -           
D27          579059629   1076487768  744202604   759020516   646516035   72523838    1209956481  830382525   39176968    -           -           27.47756712566424231     -                           -           
D6           446570482   1064924800  623276425   721394413   113724564   1201824794  1209956481  170193851   171746551   -           -           6.200560033371499844     -                           -           
D2           564870319   674293248   1132207814  886852313   189065878   257563763   1209956481  837541706   242888325   -           -           2.776145160538284415     -                           -           
D2           415812489   365156296   50656193    680792509   874151334   284938433   653031559   626161012   150832469   -           -           2.420939592257155188     -                           -           
D1           710228550   305153076   405075474   894492981   755827606   374743336   653031559   474860502   157435257   -           -           1.938276608523591383     -                           -           
D3           542609612   770161903   1014078452  867330043   191014351   467397900   736516232   456477180   217889181   -           -           3.534649584092933921     -                           -           
D19          565360627   605784380   1201206990  1099003778  729549740   1154702936  736516232   26484468    31717476    -           -           19.09938798408801507     -                           -           
D1           773544980   698377907   75167073    1185458679  412576710   200510994   736516232   1228362124  361631281   -           -           1.931187769677479863     -                           -           
D1           498119995   112679923   385440072   925937145   790441956   177102906   152610953   711476574   70302845    -           -           1.602778991376522529     -                           -           
D2           604272717   105444589   498828128   1166526416  618383329   752297180   152610953   285678780   42019018    -           -           2.509449149906359068     -                           -           
D68          59149603    1003184366  297595980   103740232   515162469   1153804897  152610953   999082475   14558974    -           -           68.90488065985968516     -                           -           
D2           651926661   566981571   84945090    1030675641  447983572   663347218   152610953   748967775   273177681   -           -           2.075504737153105857     -                           -           
D8           604136162   951601780   894165125   725595399   1096631842  279920138   152610953   724227553   118299214   -           -           8.044024535953383426     -                           -           
D65          849787768   751665830   98121938    919649412   644573953   1020345699  942882954   593136137   11448040    -           -           65.65891017152281089     -                           -           
D118         356652264   1114085594  484197413   369514371   1105648631  800848382   942882954   554598283   9375375     -           -           118.8310434515952695     -                           -           
D3           676209894   1100167181  817673456   1031367139  696143115   1128013723  942882954   465289789   321052649   -           -           3.426750049958316961     -                           -           
D4           585772505   552213517   33558988    1041997254  164401237   1038900529  452262027   911209923   129547756   -           -           4.262625104830067454     -                           -           
D34          1019653871  283521264   736132607   1028012896  1134782831  650290590   452262027   1235392647  8211846     -           -           34.52588662768395802     -                           -           
D1           734137875   250803979   483333896   1007885674  1147405686  505554707   602904715   841189723   186642277   -           -           1.343768319971792885     -                           -           
D0           851160038   82712281    768447757   1034755327  169464430   230090244   602904715   363928042   116778882   -           -           0.708281151381462960     -                           -           
D79          432659151   1142610653  531679241   641777564   1183110414  615425765   457271431   782393218   14422325    -           -           79.22513554506641612     -                           -           
D7           947552090   558831083   388721007   1044202359  160852408   713087910   1168263309  875729080   77699669    -           -           7.192193868933984776     -                           -           
D3           533914492   286028797   247885695   985796577   661391051   148320408   1168263309  1148086816  82032407    -           -           3.486778060772982072     -                           -           
D3           882950693   517235579   365715114   1061818807  174747731   743023829   1168263309  740542884   167478237   -           -           3.088374873446990011     -                           -           
D275         1126150073  1061323125  64826948    1159158981  1238772959  345177741   623892624   995938782   3847201     -           -           275.8689044320793220     -                           -           
D3           443972169   626363968   1059238944  686831671   545044467   1190466072  623892624   971598477   201112667   -           -           3.114492872793537166     -                           -           
D57          547300138   584140364   1204790517  636826429   1153160927  38868449    623892624   605919021   10142392    -           -           57.59394470259086811     -                           -           
D11          1152035897  878903350   273132547   1234599273  1123893894  454705077   623892624   1075381927  78712009    -           -           11.16606425329583443     -                           -           
D64          857024405   345373872   511650533   934446232   623552582   499058958   623892624   10736435    5384308     -           -           64.14452367880886457     -                           -           
D4           657478712   752678311   1146431144  899646141   791546596   729659      623892624   1175878006  173143854   -           -           4.347126932960612046     -                           -           
D4           573200264   714045512   1100785495  781690033   644114822   584755826   820936848   777075532   156220726   -           -           4.570747622821827111     -                           -           
D28          1077403696  1211372709  1107661730  1192333433  457572825   421590135   820936848   89313619    43036063    -           -           28.14785146587409726     -                           -           
D57          632763930   1120382263  754012410   679946287   584802187   145896121   697069713   983281976   19393289    -           -           57.77164786230948241     -                           -           
D15          1049367272  1021521832  27845440    1158777084  424095265   485023881   924135571   39543795    64678964    -           -           15.79372594774399911     -                           -           
D8           732414941   571483550   160931391   815390920   498037350   710220006   924135571   565964153   68607109    -           -           8.329800779100020086     -                           -           
D9           759877717   1007779305  993729155   1087292496  1088320198  1133266156  924135571   1241105813  105048159   -           -           9.593498016466904479     -                           -           
D7           1041622183  558311819   483310364   1149491248  695517939   318022062   237260947   576260372   70800598    -           -           7.885693550215493942     -                           -           
D10          674084436   1167192910  748522269   860891332   101018778   328675933   237260947   527597543   113663748   -           -           10.26882300238770940     -                           -           
D5           859119514   860697609   1240052648  1034401520  957569364   1238644065  332425365   1151582915  157991490   -           -           5.447746641290616349     -                           -           
D5           572559334   260329114   312230220   747774260   277841301   799796678   332425365   501516808   46914556    -           -           5.549005174428166814     -                           -           
D3           329139052   211133480   118005572   467170774   763487465   876238962   332425365   355731593   53075608    -           -           3.977975720975254772     -                           -           
D1           758234066   528003687   230230379   1143489403  1171964068  883658307   617808021   702229584   372978729   -           -           1.415640212018632301     -                           -           
D11          633032724   462555473   170477251   831128384   993600124   107880684   617808021   580797157   38745744    -           -           11.93822663464663370     -                           -           
D9           288516888   998296563   531851068   467633171   421697659   1170302310  1027258516  1201891198  109400605   -           -           9.125146638814291749     -                           -           
D69          883961003   909965359   1215626387  1008376251  767383250   593430245   1027258516  896114996   13054267    -           -           69.70635417522868193     -                           -           
D8           172593189   416892606   997331326   235462044   930659129   336388367   562901144   64582182    46855479    -           -           8.897414238364738518     -                           -           
D2           857611145   246521772   611089373   981451778   210067803   394239248   562901144   960024989   114567347   -           -           2.151762945160980292     -                           -           
D7           543614464   1011380277  773864930   957662221   1019488166  1881927     98539673    1052949356  129566707   -           -           7.805865414176189567     -                           -           
D22          698508529   1004781117  935358155   1025881757  987550161   54260997    98539673    269345264   43762073    -           -           22.96008959630408733     -                           -           
D21          354091325   1060183937  535538131   659227245   161486367   91128732    98539673    468085429   48955405    -           -           21.65611615305807397     -                           -           
D11          639547792   1133760005  747418530   1178469809  581924714   290317574   98539673    1156188472  100625775   -           -           11.26709339629930800     -                           -           
D6           544175129   1125358562  660447310   734264794   1195257451  951561769   895223963   304713621   163995799   -           -           6.862118230235885493     -                           -           
D13          285855160   1080070520  447415383   388926410   1043908203  1203026581  895223963   900981298   79712660    -           -           13.54954808934992258     -                           -           
