Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
D217         46953       50755       95865       52793       26133       66092       69332       99299       233         -           -           217.8326180257510729     
D170         65408       68225       96850       81660       94464       86817       69332       89578       400         -           -           170.5625                 
D7           57356       65529       91494       81698       18393       6236        69332       72799       8672        -           -           7.556388376383763837     
D73          79105       52950       26155       80390       18517       39264       69332       35371       720         -           -           73.54166666666666666     
D8           59938       26686       33252       88272       24464       52803       69332       81832       3270        -           -           8.160856269113149847     
D7           41049       444         40605       42831       97081       32011       69332       47174       63          -           -           7.047619047619047619     
D8           47000       98279       48388       64587       52483       91472       69332       86444       11826       -           -           8.310417723659732792     
D53          26092       65150       60609       50966       69450       6318        69332       16935       1218        -           -           53.48932676518883415     
D5           22136       40634       81169       29540       27550       69569       69332       56430       7328        -           -           5.545032751091703056     
D10          78366       71085       7281        96315       85293       87325       69332       91598       6570        -           -           10.81963470319634703     
D0           41128       4069        37059       66526       68934       42173       69332       50756       15730       -           -           0.258677685950413223     
D7           73575       74852       98390       86362       69430       67490       69332       67820       9640        -           -           7.764730290456431535     
D1           84459       6941        77518       97392       17564       8540        69332       7678        6861        -           -           1.011660107855997668     
D21          42606       84589       57684       55520       44411       37026       69332       43950       3864        -           -           21.89156314699792960     
D15          41230       35882       5348        44225       2095        56396       69332       58961       2295        -           -           15.63485838779956427     
D11          20478       79802       40343       34173       47507       27360       69332       53130       6783        -           -           11.76500073713696004     
C            14969       20190       94446       29935       15968       470         13247       28301       3           6730        -           -                        
C            38976       86649       51994       38987       93146       62796       1723        76636       3           28883       -           -                        
C            39293       99006       39954       40520       92767       94750       1723        4579        29          3414        -           -                        
C            19331       82384       36614       21264       80452       77943       1723        87795       1           82384       -           -                        
C            51570       66780       84457       52985       74569       54009       19184       38811       630         106         -           -                        
C            86501       97880       88288       89122       46031       47379       5510        75003       8           12235       -           -                        
C            44914       20300       24614       48118       51503       79846       70039       23623       58          350         -           -                        
C            8488        49650       58505       8705        63806       55710       95497       58477       25          1986        -           -                        
A            66464       6060        60404       96666       89473       28383       74831       938         6060        1           -           -                        
C            19388       75348       43707       20227       97111       499         6353        96830       91          828         -           -                        
C            56101       41937       14164       57503       35050       86847       76379       33524       21          1997        -           -                        
C            60539       77436       82770       60839       19289       60442       75432       16027       239         324         -           -                        
C            78932       67080       11852       98652       73062       46565       90418       96705       52          1290        -           -                        
C            19972       83268       36371       20270       25323       31330       257         9957        6           13878       -           -                        
C            83729       76109       7620        83857       57853       22468       19083       81314       17          4477        -           -                        
C            28464       73062       55069       28619       72454       22102       387         55352       99          738         -           -                        
C            45203       77455       67415       90399       58187       25460       78754       65750       7           11065       -           -                        
C            68952       56462       12490       82742       39829       58455       78754       35420       2           28231       -           -                        
C            17528       47592       69603       17553       93202       1986        63013       64834       3           15864       -           -                        
C            94873       84480       10393       95712       59357       97652       31574       41907       66          1280        -           -                        
C            44075       86625       57117       88025       63608       98172       57670       17947       125         693         -           -                        
C            56167       70602       85232       56518       40217       65221       48435       93892       7           10086       -           -                        
C            31543       28037       3506        46705       49740       61326       65371       52998       1219        23          -           -                        
C            38983       14193       24790       42230       16337       49528       38245       62899       19          747         -           -                        
C            17665       33410       83922       18465       31232       89676       48471       10449       65          514         -           -                        
C            38381       31563       6818        73255       40482       11492       60787       41104       3507        9           -           -                        
C            70562       85092       85137       71077       89514       13314       72646       49457       7           12156       -           -                        
C            29954       61902       67719       30018       72437       5028        50451       98003       2           30951       -           -                        
C            22601       18220       4381        22640       94439       22110       50451       81362       20          911         -           -                        
C            52862       61788       90741       61582       61713       30024       43219       25418       542         114         -           -                        
C            62529       79200       82996       66697       720         4107        43219       110         9           8800        -           -                        
C            29928       82590       47005       31287       78901       9084        95681       83623       30          2753        -           -                        
C            33073       77430       55310       33151       92920       97594       13299       20241       1           77430       -           -                        
C            65203       15652       49551       65260       7885        86972       67078       75577       52          301         -           -                        
C            25836       89816       35687       26290       47072       42741       33225       33659       412         218         -           -                        
C            12847       46812       65702       25506       70182       98696       49469       5275        188         249         -           -                        
C            63372       85519       77520       63923       81263       21534       6071        86129       7           12217       -           -                        
C            12128       37224       74571       12163       86531       2556        63734       19360       18          2068        -           -                        
C            73348       62510       10838       73686       83047       53715       81818       13609       2           31255       -           -                        
C            11496       12696       98467       12006       58780       70269       29400       98365       276         46          -           -                        
C            10358       98040       11985       15423       31273       49195       50385       17538       228         430         -           -                        
C            47456       24348       23108       56946       1441        62219       97798       56594       6           4058        -           -                        
C            10099       71425       38341       10105       97446       53217       41598       90615       1           71425       -           -                        
C            5147        13644       91170       10285       20729       99254       3770        78488       9           1516        -           -                        
C            49973       37740       12233       74958       61928       513         88717       96790       3           12580       -           -                        
C            47191       39000       8191        86582       90488       34          56058       45600       7800        5           -           -                        
C            42461       94703       47425       84921       27233       34116       91370       14445       1           94703       -           -                        
C            69040       12988       56052       71132       80394       68625       35709       65096       4           3247        -           -                        
C            53361       78012       75016       53409       39258       56065       76691       78191       33          2364        -           -                        
C            41877       63332       78212       41906       44372       50095       25104       23703       1           63332       -           -                        
C            51172       22300       28872       53865       83236       14682       13774       14599       5           4460        -           -                        
E            25258       18944       6314        -           67046       11176       55842       87323       -           -           -           -                        
C            3406        57645       45428       6707        1585        11260       38948       73922       105         549         -           -                        
C            85090       23916       61174       86046       7416        67182       57637       10486       6           3986        -           -                        
C            96944       53567       43377       97211       4049        56639       74392       66302       23          2329        -           -                        
C            16945       57360       59252       17022       58789       67834       89984       53877       5           11472       -           -                        
C            13264       45018       67913       26525       49239       3476        77584       37729       3           15006       -           -                        
C            45512       71552       73627       54614       37255       66958       64191       13924       2           35776       -           -                        
C            29652       81683       47636       29851       85124       93264       91673       88984       1           81683       -           -                        
C            89960       25540       64420       89971       30042       61249       34535       87134       2           12770       -           -                        
C            33424       83528       49563       49924       36423       8963        6066        10053       424         197         -           -                        
C            34827       29592       5235        36261       89224       32923       28968       97889       411         72          -           -                        
C            39097       52591       86173       52127       84316       12709       55615       63169       7           7513        -           -                        
C            75048       91216       83499       75305       2104        76444       38172       93268       4           22804       -           -                        
C            12000       62400       49267       16050       21413       2840        79494       67861       3900        16          -           -                        
C            20384       59392       60659       21380       60318       81769       23958       28448       464         128         -           -                        
C            73542       46456       27086       87089       45890       92682       54070       30759       5807        8           -           -                        
C            13411       46519       66559       14901       80845       70643       79319       16937       1           46519       -           -                        
C            14047       93456       20258       16698       18836       94366       97571       57786       792         118         -           -                        
C            22729       81230       41166       23676       32577       97777       32967       94496       1           81230       -           -                        
C            53936       75354       78249       53941       26514       69172       80516       26910       1           75354       -           -                        
E            46694       35021       11673       -           10361       78631       74347       46927       -           -           -           -                        
C            78161       43036       35125       78710       34808       12893       52864       75055       203         212         -           -                        
C            87504       35136       52368       87660       91813       99199       3703        2432        144         244         -           -                        
C            52985       54639       98013       53281       58505       15149       52850       81726       1           54639       -           -                        
C            28723       32821       95569       28805       28432       45968       88515       79957       23          1427        -           -                        
C            64792       45482       19310       71271       55988       75193       56915       63278       2           22741       -           -                        
C            75975       86142       89500       80444       42637       20292       56915       58467       2           43071       -           -                        
A            26254       12173       14081       40335       43373       78649       58091       51841       12173       1           -           -                        
C            34091       46752       87006       68181       19110       84478       32641       53638       1           46752       -           -                        
C            18072       36636       81103       18996       19949       93218       63369       63682       516         71          -           -                        
C            29268       92106       36829       35091       45055       17492       50401       36429       153         602         -           -                        
C            89268       87828       1440        90781       5223        57875       40970       39231       1           87828       -           -                        
C            74672       68068       6604        74863       25119       86239       68002       19925       182         374         -           -                        
C            43418       37354       6064        43429       47360       76420       68002       55933       1           37354       -           -                        
C            96691       75754       20937       96757       93002       73274       17927       841         1           75754       -           -                        
C            45705       78351       67021       50779       19438       38525       9233        30261       39          2009        -           -                        
C            71358       7980        63378       71870       20064       7266        54489       44171       190         42          -           -                        
C            25658       54684       70641       30771       93565       4258        73195       95836       93          588         -           -                        
C            84231       39825       44406       85626       65611       60630       74482       82045       531         75          -           -                        
C            20245       75207       44705       20273       97367       44148       90732       9544        1           75207       -           -                        
C            63604       39798       23806       63683       82972       42436       69628       87898       9           4422        -           -                        
C            65622       26560       39062       98353       11088       82031       20940       5899        160         166         -           -                        
C            26709       86512       39864       32050       92864       41207       73273       77327       4           21628       -           -                        
C            61083       3949        57134       76351       22865       59882       91383       63937       11          359         -           -                        
C            36205       76618       59254       38333       56379       79071       42181       9498        29          2642        -           -                        
C            11923       68424       43166       14947       85082       77088       67693       30179       2851        24          -           -                        
C            41685       45318       96034       55554       60630       89933       65528       39907       78          581         -           -                        
C            23181       47895       74953       23805       89893       21381       2094        31902       93          515         -           -                        
C            24885       9671        15214       25439       23191       49003       71366       84097       509         19          -           -                        
C            27157       29152       97672       31683       30972       79752       65706       12152       1           29152       -           -                        
C            47895       71805       75757       48579       19206       46629       52435       6807        15          4787        -           -                        
C            12485       77979       34173       12782       36637       3409        30450       12992       11          7089        -           -                        
C            10074       3216        6858        10127       63135       31737       71785       80624       4           804         -           -                        
C            28037       85158       42546       28052       69290       30788       94066       92341       2           42579       -           -                        
C            17200       63900       52967       17981       69955       36868       94066       29906       18          3550        -           -                        
C            56987       58956       97698       57012       4842        68803       26128       32864       12          4913        -           -                        
C            4923        10032       94558       4947        61082       83280       98178       5995        3           3344        -           -                        
C            78611       35349       43262       78618       42551       79148       60884       70265       1           35349       -           -                        
C            84608       59724       24884       85108       13944       76143       633         85862       108         553         -           -                        
C            89825       33283       56542       89832       55148       95830       2414        56277       1           33283       -           -                        
C            18088       91584       26171       27026       62142       58506       2414        54584       212         432         -           -                        
C            88566       56142       32424       95946       79821       98256       72000       67011       6           9357        -           -                        
C            79215       55680       23535       80954       92581       28710       73814       3621        960         58          -           -                        
C            70048       57512       12536       93397       59961       27481       58741       81678       1           57512       -           -                        
C            38590       44044       94213       75486       89483       90284       69946       66349       1694        26          -           -                        
C            77485       5370        72115       77497       91339       41004       70979       81643       1           5370        -           -                        
C            73427       22209       51218       76619       44756       79375       12884       20989       11          2019        -           -                        
C            14173       1978        12195       14556       84623       93200       91690       76042       2           989         -           -                        
C            87755       875         86880       87833       56097       88248       91690       53036       5           175         -           -                        
C            41143       19710       21433       46284       28402       15477       29145       97485       15          1314        -           -                        
C            73185       48432       24753       77036       70563       46694       47826       43065       16          3027        -           -                        
C            65260       32508       32752       65263       31199       78240       24118       40409       1           32508       -           -                        
C            17737       35280       82124       35453       79430       98828       6597        25096       21          1680        -           -                        
C            59548       21712       37836       59620       62626       93283       21078       56927       4           5428        -           -                        
C            87779       72705       15074       90088       6618        15676       43183       57254       37          1965        -           -                        
C            10893       47798       62762       10900       58096       61822       46208       9879        1           47798       -           -                        
C            33519       7605        25914       41265       70390       11151       39261       52269       2535        3           -           -                        
C            54635       90871       63431       54651       66441       39459       80592       74884       11          8261        -           -                        
C            4584        46126       58125       9167        17548       99003       69449       52108       1           46126       -           -                        
C            92391       37851       54540       92987       2886        22238       24890       65180       11          3441        -           -                        
C            38280       71346       66601       42502       23519       10808       98265       9593        282         253         -           -                        
C            55442       13508       41934       55946       32136       75211       38309       44301       2           6754        -           -                        
C            39376       45660       93383       39691       42689       14677       23157       31800       1           45660       -           -                        
C            65924       8456        57468       67984       29859       75703       77562       51204       4           2114        -           -                        
C            7912        13462       94117       9469        45394       69941       58835       3241        127         106         -           -                        
C            55343       8050        47293       56265       31620       13193       79431       19070       23          350         -           -                        
C            18359       67995       50031       27516       2222        98872       20101       72112       45          1511        -           -                        
C            67709       21216       46493       76171       31834       38089       8052        67921       13          1632        -           -                        
C            51753       83616       67804       68736       12913       206         5362        97412       804         104         -           -                        
C            85138       4222        80916       88001       75636       94309       73709       91542       2111        2           -           -                        
C            21833       22920       98580       22475       61243       73253       87674       91200       5           4584        -           -                        
C            68636       71163       97140       68641       62500       33612       30111       95699       1           71163       -           -                        
C            5641        70938       34370       11275       82682       26053       69239       70728       7           10134       -           -                        
C            81871       29624       52247       83445       39853       15620       23751       64298       23          1288        -           -                        
C            88577       40820       47757       90590       56897       54993       13431       25143       5           8164        -           -                        
C            74891       43377       31514       83967       21273       47188       40774       39301       2283        19          -           -                        
C            19991       26898       92760       19996       11008       20971       76110       40800       1           26898       -           -                        
C            67417       21660       45757       72581       87085       19568       17883       15445       285         76          -           -                        
C            40969       6968        34001       47786       33352       28552       78795       66413       67          104         -           -                        
C            32397       30342       2055        48594       24273       61002       60359       88163       3           10114       -           -                        
C            76779       3366        73413       85293       45281       29241       35339       88895       153         22          -           -                        
C            82550       90615       91602       86139       91405       9218        39547       77544       3           30205       -           -                        
C            36607       62928       73346       41462       71658       72668       71314       31671       2622        24          -           -                        
C            6974        14898       91743       9888        76671       30633       25607       58189       1146        13          -           -                        
C            49268       11112       38156       98512       15222       32705       46697       51661       24          463         -           -                        
C            14771       84510       29928       29488       79179       66080       71205       45422       54          1565        -           -                        
C            43201       20562       22639       45601       92109       82241       95025       6749        1           20562       -           -                        
C            82611       66555       16056       82685       12572       5881        48988       29203       27          2465        -           -                        
C            30941       63499       67109       32488       57481       40451       96950       44228       1           63499       -           -                        
C            70190       72174       97683       70461       10438       9412        73557       84721       1           72174       -           -                        
C            50703       50472       231         84582       49509       89885       66802       53594       16824       3           -           -                        
C            96041       19260       76781       96270       13337       5044        43861       61915       90          214         -           -                        
C            73823       19140       54683       75190       25039       56665       1182        20946       5           3828        -           -                        
C            70442       24850       45592       82174       72118       46475       77315       47964       50          497         -           -                        
C            70825       34200       36625       71420       35043       5039        2851        70709       20          1710        -           -                        
C            34651       14357       20294       34656       82690       82000       71761       20212       1           14357       -           -                        
C            16733       7988        8745        16822       48826       34706       30976       65431       1           7988        -           -                        
C            67099       2899        64200       67417       10385       58060       73438       55261       1           2899        -           -                        
C            84566       51521       33045       85867       15937       37103       53385       60734       1           51521       -           -                        
C            57461       68696       88432       86191       3766        74310       53990       53054       1           68696       -           -                        
C            84358       42659       41699       84449       55744       58941       57857       54381       1           42659       -           -                        
C            30598       19175       11423       31079       10486       96752       44331       71107       295         65          -           -                        
C            31827       16644       15183       31852       58774       10633       76770       87763       2           8322        -           -                        
C            39990       98910       40747       47925       76185       34263       33188       79417       315         314         -           -                        
C            29274       49080       79861       29284       43558       31783       44379       88923       4           12270       -           -                        
C            61007       91182       69492       61738       21247       31155       29566       60859       334         273         -           -                        
C            11156       21792       89031       22296       63132       52685       7622        35616       16          1362        -           -                        
E            73722       55292       18430       -           65903       64526       46622       23082       -           -           -           -                        
C            16559       49535       66691       33113       76915       77951       81947       67726       5           9907        -           -                        
C            43250       11484       31766       45792       47542       48998       77259       99575       36          319         -           -                        
C            39763       41514       97916       42516       93677       75833       34237       74735       1221        34          -           -                        
C            22470       13962       8508        22704       36426       8915        77447       2348        6           2327        -           -                        
C            18610       58716       59561       18648       95068       54608       51324       66887       28          2097        -           -                        
C            94805       79170       15635       94807       94907       27221       13967       77665       1           79170       -           -                        
C            40551       54760       85458       81101       16580       92801       59910       72860       1           54760       -           -                        
C            12460       39104       73023       14017       59660       11843       20850       6830        4           9776        -           -                        
C            87661       34646       53015       87666       8912        40740       13250       6960        1           34646       -           -                        
C            94657       38788       55869       96629       3128        67612       84145       67944       1           38788       -           -                        
C            23183       40775       82075       23826       94318       82893       83168       79126       35          1165        -           -                        
E            36398       27299       9099        -           7541        21449       79860       68281       -           -           -           -                        
C            56931       57732       98866       59088       70828       1211        82841       61117       849         68          -           -                        
C            82963       45609       37354       83382       37146       39927       31424       55099       1           45609       -           -                        
C            49285       40825       8460        49287       2865        41032       34130       69068       1           40825       -           -                        
C            88406       4896        83510       88484       18018       47222       54036       21009       32          153         -           -                        
C            96674       66492       30182       96679       28827       37869       92701       39894       4           16623       -           -                        
C            22297       56805       65159       44593       64968       3727        2664        25272       1           56805       -           -                        
C            34791       91095       43363       40587       20007       14364       83777       39967       15          6073        -           -                        
C            69830       34302       35528       69899       87738       94598       15950       44003       2           17151       -           -                        
C            46578       1162        45416       58181       79961       41981       13809       17712       166         7           -           -                        
C            74137       81144       92660       74340       70634       557         99014       97910       42          1932        -           -                        
C            89722       51969       37753       89771       64027       78839       85295       10477       3           17323       -           -                        
C            29784       52248       77203       29904       17247       74843       49222       61894       24          2177        -           -                        
C            46437       32040       14397       61911       68295       85588       8905        41439       15          2136        -           -                        
C            30061       81923       47805       30579       92145       62841       1742        28119       17          4819        -           -                        
C            69957       85950       83674       70532       38782       51606       84572       47880       382         225         -           -                        
C            36227       48789       87105       39847       47480       47985       3478        83448       27          1807        -           -                        
C            81663       7339        74324       93329       11156       92287       26242       35656       1           7339        -           -                        
C            86905       58659       28246       86913       73687       83931       12201       50165       1           58659       -           -                        
C            69975       36090       33885       70818       21328       53136       10593       89659       6           6015        -           -                        
C            37372       57600       79439       37664       70675       46972       59032       56762       288         200         -           -                        
C            28256       59888       68035       56474       55137       65381       59032       8468        38          1576        -           -                        
C            95013       5192        89821       95062       66843       63792       64393       53975       2           2596        -           -                        
C            85426       4280        81146       85559       98119       9538        9389        80864       40          107         -           -                        
C            45772       89380       56059       46304       83357       17914       87439       26882       20          4469        -           -                        
C            70288       18180       52108       87557       77253       30629       405         20765       1212        15          -           -                        
C            73239       54105       19134       77335       38672       70523       77931       34673       3607        15          -           -                        
C            9693        89863       19497       14539       61170       18710       63230       42252       1           89863       -           -                        
C            62183       73854       87996       62458       4942        90564       91557       61485       33          2238        -           -                        
C            41648       62416       78899       51966       16960       80054       432         78703       376         166         -           -                        
C            54047       51688       2359        72062       37208       31176       20135       64396       2           25844       -           -                        
C            82846       93696       88817       83144       85167       30458       48253       7472        2           46848       -           -                        
C            48960       40310       8650        77765       43186       32411       76386       18473       20155       2           -           -                        
C            48697       65505       82859       50422       97224       99116       20192       40199       397         165         -           -                        
C            75576       19472       56104       75592       60836       92735       46614       4522        8           2434        -           -                        
C            5851        45756       59762       6501        48902       86018       77978       24988       1           45756       -           -                        
C            76870       34673       42197       76873       16542       94713       42445       8865        1           34673       -           -                        
C            40856       18400       22456       43748       3786        89675       89629       43494       368         50          -           -                        
C            65983       4770        61213       66249       41811       53779       65448       68173       15          318         -           -                        
C            28618       76465       51820       55371       85042       2470        74209       23983       1865        41          -           -                        
C            49708       34880       14828       53258       11910       23235       82362       91720       8           4360        -           -                        
C            5013        63936       40744       5566        90103       5731        95688       1619        36          1776        -           -                        
C            6143        70692       35118       6448        86940       76964       82445       19494       43          1644        -           -                        
C            14763       24336       90094       14788       64896       9172        58676       87209       13          1872        -           -                        
C            77501       12056       65445       77738       29765       3187        45348       22559       2           6028        -           -                        
C            43540       85696       57511       85432       85194       47166       75576       22430       1648        52          -           -                        
C            67582       53349       14233       70085       71715       38018       4753        30545       1           53349       -           -                        
E            67194       50396       16798       -           46104       17716       86303       8311        -           -           -           -                        
C            70153       6732        63421       80156       85232       81178       89287       85312       132         51          -           -                        
C            57674       99115       58226       58083       71210       11871       46856       42053       5           19823       -           -                        
C            78289       83640       94316       97861       58514       32516       57534       73550       1           83640       -           -                        
C            2699        69759       32607       2841        59532       2888        58004       77333       1           69759       -           -                        
C            4211        3349        862         4657        44925       6720        36439       19086       197         17          -           -                        
C            65635       76760       88542       66260       8673        13947       36416       74038       10          7676        -           -                        
C            39614       43518       95763       39891       20594       81351       48837       9933        3           14506       -           -                        
C            40854       50250       90271       41872       36342       49799       43844       48790       134         375         -           -                        
C            91495       89408       2087        93439       3670        73703       72473       93065       127         704         -           -                        
C            60068       72720       87015       62139       27051       42922       46440       49278       9           8080        -           -                        
