Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
D20          21849       37295       84221       24714       22784       44734       1738        51843       1794        -           -           20.78874024526198439     
D2           22369       22918       99118       36318       45573       33245       1738        37225       8420        -           -           2.721852731591448931     
D45          66239       60946       5293        72140       94984       14393       1738        86331       1328        -           -           45.89307228915662650     
D5           64950       51210       13740       74338       89725       17536       1738        70670       8622        -           -           5.939457202505219206     
D6447        81135       96706       84096       82149       18357       17107       1738        91083       15          -           -           6447.066666666666666     
D7           69527       53209       16318       82056       23545       38194       1738        28588       6882        -           -           7.731618715489683231     
D2           47830       24541       23289       66627       58544       20020       1738        34541       10236       -           -           2.397518561938257131     
D14          78832       54064       24768       83526       23387       8855        1738        13891       3728        -           -           14.50214592274678111     
D5           45113       14879       30234       50416       59193       57301       1738        75251       2689        -           -           5.533283748605429527     
D0           88827       228         88599       99570       61974       95944       1738        2586        2883        -           -           0.079084287200832466     
D0           24870       466         24404       44967       39438       91427       1738        78747       4773        -           -           0.097632516237167399     
D1           50840       29392       21448       81980       22133       84824       55574       25714       19700       -           -           1.491979695431472081     
D3           28420       30840       97247       46751       62615       23124       55574       62556       10089       -           -           3.056794528694617900     
D100         59523       56926       2597        67945       94302       91759       55574       44259       569         -           -           100.0456942003514938     
D5           69548       63444       6104        88926       30050       77521       55574       1886        11414       -           -           5.558437007184159803     
D19          73796       44518       29278       82741       45631       25487       55574       40876       2236        -           -           19.90966010733452593     
D3           65477       65207       270         81847       26330       85585       55574       64046       16367       -           -           3.984053277937312885     
D5           66825       69353       97139       84588       39745       57731       55574       70294       13536       -           -           5.123596335697399527     
D3732        86032       52261       33771       86114       62777       60630       55574       17622       14          -           -           3732.928571428571428     
D0           61647       26890       34757       94332       93545       34238       55574       41803       28962       -           -           0.928457979421310682     
D11          90826       56167       34659       97439       72352       91242       55574       55062       4857        -           -           11.56413423924233065     
D8           51319       78376       72610       93628       42521       52073       55574       59660       9010        -           -           8.698779134295227525     
D2           46833       33619       13214       77725       91321       79249       55574       36980       15941       -           -           2.108964305877924847     
D10          17804       75381       42090       28471       62535       97017       55574       2411        7137        -           -           10.56200084068936528     
D14          25618       72706       52579       35980       56110       96346       55574       59599       4894        -           -           14.85615038823048631     
D1271        824         73760       26731       1590        77354       8996        55574       10507       58          -           -           1271.724137931034482     
D68          25746       44489       80924       38296       81954       77546       55574       2417        646         -           -           68.86842105263157894     
D0           44942       4655        40287       51595       15252       45243       55574       93675       5024        -           -           0.926552547770700636     
D2           25583       23641       1942        39962       36181       36597       55574       35390       11204       -           -           2.110049982149232417     
D11          57739       62362       95044       65212       32530       19868       55574       95882       5428        -           -           11.48894620486366986     
D53          45112       90881       53898       51312       3660        8837        55574       77825       1712        -           -           53.08469626168224299     
D14          38455       62279       75843       47024       56735       15228       55574       78505       4179        -           -           14.90284757118927973     
D3           57653       47938       9715        78868       89817       96158       55574       85132       15223       -           -           3.149050778427379622     
D1           39623       8974        30649       72777       13405       58103       55574       72552       6469        -           -           1.387231411346421394     
D7           76164       55567       20597       85997       45099       39916       55574       2346        7333        -           -           7.577662621028228555     
D0           32895       4978        27917       54290       41864       26975       55574       98891       11500       -           -           0.432869565217391304     
D96          35863       72637       62893       37535       94506       22819       66611       77406       751         -           -           96.72037283621837549     
D6           58417       48934       9483        83614       66988       19965       66611       8895        8023        -           -           6.099214757571980555     
D4           38395       43204       94858       48209       87843       29220       66611       44334       8953        -           -           4.825645035183737294     
D0           77195       2418        74777       89032       87558       94466       66611       7424        6173        -           -           0.391705815648793131     
D9           52114       86822       64959       62895       7031        71793       66611       2975        8990        -           -           9.657619577308120133     
D6           41970       70764       70873       57258       48408       94418       66611       49242       11394       -           -           6.210637177461822011     
D4           65419       74313       90773       89954       20891       11626       66611       42230       16349       -           -           4.545415621750565783     
D15          7245        13707       93205       13602       93860       80356       66611       33363       888         -           -           15.43581081081081081     
D2844        4669        54040       50296       6994        59345       89755       66611       74325       19          -           -           2844.210526315789473     
D18          31385       99157       31895       57330       24900       56080       66611       56558       5440        -           -           18.22738970588235294     
D1           51982       22653       29329       84454       90902       90697       66611       72988       19510       -           -           1.161096873398257303     
D13          76024       93545       82146       83695       55301       17743       66611       63773       6985        -           -           13.39226914817465998     
D18          13984       77248       36403       23764       63682       49873       66611       4205        4204        -           -           18.37488106565176022     
D3           33245       30556       2689        57524       61751       72496       66611       7107        8966        -           -           3.407985723845639081     
D8           38825       89523       48969       67221       39712       95756       66611       37666       10429       -           -           8.584044491322274427     
D114         91581       85099       6482        93095       15868       89014       66611       88913       741         -           -           114.8434547908232118     
D4           72296       97185       74778       97302       39960       79751       66611       30344       22284       -           -           4.361200861604738826     
D0           44129       2338        41791       73824       3113        29895       66611       90383       14434       -           -           0.161978661493695441     
D12          61971       91198       70440       89179       71437       66325       66611       9967        7555        -           -           12.07121111846459298     
D268         73932       59565       14367       78027       38300       56781       66611       46335       222         -           -           268.3108108108108108     
D0           53320       13943       39377       72492       82365       23844       66611       32056       14976       -           -           0.931022970085470085     
D2           37319       20082       17237       67076       84056       62033       66611       45743       7562        -           -           2.655646654324252843     
D4           32852       15772       17080       37711       10007       89721       69063       16714       3698        -           -           4.265008112493239589     
D29          60066       53304       6762        63492       63762       86219       69063       57145       1824        -           -           29.22368421052631578     
D15          9816        74168       35315       14736       89969       35886       69063       82250       4896        -           -           15.14869281045751634     
D2           81166       34475       46691       98361       45936       16034       69063       96142       12386       -           -           2.783384466332956563     
D5           45182       88034       56815       74146       55225       19424       69063       61630       16218       -           -           5.428166235047478110     
D5           48804       32058       16746       70074       92069       94437       69063       1806        6264        -           -           5.117816091954022988     
D218         43789       35882       7907        52514       12722       89753       69063       42621       164         -           -           218.7926829268292682     
D66          92552       50742       41810       99613       42242       50572       69063       86781       759         -           -           66.85375494071146245     
D6           52965       30818       22147       61025       88744       44741       69063       5627        4605        -           -           6.692290988056460369     
D216         11747       79632       31782       23126       56635       85830       69063       9837        368         -           -           216.3913043478260869     
D0           51819       9120        42699       69180       19870       60847       69063       2057        17097       -           -           0.533426917002982979     
D19          29789       68809       60647       34174       3979        25658       69063       88112       3479        -           -           19.77838459327392929     
D2           31994       28108       3886        50149       19070       77630       69063       5416        13839       -           -           2.031071609220319387     
D67          26430       72202       53895       30656       40006       15113       69063       46629       1074        -           -           67.22718808193668528     
D24          57538       56299       1239        59841       67987       56259       69063       58820       2266        -           -           24.84510150044130626     
D31          47411       21619       25792       54086       45267       98673       69063       92809       686         -           -           31.51457725947521865     
D34          19668       88134       31201       25381       43204       63627       69063       12104       2529        -           -           34.84934756820877817     
D287         67743       64774       2969        68022       60942       26613       69063       7197        225         -           -           287.8844444444444444     
D3           53004       47240       5764        91370       12635       30495       69063       14163       14638       -           -           3.227216832900669490     
D1           72177       27962       44215       99661       90178       81265       69063       45834       17209       -           -           1.624847463536521587     
D14          86324       67115       19209       92150       26102       32284       69063       40840       4760        -           -           14.09978991596638655     
D31          25961       27847       97781       51045       90442       93017       22349       54460       877         -           -           31.75256556442417331     
D24          46191       12326       33865       47037       39224       30658       22349       45814       507         -           -           24.31163708086785009     
D1           80651       3902        76749       96211       68548       11434       22349       91487       2851        -           -           1.368642581550333216     
D2           47148       23196       23952       65925       53734       41054       22349       83230       9594        -           -           2.417761100687929956     
D4           35261       48532       86396       60485       17692       29641       22349       9174        10037       -           -           4.835309355385075221     
D2           52228       6438        45790       76900       28022       21770       22349       4311        2884        -           -           2.232316227461858529     
D9           27191       51408       75450       48828       88459       80775       22349       23685       5554        -           -           9.256031688872884407     
D17          61086       52186       8900        75607       65520       48099       22349       734         3002        -           -           17.38374417055296469     
D18          64234       95002       68899       83898       96807       63883       22349       46873       5242        -           -           18.12323540633346051     
D5           72878       51519       21359       85685       14043       77558       22349       52488       8843        -           -           5.825964039353160692     
D19          59236       78049       80854       67120       16119       3745        22349       56037       4048        -           -           19.28087944664031620     
D4           24134       49735       74066       36951       81178       23997       22349       63558       11317       -           -           4.394715914111513652     
D9           24988       79278       45377       33444       60567       62277       22349       96183       8076        -           -           9.816493313521545319     
D3           57491       30191       27300       73640       65810       61443       22349       9113        9044        -           -           3.338235294117647058     
D107         26271       92435       33503       27376       22578       76025       22349       79758       856         -           -           107.9848130841121495     
D610         60372       81859       78180       90491       32450       33564       22349       35855       134         -           -           610.8880597014925373     
D80          60063       33940       26123       61554       21182       71890       22349       61443       423         -           -           80.23640661938534279     
D103         65107       78282       86492       97284       39976       51272       22349       82860       753         -           -           103.9601593625498008     
D9           51097       85353       65411       64978       14638       88791       22349       56403       9454        -           -           9.028242013962343981     
D14          55181       40713       14468       81391       42715       67684       22349       46331       2761        -           -           14.74574429554509235     
D45          53144       84971       67840       55708       1569        60382       22349       97879       1864        -           -           45.58530042918454935     
D55          74606       52976       21630       76280       95892       31398       22349       40328       950         -           -           55.76421052631578947     
D0           28384       2176        26208       50986       41467       39657       22349       32414       5782        -           -           0.376340366655136630     
D39          14601       30174       84094       21521       59473       72735       22349       5147        761         -           -           39.65045992115637319     
D11          70428       57159       13269       86782       19863       76349       22349       67426       5012        -           -           11.40442936951316839     
D15          52112       27361       24751       60511       84252       56654       22349       9716        1718        -           -           15.92607683352735739     
D24          67740       95346       72061       74126       55016       4476        42475       14817       3880        -           -           24.57371134020618556     
D4           33641       79718       53590       51023       49382       37745       42475       41986       16259       -           -           4.903007565040900424     
D6           44592       27580       17012       52640       95686       94897       42475       20297       4352        -           -           6.337316176470588235     
D1           27268       2561        24707       30149       76399       82185       42475       74476       1339        -           -           1.912621359223300970     
D1549        27679       75915       51431       29214       70463       8060        42475       49377       49          -           -           1549.285714285714285     
D0           58614       264         58350       94902       52138       25904       42475       32826       22326       -           -           0.011824778285407148     
C            16386       18558       97495       16399       92473       40161       42475       63505       6           3093        -           -                        
D8           54581       40298       14283       60784       33886       49850       42475       12225       4957        -           -           8.129513818842041557     
D16          38233       32083       6150        42266       47074       72762       42475       60594       1936        -           -           16.57179752066115702     
D35          80189       27873       52316       83243       5442        37395       42475       37861       785         -           -           35.50700636942675159     
D23          42024       97824       43867       60980       57592       54694       42475       72298       4112        -           -           23.78988326848249027     
D18          71860       52951       18909       85667       68065       97485       42475       56335       2825        -           -           18.74371681415929203     
D4           47891       69170       78388       81518       94518       56757       42475       70309       14264       -           -           4.849270891755468311     
D1           27824       16304       11520       42621       24076       36402       42475       68322       13027       -           -           1.251554463805941506     
D66          14722       71461       42928       15962       72395       24463       42475       8560        1082        -           -           66.04528650646950092     
D12          18289       18000       289         26688       86169       64961       42475       59409       1491        -           -           12.07243460764587525     
D79          27874       38217       89324       32440       67725       97357       42475       69571       478         -           -           79.95188284518828451     
D5           79339       83701       95305       95231       26521       83387       42475       88614       15771       -           -           5.307272842559127512     
D1           72045       10414       61631       82898       98877       15539       42475       10332       6927        -           -           1.503392522015302439     
D48          19594       86932       32329       23152       75633       44031       42475       21494       1804        -           -           48.18847006651884700     
D5           65928       96249       69346       89996       58323       47681       42475       12039       17792       -           -           5.409678507194244604     
D13          48452       93224       54895       55394       36066       33456       42475       5220        6800        -           -           13.70941176470588235     
D47          95781       76191       19590       97703       25484       18006       42475       58116       1603        -           -           47.53025577043044292     
D0           49779       8015        41764       91080       53552       24107       42475       5738        8478        -           -           0.945388063222458126     
D63          28420       98824       29263       33792       56863       10114       42475       70587       1560        -           -           63.34871794871794871     
D130         88581       50670       37911       89959       10001       74104       42475       61045       389         -           -           130.2570694087403599     
D10          29534       67853       61348       37140       86589       92409       49062       82065       6716        -           -           10.10318642048838594     
D0           22219       3952        18267       37844       17707       38052       49062       18406       6594        -           -           0.599332726721261753     
D19          56034       73499       82202       60055       90888       8803        49062       33301       3761        -           -           19.54240893379420366     
D68          78005       33265       44740       78821       88729       3264        49062       40518       485         -           -           68.58762886597938144     
D504         65226       88855       76038       97751       55293       39149       49062       78388       176         -           -           504.8579545454545454     
D6           37112       11004       26108       72635       76489       76852       49062       54490       1589        -           -           6.925110132158590308     
D6           58721       69073       89315       83092       50962       57922       49062       38038       9979        -           -           6.921835855296121855     
D40          58188       69166       88689       86419       19945       64157       49062       98756       1726        -           -           40.07300115874855156     
D23          81021       77601       3420        89649       13077       84446       49062       52869       3369        -           -           23.03383793410507569     
D36          72748       63674       9074        75975       96501       8822        49062       17483       1754        -           -           36.30216647662485746     
D1           49467       24987       24480       77074       35809       21787       49062       75492       21860       -           -           1.143046660567246111     
D2           72722       19529       53193       94723       66141       47607       49062       2999        6719        -           -           2.906533710373567495     
D871         49874       78396       71145       49972       81062       92652       49062       51198       90          -           -           871.0666666666666666     
D9           82682       35524       47158       86450       51751       92955       49062       89316       3554        -           -           9.995498030388294879     
D6           82349       25504       56845       90169       62469       6136        49062       85814       4149        -           -           6.147023379127500602     
D3           66288       69595       96360       88970       56580       94613       49062       85990       20924       -           -           3.326084878608296692     
D21          51358       69242       81783       63402       74802       20003       49062       87042       3182        -           -           21.76052796983029541     
D9           81215       90824       90058       95474       63538       89416       49062       47242       9920        -           -           9.155645161290322580     
D12          16927       58108       58486       22980       62373       47890       49062       32966       4821        -           -           12.05310101638664177     
D4           58876       76028       82515       79092       52326       23384       49062       4569        18444       -           -           4.122099327694643244     
D20          13307       78667       34307       22799       64955       12050       49062       73298       3815        -           -           20.62044560943643512     
D302         65175       48627       16548       97682       65903       617         49062       31681       161         -           -           302.0310559006211180     
D6           57226       95766       61127       71590       10677       44048       49062       93235       14134       -           -           6.775576623744163011     
D2           76747       38674       38073       97698       82657       23162       49062       81161       13894       -           -           2.783503670649201094     
D0           57429       10961       46468       78519       98391       68440       52847       86458       15249       -           -           0.718801232867729031     
D27          23104       21544       1560        45427       41258       64266       52847       24660       781         -           -           27.58514724711907810     
D3           83991       25561       58430       96853       81358       48666       52847       26313       6819        -           -           3.748496847045021264     
D18          53625       95761       57531       77865       141         36602       52847       91157       5145        -           -           18.61243926141885325     
D31          44677       87810       56534       58651       31587       56908       52847       59714       2755        -           -           31.87295825771324863     
D1           45042       9506        35536       52913       73053       20786       52847       74763       5687        -           -           1.671531563214348514     
D1           34544       17167       17377       53160       65570       64662       52847       9666        15928       -           -           1.077787543947764942     
D3           43523       29772       13751       60486       64921       25384       52847       39119       9597        -           -           3.102219443576117536     
D3           37613       61009       76271       57173       88100       12084       52847       54046       18053       -           -           3.379438320500747798     
D0           76071       3280        72791       89306       30022       81431       52847       31505       9896        -           -           0.331447049312853678     
D10          87489       68816       18673       99023       68058       32865       52847       76152       6751        -           -           10.19345282180417715     
D1           34432       12401       22031       43318       34773       8812        52847       12927       7774        -           -           1.595189091844610239     
D30          23347       68414       54600       33909       92484       29314       52847       57171       2223        -           -           30.77552856500224921     
D0           38673       918         37755       52956       52807       68630       52847       97740       10107       -           -           0.090828138913624220     
D12          27899       98408       29158       47723       69330       55895       52847       16154       8075        -           -           12.18674922600619195     
D1           74325       26159       48166       94069       25764       84603       52847       69289       15093       -           -           1.733187570396872722     
D1           41595       16453       25142       52596       73664       11696       52847       28566       8592        -           -           1.914920856610800744     
D19          18383       35197       82853       35001       80885       37425       52847       59256       1765        -           -           19.94164305949008498     
D2           55937       36046       19891       98374       34640       15419       52847       72110       13500       -           -           2.670074074074074074     
D176         37447       39249       97865       37711       9455        92893       52847       27601       223         -           -           176.0044843049327354     
D50          21864       75054       46477       42248       85030       46729       52847       21730       1480        -           -           50.71216216216216216     
D9           59656       35087       24569       64747       34440       28128       52847       67774       3655        -           -           9.599726402188782489     
D16          32941       99108       33500       59701       5638        42773       52847       35868       6181        -           -           16.03429865717521436     
D8           20745       67999       52413       33776       73961       86933       52847       3134        7714        -           -           8.815011667098781436     
D15          56302       78637       77332       81928       4424        46698       29037       49243       5050        -           -           15.57168316831683168     
D8           82718       32946       49772       87108       86070       59030       29037       65741       3698        -           -           8.909140075716603569     
D4           49876       84356       65187       79584       71001       15191       29037       40683       20168       -           -           4.182665608885362951     
D7           31971       73780       57858       53585       48084       65569       29037       45362       10357       -           -           7.123684464613305011     
D1           47200       17177       30023       63110       33739       42561       29037       32634       15380       -           -           1.116840052015604681     
D5           70682       27239       43443       76645       36698       27522       29037       88845       5089        -           -           5.352525054038121438     
D6           32183       34987       96863       45457       78367       77069       29037       28359       5635        -           -           6.208873114463176575     
D0           68757       4869        63888       87580       45793       25558       29037       40243       12288       -           -           0.396240234375           
D303         42565       65764       76468       53152       17409       36065       29037       15198       217         -           -           303.0599078341013824     
D70          69382       89538       79511       79111       38847       4379        29037       68520       1279        -           -           70.00625488663017982     
D15          13398       18615       94450       25579       34421       21335       29037       58247       1217        -           -           15.29580936729663106     
D2           31657       23019       8638        53280       30985       44761       29037       4192        10034       -           -           2.294100059796691249     
D44          58717       16698       42019       60213       29799       22177       29037       11369       373         -           -           44.76675603217158176     
D9           64668       38403       26265       84842       22067       97259       29037       87605       4146        -           -           9.262662807525325615     
D6           31439       42657       88449       44032       53498       11000       29037       59820       6253        -           -           6.821845514153206460     
D0           42300       711         41589       73278       66962       16710       42169       68394       11322       -           -           0.062798092209856915     
D15          47169       69402       77434       68497       38596       47364       42169       54814       4513        -           -           15.37824063815643696     
D0           92624       2082        90542       96240       65248       53501       42169       95723       2224        -           -           0.936151079136690647     
D28          51996       42084       9912        55152       51408       27919       42169       97225       1500        -           -           28.056                   
D2           54925       76268       78324       84334       411         38520       42169       13523       25516       -           -           2.989026493180749333     
D41          56423       82207       73883       59016       69893       25365       42169       38195       1970        -           -           41.72944162436548223     
D2           44567       42164       2403        69654       74368       64220       42169       12014       19480       -           -           2.164476386036960985     
D1           53914       38879       15035       80906       97842       15957       42169       59342       26922       -           -           1.444134908253472996     
D3           79945       43178       36767       93581       90486       58014       42169       5814        11765       -           -           3.670038249043773905     
D5           78048       46272       31776       95539       62360       75284       42169       22990       8084        -           -           5.723899059871350816     
D3           32050       21194       10856       58014       6769        72495       42169       83724       6086        -           -           3.482418665790338481     
D2           71377       28288       43089       81661       17758       83704       42169       36337       9673        -           -           2.924428822495606326     
D1           60862       35724       25138       98125       43411       18762       42169       12479       23599       -           -           1.513792957328700368     
D324         54250       34744       19506       56117       44749       72311       42169       3992        107         -           -           324.7102803738317757     
D47          60279       59031       1248        61966       89383       13814       42169       51485       1234        -           -           47.83711507293354943     
D50          90193       85045       5148        91999       11038       96506       42169       25245       1699        -           -           50.05591524426133019     
D4           27833       41605       85895       47032       55252       93946       42169       85585       8634        -           -           4.818739865647440352     
D6           43765       55667       87765       78835       55753       58379       42169       9093        8695        -           -           6.402185163887291546     
D11          68668       28357       40311       71980       31660       75996       42169       34154       2428        -           -           11.67915980230642504     
D1           58218       38387       19831       90104       76872       15767       42169       7851        26332       -           -           1.457807990277988758     
D41          57684       43544       14140       59350       3374        11479       42169       27603       1040        -           -           41.86923076923076923     
D0           81630       7212        74418       99314       89363       94763       42169       31300       10894       -           -           0.662015788507435285     
D15          25635       86843       38459       32254       46234       13711       42169       46369       5778        -           -           15.02994115610938040     
D124         16980       83843       32804       20241       46650       54218       42169       15643       675         -           -           124.2118518518518518     
D69          38399       70587       67479       57094       80498       179         42169       19572       1009        -           -           69.95738354806739345     
D2           56928       7126        49802       60109       753         32508       42169       29261       2851        -           -           2.499473868817958611     
D25          69811       91420       78058       83043       42416       97862       42169       91727       3651        -           -           25.03971514653519583     
D24          4968        55264       49371       7711        35397       36928       42169       35468       2225        -           -           24.83775280898876404     
D3           34479       17295       17184       40495       48257       18814       42169       65517       4399        -           -           3.931575358035917253     
D1           53456       26607       26849       73052       91460       3100        42169       85783       14264       -           -           1.865325294447560291     
D5           48451       91567       56551       64706       50744       5599        42169       29218       15941       -           -           5.744118938586036007     
D625         76959       49429       27530       96179       30274       15078       5650        70984       79          -           -           625.6835443037974683     
D3           39560       71089       68138       59465       4945        75896       5650        77672       19655       -           -           3.616840498600864919     
D236         29595       59491       69771       58938       58261       57436       5650        28828       252         -           -           236.0753968253968254     
D5           22510       13039       9471        32615       10885       79526       5650        68152       2300        -           -           5.669130434782608695     
D39          38405       50143       87929       40359       53612       98372       5650        82957       1279        -           -           39.20484753713838936     
D2           45871       6873        38998       89250       1541        62083       5650        54333       2492        -           -           2.758025682182985553     
D41          49801       43280       6521        66056       19156       37069       5650        47765       1036        -           -           41.77606177606177606     
D9           65938       15786       50152       72372       74070       72089       5650        35580       1598        -           -           9.878598247809762202     
D0           58751       15608       43143       95802       49802       30181       5650        48547       21700       -           -           0.719262672811059907     
D8           31268       59543       71392       55847       82822       64051       5650        59986       6689        -           -           8.901629541037524293     
D39          34885       55768       78784       41577       23466       7099        5650        76717       1425        -           -           39.13543859649122807     
D16          45572       92119       53120       65607       16091       34331       5650        749         5502        -           -           16.74282079243911305     
D12          40592       33660       6932        48159       90753       72190       5650        50959       2757        -           -           12.20892274211099020     
D213         60860       64165       96362       63493       50367       93154       5650        36176       301         -           -           213.1727574750830564     
D2           56814       47018       9796        95522       97724       61967       5650        75021       18106       -           -           2.596818734121285761     
D0           81617       2644        78973       90267       12587       93395       5650        72761       3767        -           -           0.701884788956729492     
D2           63374       8590        54784       69364       63037       87889       5650        61574       3474        -           -           2.472654001151410477     
D16          29067       60366       68368       54380       99212       97357       5650        30096       3754        -           -           16.08044752264251465     
D1           82897       14693       68204       95243       38188       98696       5650        5275        8821        -           -           1.665684162793334089     
D8           37351       82341       54677       65439       17838       6390        5650        33646       9263        -           -           8.889236748353665119     
D3           55106       52777       2329        74176       29505       1124        5650        80715       16966       -           -           3.110750913591889661     
D6           36314       54095       81886       63816       73520       70592       42349       68210       8812        -           -           6.138788016341352700     
D9           67448       67536       99579       79444       71979       21667       42349       89096       7468        -           -           9.043385109801821103     
D7           46966       88776       57857       81760       88378       30540       42349       16387       12172       -           -           7.293460400920144594     
D4           76426       27350       49076       86504       4488        89915       42349       91634       5880        -           -           4.651360544217687074     
D41          20025       90513       29179       25973       82937       2018        42349       48303       2181        -           -           41.50068775790921595     
D36          32358       53975       78050       47797       95378       95566       42349       42745       1480        -           -           36.46959459459459459     
D6           37625       68968       68324       64443       75272       95779       42349       37764       10807       -           -           6.381789580827241602     
D6           37126       75638       61155       63354       26146       42071       42349       29088       10898       -           -           6.940539548541016700     
D23          21785       50370       71082       25709       9248        82782       42349       71501       2165        -           -           23.26558891454965358     
D48          57397       88383       68681       62028       21170       18910       42349       61777       1825        -           -           48.42904109589041095     
D9           70288       54942       15346       91884       31746       59999       42349       97672       5500        -           -           9.989454545454545454     
D21          74049       78832       94884       91647       15383       52376       42349       57526       3657        -           -           21.55646704949412086     
D3           55172       57643       97196       74857       66487       27666       42349       10779       15802       -           -           3.647829388684976585     
D2           16467       18258       97876       25963       2599        83379       42349       79848       6971        -           -           2.619136422321044326     
D25          40602       64516       75753       50109       24682       72069       42349       52053       2574        -           -           25.06449106449106449     
D3           68634       47498       21136       95860       33928       12094       42349       49124       14182       -           -           3.349175010576787477     
D16          71218       86587       84298       82203       70744       80901       42349       6627        5308        -           -           16.31254709871891484     
D8           35063       94326       40404       59478       43463       22942       42349       86745       10648       -           -           8.858564988730277986     
