Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
D13          883195340   1205228195  919597888   996369327   455905922   107684851   28931169    1066514458  90977431    -           -           13.24755141744989479     
D58          323668600   850895268   714404075   342982294   26685522    365561430   28931169    511611963   14649496    -           -           58.08358649335103405     
D1           374188172   71348974    302839198   531662120   1166721621  173589000   28931169    401463455   59240276    -           -           1.204399756679053959     
D4           971393722   141167306   830226416   1075823720  855140279   946708040   28931169    1166305935  31523740    -           -           4.478126833935313512     
D9           528319923   1052250363  717700303   948002532   1115171670  267977506   28931169    886154176   108637314   -           -           9.685901871616597590     
D61          410771438   1055893259  596508922   466996944   1158564259  744956880   28931169    585669025   17192896    -           -           61.41450858540643763     
D4           305760650   203525896   102234754   562863879   314388266   420554423   28931169    1185218834  48657421    -           -           4.182833611341628649     
D10          376929572   626836029   991724286   440460447   333959474   276899080   28931169    117338943   59275197    -           -           10.57501384601049913     
D11          709991688   1177525020  774097411   830803395   1121165579  289075695   28931169    520133732   105933153   -           -           11.11573654378058585     
D2           732711236   340382958   392328278   1018180171  1174997644  217170127   28931169    1154066133  161773366   -           -           2.104072916428035502     
D0           744615567   99290665    645324902   937828965   1057597293  1152110961  28931169    22389853    164975373   -           -           0.601851435122986507     
D21          453232868   1208105044  486758567   850561249   1186424921  225044112   28931169    1082424925  55904487    -           -           21.61016241862661220     
D2           732370062   44586252    687783810   791911684   94161419    986282609   28931169    868352613   17870598    -           -           2.494950196965988491     
D4           880644705   898682962   1223592486  1224097718  58654591    234837861   28931169    1093540826  193738679   -           -           4.638634714754094096     
D133         319204862   867802255   693033350   631910256   166658269   662422987   28931169    916395637   6499468     -           -           133.5189672447037203     
D230         44212102    1191734423  94108422    57229534    1192960738  77390756    28931169    771567557   5159806     -           -           230.9649670937240663     
D7           990486918   1214458085  1017659576  1194851126  1056704372  613087618   28931169    720926858   173030086   -           -           7.018768314083829329     
D1           695645687   271442176   424203511   1174771784  523274245   1006024656  28931169    348576795   216519590   -           -           1.253661047483047607     
D7           458951355   1114050074  586532024   612361666   358550575   768570495   533724018   189381656   152130733   -           -           7.322978414887411342     
D6           759502798   87007280    672495518   1007855136  1176434022  475456838   533724018   359615657   14445784    -           -           6.023022357249699981     
D5           576673661   681461066   1136843338  802577610   1002646026  73797740    533724018   1032098528  124865763   -           -           5.457549368436566555     
D22          973441681   1039645420  1175427004  1205046961  710070582   472400940   533724018   619408016   47020561    -           -           22.11044270611743658     
D1           1026547010  232164436   794382574   1232363221  640831117   913100909   533724018   402268023   203282166   -           -           1.142079704129087251     
D2           622060808   154220893   467839915   895013788   1087817179  885717657   533724018   932491426   76154848    -           -           2.025096196108224127     
D1           485776451   240964058   244812393   665227565   884045427   185994501   533724018   297548852   126874223   -           -           1.899235733644650576     
D65          885663617   872112324   13551293    994706791   129030062   481630497   533724018   866162852   13318225    -           -           65.48262429865841731     
D397         599877450   774840468   1066667725  1197803332  538576879   324285661   533724018   719658277   1951568     -           -           397.0348294294638977     
D4           453852691   951453569   744029865   709053740   668795804   1024449748  533724018   344139527   198651642   -           -           4.789558039495087586     
D8           203976668   542562440   903044971   342174054   1206700673  374566781   533724018   398196884   65779282    -           -           8.248226850515029945     
D76          448738909   585959461   1104410191  669290566   1184146460  47286417    533724018   394547038   7635595     -           -           76.74051085737260816     
D5           636196375   723347236   1154479882  1143848193  238841580   827973987   533724018   333712560   128544557   -           -           5.627210150951782423     
D43          1201486179  1052091075  149395104   1239456737  1087032499  120643530   533724018   968825084   24398881    -           -           43.12046421309239550     
D5           813694632   535400178   278294454   1170633964  620644219   307008447   533724018   1145820680  99815968    -           -           5.363873022801321728     
D55          228518652   1119715099  350434296   249367401   495004507   389851766   533724018   810491983   20031162    -           -           55.89865924902409555     
D7           379647399   984423493   636854649   631489838   505712633   644450925   533724018   635375610   127804960   -           -           7.702545292451873542     
D7           554704269   1121389176  674945836   969010650   991596181   331233305   533724018   994222348   140397888   -           -           7.987222542834832387     
D38          681243472   597127003   84116469    720414385   688409432   660154798   839460856   642694841   15337951    -           -           38.93134115502129326     
D6           821942153   823606566   1239966330  1172838557  703658544   327470257   839460856   296451948   120149345   -           -           6.854856894975166115     
D10          456871186   945055499   753446430   825803973   1070313517  55418318    839460856   1120381916  87938399    -           -           10.74678990914992664     
D3           615996312   754621307   1103005748  1005717357  1022540388  414530286   839460856   434108651   226275267   -           -           3.334970352725293657     
D4           291330830   148782120   142548710   376560292   789516854   345686861   839460856   34742430    35642444    -           -           4.174296240740393672     
D2           692815071   568841443   123973628   943778356   433750152   400675863   839460856   999252746   190888501   -           -           2.979967048931878824     
D23          277991580   931727659   587894664   317739391   1196732999  773139779   839460856   878581470   39504714    -           -           23.58522729717774947     
D3           919746805   970715516   1190662032  1239242233  879948179   742130953   839460856   1113359412  280755949   -           -           3.457506490806362218     
D2           695259287   720408170   1216481860  1107807102  678238475   344817951   839460856   556841877   282711472   -           -           2.548209893654403950     
D1           405917800   93754049    312163751   734493372   462577399   574633140   839460856   982254123   77342228    -           -           1.212197416914340766     
D12          673242636   256508518   416734118   707628306   872849064   217920534   839460856   620159134   19914906    -           -           12.88022740353381532     
D4           477580638   772899798   946311583   761978525   1032878660  530932474   839460856   500601400   193182751   -           -           4.000873752957374543     
D10          321713485   192570023   129143462   625370198   949695063   734501101   839460856   1019292109  18056772    -           -           10.66469815313611978     
D3           711206847   327970358   383236489   864638453   1165451794  188118671   839460856   963976173   97480423    -           -           3.364474095480689491     
D3           544729443   796196738   990163448   836910916   722824711   821294962   839460856   229916547   252547970   -           -           3.152655465811109073     
D32          324005813   750319254   815317302   384229440   497014262   268098638   839460856   574175612   22887678    -           -           32.78267258041641445     
D11          325988526   997027812   570591457   563204752   188596855   1191079014  839460856   460332411   88772300    -           -           11.23129413116478901     
D9217        1106724754  700537999   406186755   1119300308  1091167063  1236416080  1108487514  125460495   76002       -           -           9217.362687824004631     
D31          654374242   827356657   1068648328  863671173   465359566   483681020   1108487514  924768773   26483449    -           -           31.24051769087931107     
D3           891465039   1073930568  1059165214  1192771662  154268772   605701956   1108487514  906240590   288851793   -           -           3.717929381175764417     
D12          703692440   921126750   1024196433  913906182   88365904    915181444   1108487514  315343228   73051214    -           -           12.60932843634877854     
D46          1124120798  1146510884  1219240657  1176481336  582743689   352391684   1108487514  822174007   24549500    -           -           46.70200549909366789     
D71          930601145   774776080   155825065   951041108   567094985   703005523   1108487514  622518733   10802810    -           -           71.71986547944470003     
D3           615696644   733997731   1123329656  1041511088  1033519340  37572791    1108487514  235197997   189882200   -           -           3.865542589036781752     
D0           408369747   117578741   290791006   544871299   544737489   911774841   1108487514  347198039   135366643   -           -           0.868594643364244469     
D3           702798262   1010558186  933870819   1072109507  67137745    263408897   1108487514  357905403   333487017   -           -           3.030277445553450136     
D0           504652137   22724678    481927459   906099976   396556529   243190237   1108487514  632843723   103204298   -           -           0.220191197851081744     
D318         1170156805  356753808   813402997   1189012226  778925605   961759443   1108487514  104077227   1120703     -           -           318.3303765582852905     
D6           653468597   976542902   918556438   1155980165  53659689    427912674   1108487514  1121550142  150957029   -           -           6.469012463142739779     
D11          510940098   624977014   1127593827  967836804   1200746523  157910966   1108487514  31791258    54043392    -           -           11.56435580505383525     
D2           838122270   583036879   255085391   1127010468  490474507   761335883   1108487514  18528849    260345874   -           -           2.239470401593535528     
D4           861138958   329761086   531377872   1019392832  709393209   1173164193  1108487514  1189774759  69869588    -           -           4.719665528870729851     
D7           398733119   1037948645  602415217   664120057   1024222742  515813530   1108487514  476640492   133346181   -           -           7.783864803747172931     
D0           535350021   102845162   432504859   953461409   262433099   48480378    1108487514  868088925   117238633   -           -           0.877229283285826097     
D2           807772680   954414960   1094988463  1223985526  20068261    928452826   1108487514  726968177   391559834   -           -           2.437469007610213666     
D51          459502567   1061398144  639735166   898495545   850852635   220991523   1108487514  234815590   20509589    -           -           51.75131222766092484     
D3           510065374   852124447   899571670   787555062   1030833521  940081166   1108487514  1150433155  232575686   -           -           3.663858684695011498     
D2           493846048   541522379   1193954412  790430263   447474942   1209953983  1108487514  929640859   197261833   -           -           2.745195919374834157     
D100         114584865   1207080916  149134692   135102628   625501624   833299474   1108487514  731876575   11996050    -           -           100.6231981360531174     
D21          957926501   841381838   116544663   1089155241  837684519   866440335   1108487514  591917749   39325321    -           -           21.39542199795393914     
D125         1099551817  991076617   108475200   1190525336  304050383   174489842   1108487514  699541466   7869589     -           -           125.9375320617124985     
D3           475551226   644896663   1072285306  784201643   1076785895  290534468   2148825     40543885    166900809   -           -           3.863951690012479208     
D105         408567810   934774967   715423586   458530748   161916818   336893603   2148825     870196261   8864306     -           -           105.4538242474932611     
D41          953552007   577855251   375696756   1110159091  531223016   94869689    2148825     491923939   13909503    -           -           41.54391792431404630     
D37          540207357   1080239655  701598445   795851166   781451179   1001667271  2148825     218517861   28919739    -           -           37.35302227312632385     
D6           925249712   361850101   563399611   1142101831  390986206   775375910   2148825     754832717   57841236    -           -           6.255919237272177240     
D8           696332890   1048239099  889724534   839134577   795307301   1109287709  2148825     91824618    125126142   -           -           8.377458796739693292     
D15          1101249944  29982874    1071267070  1110261218  149227800   677187344   2148825     1062364028  1874516     -           -           15.99499497470280328     
D4           565021996   1014417465  792235274   924247873   830995697   400816780   2148825     614021610   205796119   -           -           4.929235157248033428     
D11          507629084   850832835   898426992   580247006   1210679244  1214722018  2148825     343736478   71921552    -           -           11.83001216380870090     
D1           709170080   343497219   365672861   1168421329  596510168   417031338   2148825     75544321    249918831   -           -           1.374435122097702193     
D5           981347792   94484230    886863562   1050242608  644155547   741652935   2148825     413320955   16820368    -           -           5.617251061332308544     
D1           737371611   60960211    676411400   823299958   409870246   64901108    2148825     755633312   49944835    -           -           1.220550853756950043     
D16          718514622   215898130   502616492   1071363611  903255885   651709598   2148825     1186069700  12816644    -           -           16.84513746344206798     
D12          466246602   1078423178  629454167   843712786   986618746   18510954    2148825     763938219   88780418    -           -           12.14708380850380767     
D102         534840701   696852324   1079619120  1062899194  1005209294  698609965   2148825     109543377   6782208     -           -           102.7471177528026271     
D2           440701418   98068668    342632750   839633892   365332439   1010757329  2148825     376420759   41768944    -           -           2.347884782531250969     
D84          488524551   448510023   40014528    507109256   1599415     910268432   2148825     718580541   5322221     -           -           84.27121365309708108     
D0           704646762   103565274   601081488   1058777239  1076119356  985035179   2148825     257976688   350516285   -           -           0.295464942520430969     
D112         795906987   584702124   211204863   831847600   379076354   263329573   2148825     259375811   5213501     -           -           112.1515319552062999     
D28          686635211   1095606489  832659465   902495832   617458083   880047783   2148825     622970700   39053348    -           -           28.05409894690718962     
D52          258037910   1035744003  463924650   496501623   326468239   695915462   2148825     509831416   19574197    -           -           52.91374164671991397     
D5           545106429   451509715   93596714    1007520869  92505394    371006542   2148825     150492862   82691989    -           -           5.460138526840852745     
D1           485207222   149619075   335588147   832641148   834043958   1048088902  2148825     443739660   137773296   -           -           1.085980225079321612     
D225         431622610   1013499180  659754173   442300983   635775492   580121219   2148825     673124004   4487690     -           -           225.8398374219253112     
D1           1101819335  214834629   886984706   1225105134  1169626256  399661755   2148825     363056413   115532943   -           -           1.859509707114446136     
D38          795155287   1150028386  886757644   871705562   622048531   905706040   2148825     1001214890  29652537    -           -           38.78347360295006123     
D3           684376434   629806586   54569848    941486591   625383512   563747779   2148825     1139786452  170156120   -           -           3.701345482019688742     
D6           497639138   1157115664  582154217   805514038   623669940   381250284   2148825     267669257   189764238   -           -           6.097648725572834223     
D4           733967057   1238079875  737517925   1215964767  1141809734  169856404   2148825     736037347   251969347   -           -           4.913613063417591029     
D13          583325139   572943183   10381956    1125465876  973015709   28422966    2148825     144611353   41184402    -           -           13.91165478134173224     
D15          977142591   865715145   111427446   1038505368  189864919   359239995   2148825     834647271   56700936    -           -           15.26809266429040959     
D26          944551064   987671058   1198510749  1057931281  1078497904  275071575   38364421    171622427   37509328    -           -           26.33134504569103450     
D34          456354740   1232800707  465184776   876607878   929316074   979024214   38364421    709287471   36101602    -           -           34.14808869146582470     
D135         218407199   541382272   918655670   289880954   867737428   1205844116  38364421    3662008     3985934     -           -           135.8231902485088814     
D2           283576546   301298517   1223908772  428564523   977805259   336722847   38364421    582060961   138588569   -           -           2.174050278273672051     
D34          1031079075  561272676   469806399   1075195617  399510218   435543184   38364421    818925650   16398609    -           -           34.22684667949580357     
D39          1105486588  696218383   409268205   1150817051  1004183130  800475371   38364421    202586537   17555476    -           -           39.65818887508376303     
D236         348539503   1155540080  434630166   692187673   910562794   859487884   38364421    704707310   4891333     -           -           236.2423658336081391     
D41          643518495   1026326639  858822599   952779185   42870115    1046758400  38364421    212535589   24997115    -           -           41.05780363053896419     
D1           900889315   522611471   378277844   1201235812  606139517   1056561336  38364421    439005218   300196321   -           -           1.740898986566860691     
D3           151511878   142010620   9501258     258433738   20004045    869547309   38364421    266423361   44590018    -           -           3.184807415866035308     
D89          383541429   76944385    306597044   385994532   675940774   1177236387  38364421    983824361   857361      -           -           89.74560890919927545     
D87          1087637232  1216786903  1112481072  1185248063  76086126    1096534307  38364421    895404429   13918091    -           -           87.42484174014956505     
D1           575923493   228137684   347785809   964834897   565263473   795119104   38364421    333244701   187012089   -           -           1.219908751460447030     
D3           805421275   442298388   363122887   1033471361  754233390   629067058   38364421    228552361   121271017   -           -           3.647189567149420376     
D57          778577588   1190736464  829471867   968077587   259345900   398477091   38364421    482687467   20577592    -           -           57.86568535327165588     
D49          956659253   109334008   847325245   967888013   337659089   326068284   38364421    366683730   2214653     -           -           49.36845997996074328     
D55          697471140   781932581   1157169302  715454286   963911333   727316803   38364421    1002883566  14111592    -           -           55.41065678486169384     
D5           461077546   324506678   136570868   528224626   964719783   279742376   38364421    749536605   58195066    -           -           5.576188847350048541     
D3           730137676   1212011808  759756611   1132001833  385274769   536600924   38364421    538109100   328273519   -           -           3.692079128685369227     
D7           884692495   864392261   20300234    1013122779  196716312   1182600192  38364421    1070344834  114110791   -           -           7.575026458277727651     
D0           645540117   120880882   524659235   1148083597  227746745   840821742   38364421    1206950539  142996637   -           -           0.845340733432772967     
D50          1185705251  791549212   394156039   1221164317  905941167   156299519   38364421    578396691   15556073    -           -           50.88361387864405110     
D6           190260943   202444703   1229446983  270087891   165851758   1125977709  901352174   1062737667  30607047    -           -           6.614316729085298558     
D3           720428961   1099184538  862875166   1114399959  1166009654  736065378   901352174   55135018    326457963   -           -           3.367001766166138823     
D0           280507902   4625769     275882133   526563775   325101391   313960555   901352174   96322933    34452029    -           -           0.134266954204642054     
D5           698854277   888745539   1051739481  972538949   4109856     93262057    901352174   79664042    151484933   -           -           5.866890662980984386     
D436         495427157   633417849   1103640051  507475339   458660820   257882469   901352174   680740576   1451695     -           -           436.3298413234184866     
D23          267111681   1170982381  337760043   375747644   19870434    96614402    901352174   1129672710  49839755    -           -           23.49494657427589682     
D1           775140503   313562015   461578488   1083014415  378403188   471887671   901352174   389664962   159392679   -           -           1.967229718248226444     
D17          874575392   868389259   6186133     1080953462  418901192   917059748   901352174   324827900   49063112    -           -           17.69943290592736963     
D6           632481961   910729516   963383188   1119124094  477722997   982853320   901352174   146476210   145839828   -           -           6.244724287524529993     
D1           838746370   93978851    744767519   1088758916  968852317   358968758   901352174   295563419   88708732    -           -           1.059409247333171214     
D5           549096862   1020506368  770221237   896514482   41134345    165132326   901352174   805982253   201679242   -           -           5.060046625918992694     
D9           775228652   265125935   510102717   825021512   526592174   488370957   901352174   1169850987  28335752    -           -           9.356587218860469981     
D444         885343955   648665570   236678385   888223062   1035781312  337460494   901352174   927131776   1458106     -           -           444.8685966589534642     
D9           775440284   851174065   1165896962  912297268   18614462    741049372   901352174   521624430   91155364    -           -           9.337619067595407770     
D17          1052799400  1094844152  1199585991  1176551988  328574391   722986527   901352174   946163872   62778696    -           -           17.43974025838319419     
D18          107249902   551872893   797007752   184890322   380807067   429729640   901352174   537904200   29609482    -           -           18.63838391363955641     
D98          161788205   610911138   792507810   187717115   916197416   1030083441  901352174   131948976   6214745     -           -           98.30027426708577745     
D1           606636926   190644186   415992740   860699244   779869605   15373358    901352174   738001440   98512290    -           -           1.935232507537891972     
D67          841051636   618245587   222806049   866261917   836839882   273672116   901352174   218995197   9112363     -           -           67.84690063378730632     
D10          992450036   513698997   478751039   1149525438  1117048123  526088005   901352174   429788535   49997624    -           -           10.27446818272804323     
D10          171575727   376035095   1037171375  308945178   356963813   168134281   901352174   446054820   34206276    -           -           10.99316087492248498     
D1           725658466   176264342   549394124   920348673   31491658    789970541   901352174   413272447   141587845   -           -           1.244911538840074866     
D33          463652361   963505606   741777498   898837963   628321845   1076020903  901352174   656806998   28466759    -           -           33.84669136377625566     
D0           190327228   35519138    154808090   324382697   352159997   458444208   305694482   709667635   56271759    -           -           0.631207174454951728     
D72          291931782   958992897   574569628   347661900   45319224    883601327   305694482   505816417   13281192    -           -           72.20683934092662767     
D12          435406093   1239504972  437531864   774582352   130041909   223737617   305694482   1005357123  96229834    -           -           12.88067245340982298     
D6           911187029   711095377   200091652   1177216769  204846302   97751022    305694482   1059220066  113097809   -           -           6.287437248231749564     
D33          492846240   1008379065  726097918   558958212   1241090154  1061490825  305694482   244213451   30062436    -           -           33.54282617017463255     
D2           733924834   372827257   361097577   921910201   359503649   1010377906  305694482   405730634   169968733   -           -           2.193504948936696492     
D34          737892366   968497430   1011025679  915290262   6096719     131795848   305694482   861869485   28300782    -           -           34.22157840020109691     
D3           882773166   321077925   561695241   1142041434  678994325   737559170   305694482   1057779489  104968362   -           -           3.058806662144542181     
D15          958145444   613179103   344966341   1141981165  633149878   642350214   305694482   32842371    38966839    -           -           15.73592107381355721     
D7           332624383   200790091   131834292   638258123   1131410430  551343287   305694482   37919566    26990643    -           -           7.439248149812510950     
D11          557109790   1230338529  568402004   1010046121  973027094   696687528   305694482   316841847   104173459   -           -           11.81047975953260801     
D0           628929630   43116670    585812960   858085073   290104742   1136835045  305694482   1013593444  170618744   -           -           0.252707697813084358     
D2           669250296   300308587   368941709   810085300   474746964   850561390   305694482   1137560847  105910280   -           -           2.835499887263068325     
D98          935734244   1120052179  1057312808  1012764361  632107103   708767139   305694482   868795352   11372840    -           -           98.48482692098015974     
D3           570858720   219788490   351070230   1071091849  150186377   185662119   305694482   471517356   70625591    -           -           3.112023374076968786     
D20          638717902   639540696   1240807949  841428256   590512107   1171599120  305694482   724548211   30586840    -           -           20.90901498814522847     
D15          402909911   441787384   1202753270  590150843   572821920   131507116   305694482   1233869444  28428047    -           -           15.54054641882363568     
D1           383185336   133734782   249450554   530328988   1082055021  159448830   305694482   1142322783  88898032    -           -           1.504361558870054626     
D2           235505667   227205203   8300464     367572720   734406463   453543844   305694482   105988039   103438614   -           -           2.196522113105653175     
D15          770993985   805470535   1207154193  950422922   159714304   683288532   305694482   69396353    53278237    -           -           15.11819047240620968     
D31          976578666   261728717   714849949   992451648   788603167   1159919243  305694482   355504074   8326764     -           -           31.43222469136869977     
D37          431171877   919038796   753763824   838045657   988135951   258376207   305694482   727548394   24298097    -           -           37.82348864604499685     
D3           822817938   626531215   196286723   1139143741  465445476   309618276   305694482   953058003   190166332   -           -           3.294648471213085184     
D50          651768622   1100556666  792842699   809289603   409595804   665102883   961680903   660269735   21684698    -           -           50.75268588015383013     
D20          196442731   839108491   598964983   274458014   160532968   1111417420  961680903   324867491   40412165    -           -           20.76375989754570189     
D25          457154956   259963991   197190965   904287281   1155812469  1088252266  961680903   1056411487  10022631    -           -           25.93769949227902334     
D40          692106094   1163839864  769896973   728970382   855980839   366095569   961680903   206067107   28548910    -           -           40.76652537697586352     
D6           696180605   497254400   198926205   901366000   336697925   688821858   961680903   707941318   80624420    -           -           6.167540802153987588     
D18          390949216   431725049   1200854910  443441838   378022093   990183721   961680903   16946009    23500862    -           -           18.37060483143128962     
D1           577721128   160265889   417455239   797080442   1047395038  702543066   961680903   676302486   139002500   -           -           1.152971270300893868     
D20          617515242   690305199   1168840786  1201887067  289046083   870979682   961680903   1051613645  33143417    -           -           20.82782227915727578     
D65          873146662   1092084968  1022692437  913925898   542336170   272641854   961680903   537709408   16782706    -           -           65.07204309007141041     
D51          805914212   240939453   564974759   1006223985  873345598   518800509   961680903   42731860    4675120     -           -           51.53652804633891750     
D28          926665879   437280771   489385108   1230501335  612688823   1014409702  961680903   469732340   15159511    -           -           28.84530846674407901     
D7           630582690   496632210   133950480   1193902856  198616733   926034317   961680903   1138292930  67262524    -           -           7.383490545195717008     
D0           841578766   104055750   737523016   1209809499  735140675   957766748   961680903   974879677   105117300   -           -           0.989901281711002851     
D94          617260577   835206632   1023684688  921476569   461260729   770285609   961680903   251149170   8828593     -           -           94.60246179657392746     
D22          645404000   289228394   356175606   664011599   416228030   174242869   961680903   999476021   12745634    -           -           22.69235049429475222     
D5           812418383   536172277   276246106   954207913   810965093   30259459    961680903   70815179    103470733   -           -           5.181873767145343408     
D14          454915733   208546726   246369007   895227976   862613321   687208567   961680903   148293611   14603490    -           -           14.28060867641912994     
D94          473946927   172209666   301737261   476195163   287161902   215441342   961680903   189480677   1817367     -           -           94.75778200000330148     
D3           451143974   592474278   1100300439  743823780   296719930   462446302   961680903   845334540   158464168   -           -           3.738853303416833009     
D20          990389548   757447388   232942160   1053948264  480125415   923386694   961680903   762428720   37008808    -           -           20.46667885115348757     
D1           566350457   433315674   133034783   888081744   359516441   1004383592  961680903   748820714   244619170   -           -           1.771388865394318850     
D12          262898611   497279462   1007249892  374359633   750427589   198019633   961680903   994499263   39976567    -           -           12.43927378756660120     
D10          352276260   1130232947  463674056   472488584   1130602466  1231462673  961680903   700786082   111851612   -           -           10.10475331370280117     
D65          1137488693  755346382   382142311   1176313652  73228247    411274061   961680903   1138245708  11564882    -           -           65.31379931070632627     
D5           518273329   18104636    500168693   1033027588  23659664    248532287   961680903   970153930   3519070     -           -           5.144721758873793360     
D30          408761985   137278640   271483345   812958194   1172127779  1107471766  961680903   946197466   4565776     -           -           30.06688019736404063     
D7           1008119121  1110008907  1139740957  1224516260  414678050   1197591033  961680903   707956674   142530565   -           -           7.787865760582651166     
D3           332175742   42669480    289506262   491361148   266215152   626029907   733375861   518633653   13804930    -           -           3.090887096131599363     
D11          161681491   740462373   662849861   261218947   458916045   999063623   733375861   1059487797  62144035    -           -           11.91526061994526103     
D3           636035849   702188592   1175478000  855091406   599929698   890258244   733375861   236338258   197924735   -           -           3.547755625389620958     
D2           596410631   105527865   490882766   1140752558  91280811    918789091   733375861   378962795   52068704    -           -           2.026704275182266875     
D1           527461214   237679747   289781467   903817406   1116059952  1130714109  733375861   453178739   151105022   -           -           1.572944061382685216     
D4           656739736   781891603   1116478876  1124861562  811245326   203367209   733375861   435437431   188617910   -           -           4.145373061338660787     
D9           671791855   253435741   418356114   886831006   1166664541  867926424   733375861   1148301504  26674402    -           -           9.501084260483140353     
D198         460803947   943687788   758746902   552013694   426594974   748112445   733375861   421278163   4755212     -           -           198.4533577051874869     
D171         494879549   685625704   1050884588  985761417   995515904   474510879   733375861   1126160176  3997681     -           -           171.5058565203176541     
D567         147055973   211711705   1176975011  149065324   152429838   839029719   733375861   294048865   373350      -           -           567.0596089460291951     
D3           919451874   535368630   384083244   1176510184  38331786    1099089460  733375861   740116288   148276944   -           -           3.610599298566606552     
D14          640140220   444072343   196067877   686967148   333349397   603671439   733375861   564316794   31390156    -           -           14.14686639340052977     
D28          675927519   566215483   109712036   700217662   724284323   999366217   733375861   519628139   20093658    -           -           28.17881557454595873     
D44          422875450   697620684   966885509   558614865   729004926   1026730752  733375861   77037446    15657205    -           -           44.55588874259486287     
D3           999830075   637638810   362191265   1166519598  214816772   490312927   733375861   258568780   166382460   -           -           3.832367967152306799     
D3           557559732   270671257   286888475   675393981   999931324   1177122957  733375861   388422605   86222736    -           -           3.139209790327228771     
D1           860076294   233566626   626509668   1039927396  880713067   117846320   733375861   898214088   140671886   -           -           1.660364644574396336     
D7           425072649   924873106   741830286   571825054   1071209019  223110187   733375861   958081704   131567839   -           -           7.029629072192939187     
